"","seqnames","start","end","width","strand","Conc","Conc_SPT5_T0","Conc_SPT5_T15","Fold","p.value","FDR","peak","feature","start_position","end_position","feature_strand","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","symbol"
"255","VIII",450669,451069,401,"*",4.80938620128463,4.99013358481829,4.60270626525821,0.387427319560076,0.433089446319684,0.893622022662676,"345","YHR173C",450815,451153,"-","overlapEnd",284,84,"NearestLocation","YHR173C"
"256","XII",737689,738089,401,"*",3.78295256912493,3.48473137322384,4.02996314919442,-0.545231775970575,0.433339490023758,0.893622022662676,"464","YLR304C",735212,737548,"-","upstream",-341,141,"NearestLocation","ACO1"
"257","V",431080,431480,401,"*",3.86834815013343,4.11404861617396,3.57203661214009,0.542012004033873,0.434967659883021,0.893622022662676,"223","snR52",431129,431220,"-","includeFeature",-60,49,"NearestLocation","snR52"
"258","II",770561,770961,401,"*",3.90792375425318,3.62715498875708,4.14285142025625,-0.515696431499171,0.435069034541258,0.893622022662676,"60","YBR283C",768943,770415,"-","upstream",-346,146,"NearestLocation","SSH1"
"259","X",646995,647395,401,"*",4.5354398872086,4.72801112621066,4.31314591191426,0.414865214296409,0.436657094322738,0.893622022662676,"378","YJR120W",647126,647476,"+","overlapStart",69,81,"NearestLocation","YJR120W"
"260","XI",164566,164966,401,"*",4.12816760564661,4.34908852020148,3.86719079105831,0.481897729143162,0.437986212328258,0.893622022662676,"394","YKL152C",163642,164385,"-","upstream",-381,181,"NearestLocation","GPM1"
"261","V",467839,468239,401,"*",4.16074723283908,3.9062290654127,4.3770257004977,-0.470796635084994,0.439333343939107,0.893622022662676,"228","YER150W",468370,468816,"+","upstream",-331,131,"NearestLocation","SPI1"
"262","XII",368230,368630,401,"*",3.9489778679839,3.67545450533469,4.17881598534635,-0.50336148001166,0.440189915378991,0.893622022662676,"440","YLR108C",366667,368124,"-","upstream",-306,106,"NearestLocation","YLR108C"
"263","X",424167,424567,401,"*",4.12240940575395,4.34151334332571,3.86396632052318,0.477547022802527,0.44162379872144,0.893622022662676,"372","tL(UAA)J",424432,424515,"-","includeFeature",148,52,"NearestLocation","SUP51"
"264","V",280924,281324,401,"*",5.01945922008097,4.81682201142549,5.19710831337134,-0.380286301945847,0.442267923724281,0.893622022662676,"209","YER062C",279930,280682,"-","upstream",-442,242,"NearestLocation","GPP2"
"265","XIII",124165,124565,401,"*",4.08187123674002,4.30348572794774,3.81992522884852,0.483560499099217,0.443048443905749,0.893622022662676,"496","YML073C",123227,124172,"-","overlapStart",-193,7,"NearestLocation","RPL6A"
"266","XI",68023,68423,401,"*",4.96967004185611,5.14022584407076,4.77621352886647,0.364012315204287,0.443197581987201,0.893622022662676,"386","YKL201C",63930,67466,"-","upstream",-757,557,"NearestLocation","MNN4"
"267","V",41979,42379,401,"*",4.48635585442087,4.26442855366543,4.67865199349409,-0.414223439828653,0.443222550049873,0.893622022662676,"187","YEL060C",40046,41953,"-","upstream",-226,26,"NearestLocation","PRB1"
"268","XIV",217277,217677,401,"*",3.85394150740569,3.55037767991957,4.1046019015579,-0.554224221638328,0.445923113171196,0.893622022662676,"556","YNL231C",215987,217042,"-","upstream",-435,235,"NearestLocation","PDR16"
"269","XIV",503070,503470,401,"*",4.52209249607643,4.28780490089685,4.72359503041061,-0.435790129513768,0.446177002480434,0.893622022662676,"574","YNL065W",503724,505484,"+","upstream",-454,254,"NearestLocation","AQR1"
"270","X",195295,195695,401,"*",4.38828603719717,4.59603229014887,4.14550964006858,0.450522650080286,0.446316995119544,0.893622022662676,"360","YJL116C",193860,194873,"-","upstream",-622,422,"NearestLocation","NCA3"
"271","XIII",661723,662123,401,"*",4.5702426970729,4.32579312166031,4.77921211618043,-0.453418994520116,0.446756091561793,0.893622022662676,"529","YMR199W",662644,664284,"+","upstream",-721,521,"NearestLocation","CLN1"
"272","XIII",306386,306786,401,"*",5.04346587038554,5.2160228866974,4.84742970228978,0.368593184407619,0.449866432142618,0.893622022662676,"511","YMR017W",307489,308682,"+","upstream",-903,703,"NearestLocation","SPO20"
"273","XIII",253253,253653,401,"*",4.51346384136858,4.29566661891836,4.70265288944574,-0.406986270527373,0.451536779499522,0.893622022662676,"505","YML007C-A",253162,253272,"-","overlapStart",-181,19,"NearestLocation","YML007C-A"
"274","VIII",148720,149120,401,"*",4.35465093714092,4.56422336273066,4.10937526710207,0.454848095628597,0.451617910392932,0.893622022662676,"333","YHR021C",147871,148669,"-","upstream",-251,51,"NearestLocation","RPS27B"
"275","VII",547307,547707,401,"*",4.61094360808886,4.39286481971889,4.80034497605344,-0.407480156334544,0.452525339881232,0.893622022662676,"281","YGR031C-A",546809,547300,"-","upstream",-207,7,"NearestLocation","NAG1"
"276","IV",1468716,1469116,401,"*",5.09647529115093,5.26018178752655,4.91178624970581,0.348395537820741,0.454195823598301,0.893622022662676,"153","YDR508C",1466453,1468444,"-","upstream",-472,272,"NearestLocation","GNP1"
"277","VII",625234,625634,401,"*",4.66702674190095,4.27148503422799,4.97712963686048,-0.705644602632486,0.45792965632564,0.893622022662676,"290","YGR067C",622372,624786,"-","upstream",-648,448,"NearestLocation","YGR067C"
"278","VII",609874,610274,401,"*",5.04865390014532,4.85956857991314,5.21580411582835,-0.356235535915209,0.461105006086491,0.893622022662676,"289","YGR060W",610564,611493,"+","upstream",-490,290,"NearestLocation","ERG25"
"279","IV",867659,868059,401,"*",3.65940576778703,3.35618400963647,3.90983315836308,-0.553649148726612,0.461777304320951,0.893622022662676,"118","YDR207C",865012,867522,"-","upstream",-337,137,"NearestLocation","UME6"
"280","XVI",645293,645693,401,"*",5.14047511501831,4.94085302239304,5.31580345164073,-0.374950429247697,0.462049406604573,0.893622022662676,"691","YPR036W-A",645950,646153,"+","upstream",-457,257,"NearestLocation","SPO24"
"281","VIII",4933,5333,401,"*",4.13894869769758,4.36412058292328,3.87201402425355,0.492106558669732,0.462385616544265,0.893622022662676,"324","YHL049C",3726,4541,"-","upstream",-592,392,"NearestLocation","YHL049C"
"282","XI",231008,231408,401,"*",4.11078821304143,4.31854619775911,3.86799578388712,0.450550413871992,0.462965200650034,0.893622022662676,"401","YKL109W",232227,233891,"+","upstream",-1019,819,"NearestLocation","HAP4"
"283","V",423036,423436,401,"*",4.23122685531056,4.43618494717337,3.99225188647981,0.443933060693561,0.463537277540008,0.893622022662676,"222","YER131W",423952,424311,"+","upstream",-716,516,"NearestLocation","RPS26B"
"284","IV",811733,812133,401,"*",4.18433925863214,4.38551662486973,3.95049138596565,0.435025238904072,0.464934301604052,0.893622022662676,"116","YDR174W",812110,812850,"+","overlapStart",-177,23,"NearestLocation","HMO1"
"285","XIII",653254,653654,401,"*",5.05313752252804,4.7557724317231,5.29956113629352,-0.543788704570418,0.466150208340576,0.893622022662676,"528","YMR194C-A",652912,653136,"-","upstream",-318,118,"NearestLocation","YMR194C-A"
"286","VII",433215,433615,401,"*",4.23341813660305,3.99468756731463,4.4381965371648,-0.443508969850174,0.467103867167893,0.893622022662676,"273","YGL034C",433214,433579,"-","overlapStart",164,1,"NearestLocation","YGL034C"
"287","IV",411074,411474,401,"*",5.38939680168442,5.22404333243351,5.53773221071572,-0.313688878282207,0.468630569709082,0.893622022662676,"97","YDL022W",411825,413000,"+","upstream",-551,351,"NearestLocation","GPD1"
"288","XV",988263,988663,401,"*",5.2199428753574,5.37092486414907,5.05129323925486,0.319631624894202,0.469028133441736,0.893622022662676,"650","YOR348C",986899,988782,"-","inside",319,119,"NearestLocation","PUT4"
"289","VIII",455607,456007,401,"*",3.80141957242006,3.52463317151894,4.03355520481077,-0.508922033291821,0.470894504911705,0.894040965619077,"347","YHR177W",456591,457952,"+","upstream",-784,584,"NearestLocation","YHR177W"
"290","VII",726512,726912,401,"*",4.61212023571905,4.78989576734576,4.40931843830842,0.380577329037341,0.472854648212653,0.894634404109654,"297","YGR117C",725049,726479,"-","upstream",-233,33,"NearestLocation","YGR117C"
"291","V",305871,306271,401,"*",4.16082369182966,3.9056276454543,4.37759109616584,-0.471963450711547,0.477656470038026,0.89845128386414,"213","YER074W",306323,307196,"+","upstream",-252,52,"NearestLocation","RPS24A"
"292","II",697440,697840,401,"*",4.14644589199447,4.34908852020148,3.91061471221545,0.438473807986026,0.478599330223919,0.89845128386414,"59","YBR238C",695107,697302,"-","upstream",-338,138,"NearestLocation","YBR238C"
"293","X",337637,338037,401,"*",3.84434485677863,3.57642675690502,4.07021553709489,-0.493788780189868,0.479835860627257,0.89845128386414,"366","YJL052C-A",337884,338003,"-","includeFeature",166,34,"NearestLocation","YJL052C-A"
"294","IX",68272,68672,401,"*",4.90791794521091,5.06888832486364,4.72670488220752,0.342183442656119,0.487116473067584,0.90060055923678,"158","YIL148W",68708,69528,"+","upstream",-236,36,"NearestLocation","RPL40A"
"295","XIV",440887,441287,401,"*",4.73968196863795,4.55076237918565,4.90670270213396,-0.355940322948316,0.491399355029662,0.90060055923678,"569","YNL097C-B",440797,440919,"-","overlapStart",-168,32,"NearestLocation","YNL097C-B"
"296","XIV",500574,500974,401,"*",3.93189368401345,3.68745583900781,4.14085453622653,-0.453398697218724,0.491413918611576,0.90060055923678,"573","YNL066W",501515,502777,"+","upstream",-741,541,"NearestLocation","SUN4"
"297","X",157304,157704,401,"*",4.40047889052613,4.58965148224457,4.18270348748877,0.406947994755802,0.492507809228522,0.90060055923678,"358","YJL136C",156550,157273,"-","upstream",-231,31,"NearestLocation","RPS21B"
"298","XVI",76259,76659,401,"*",4.67872561711054,4.84388288785508,4.49218741750089,0.351695470354194,0.492779790091749,0.90060055923678,"659","YPL249C-A",75699,76239,"-","upstream",-220,20,"NearestLocation","RPL36B"
"299","XI",614797,615197,401,"*",4.82925837344569,4.64500698700912,4.99262101744905,-0.347614030439933,0.493680388954087,0.90060055923678,"425","YKR093W",615730,617535,"+","upstream",-733,533,"NearestLocation","PTR2"
"300","XII",950292,950692,401,"*",3.72383701783531,3.45695635370618,3.94897050195419,-0.49201414824801,0.493723886344158,0.90060055923678,"481","YLR412C-A",950267,950473,"-","overlapStart",-19,25,"NearestLocation","YLR412C-A"
"301","XIII",119146,119546,401,"*",4.01257552132272,3.7793769517274,4.2132724224458,-0.433895470718396,0.495599415987395,0.90060055923678,"495","YML075C",115734,118898,"-","upstream",-448,248,"NearestLocation","HMG1"
"302","V",295076,295476,401,"*",3.76560047102632,3.4976229600853,3.99151334108057,-0.493890380995269,0.497589532745928,0.90060055923678,"211","YER069W",295410,298001,"+","overlapStart",-134,66,"NearestLocation","ARG5,6"
"303","II",477025,477425,401,"*",4.50570411125715,4.67510166315782,4.31373689949838,0.361364763659448,0.497923365849555,0.90060055923678,"46","YBR118W",477671,479047,"+","upstream",-446,246,"NearestLocation","TEF2"
"304","V",222214,222614,401,"*",4.77027519481575,4.58927701569318,4.93107604147942,-0.341799025786235,0.499227934309891,0.90060055923678,"201","YER035W",222639,223076,"+","upstream",-225,25,"NearestLocation","EDC2"
"305","XVI",340556,340956,401,"*",4.00678655449945,3.76745747464761,4.21200490778798,-0.444547433140371,0.50105719702221,0.900907476765099,"673","YPL111W",339944,340945,"+","overlapEnd",812,11,"NearestLocation","CAR1"
"306","V",268400,268800,401,"*",4.56493033087724,4.73380959041377,4.37362866539304,0.36018092502073,0.504730738138418,0.904517461416372,"206","YER056C",266512,268113,"-","upstream",-487,287,"NearestLocation","FCY2"
"307","XVI",775364,775764,401,"*",3.67326991664266,3.89592241702415,3.40987132136062,0.486051095663529,0.508380332352912,0.905351829878377,"697","tC(GCA)P2",775765,775836,"-","downstream",272,1,"NearestLocation","tC(GCA)P2"
"308","XI",630400,630800,401,"*",3.95916047840179,4.15733291825886,3.7293651443675,0.427967773891354,0.509583554462433,0.905351829878377,"426","YKR097W",631152,632801,"+","upstream",-552,352,"NearestLocation","PCK1"
"309","II",159760,160160,401,"*",4.33981249216154,4.131209829539,4.52202805777935,-0.390818228240356,0.51019826877124,0.905351829878377,"23","YBL032W",160184,161329,"+","upstream",-224,24,"NearestLocation","HEK2"
"310","XIII",540310,540710,401,"*",5.18588864359074,5.02310058288101,5.33215665457543,-0.309056071694414,0.512705033512704,0.906836590219538,"523","YMR135C",538689,540056,"-","upstream",-454,254,"NearestLocation","GID8"
"311","VII",206345,206745,401,"*",3.68413816578083,3.41426471930043,3.91139584290443,-0.497131123604004,0.518838386587507,0.908932800821534,"262","YGL158W",207033,208571,"+","upstream",-488,288,"NearestLocation","RCK1"
"312","XV",678813,679213,401,"*",4.16071470683259,3.94614999495996,4.34746100430026,-0.401311009340305,0.520293430108882,0.908932800821534,"629","YOR183W",678872,679261,"+","overlapStart",141,48,"NearestLocation","FYV12"
"313","II",680161,680561,401,"*",4.26094070207809,4.06022463696177,4.43711206967455,-0.376887432712777,0.522181680499594,0.908932800821534,"58","YBR230W-A",680362,680562,"+","overlapStart",-1,1,"NearestLocation","YBR230W-A"
"314","XVI",453352,453752,401,"*",4.36549020118476,4.15682759000374,4.54775148770882,-0.390923897705082,0.526931958090034,0.908932800821534,"681","YPL056C",453430,453735,"-","includeFeature",183,17,"NearestLocation","LCL1"
"315","III",137153,137553,401,"*",5.19708751264224,5.33007547356613,5.05058431551361,0.279491158052521,0.527401406067448,0.908932800821534,"68","YCR012W",137746,138996,"+","upstream",-393,193,"NearestLocation","PGK1"
"316","III",123107,123507,401,"*",3.77538516515725,3.99525299041394,3.51587778828739,0.479375202126557,0.53137559857554,0.908932800821534,"66","YCR006C",122530,123003,"-","upstream",-304,104,"NearestLocation","YCR006C"
"317","IV",1164858,1165258,401,"*",4.88929855106988,5.03254040123291,4.73025080944775,0.302289591785168,0.532136296855648,0.908932800821534,"135","YDR345C",1162957,1164660,"-","upstream",-398,198,"NearestLocation","HXT3"
"318","XII",253277,253677,401,"*",4.63246769390639,4.44245113438213,4.80034497605344,-0.357893841671304,0.533162373554867,0.908932800821534,"438","YLR056W",253861,254958,"+","upstream",-384,184,"NearestLocation","ERG3"
"319","IV",599908,600308,401,"*",5.26072222534381,5.1184878581744,5.39018366098371,-0.271695802809305,0.533486066307715,0.908932800821534,"111","YDR077W",600793,601809,"+","upstream",-685,485,"NearestLocation","SED1"
"320","VIII",375127,375527,401,"*",4.29670163514751,4.46354183815212,4.10801305918162,0.355528778970509,0.533569405134961,0.908932800821534,"342","YHR136C",374654,375100,"-","upstream",-227,27,"NearestLocation","SPL2"
"321","XV",901244,901644,401,"*",4.30444594126535,4.47783758819764,4.10733147258841,0.370506115609232,0.534034899550179,0.908932800821534,"642","YOR312C",900250,901194,"-","upstream",-250,50,"NearestLocation","RPL20B"
"322","XV",742196,742596,401,"*",4.30474325263555,4.47783758819764,4.10801305918162,0.369824529016022,0.535359894059252,0.908932800821534,"630","YOR212W",742910,744181,"+","upstream",-514,314,"NearestLocation","STE4"
"323","V",242054,242454,401,"*",4.32994695138582,4.4976229600853,4.14018829353148,0.35743466655382,0.536456676283343,0.908932800821534,"203","YER045C",240032,241501,"-","upstream",-753,553,"NearestLocation","ACA1"
"324","XIII",510708,511108,401,"*",4.86478193780682,4.70492707590692,5.00867800233059,-0.303750926423666,0.537324915402785,0.908932800821534,"522","YMR122C",510701,511075,"-","overlapStart",167,7,"NearestLocation","YMR122C"
"325","IX",316230,316630,401,"*",4.36263279916305,4.52463317151894,4.18011298366503,0.344520187853914,0.54101860575466,0.912338828958945,"172","YIL018W",316768,317932,"+","upstream",-338,138,"NearestLocation","RPL2B"
"326","XV",218692,219092,401,"*",4.07391772849649,3.87569984714646,4.24816229888802,-0.372462451741559,0.545084198275688,0.916348977286992,"602","YOL058W",219211,220473,"+","upstream",-319,119,"NearestLocation","ARG1"
"327","XII",1071439,1071839,401,"*",4.7135841324955,4.85987907647212,4.55076270388961,0.309116372582509,0.548291620282126,0.917162895307247,"487","YLR466C-B",1071594,1071710,"-","includeFeature",71,129,"NearestLocation","YLR466C-B"
"328","XI",513878,514278,401,"*",3.65598334779486,3.86455318193704,3.41208073719223,0.452472444744805,0.550919238804193,0.917162895307247,"419","tD(GUC)K",513332,513403,"-","upstream",-675,475,"NearestLocation","tD(GUC)K"
"329","XII",783520,783920,401,"*",4.25496938021064,3.92543786951157,4.52305055846046,-0.597612688948886,0.552322647482106,0.917162895307247,"467","YLR327C",783127,783387,"-","upstream",-333,133,"NearestLocation","TMA10"
"330","II",168012,168412,401,"*",5.03038577001267,5.16138925762618,4.88628759892371,0.275101658702468,0.552324616510994,0.917162895307247,"26","YBL027W",168423,169376,"+","upstream",-211,11,"NearestLocation","RPL19B"
"331","XIV",301159,301559,401,"*",3.65138445580732,3.39974874658085,3.86557945664018,-0.465830710059332,0.557389996281638,0.922752341405273,"560","YNL179C",300666,301103,"-","upstream",-256,56,"NearestLocation","YNL179C"
"332","XV",520545,520945,401,"*",4.30309994410961,4.11404861617396,4.47022360444213,-0.356174988268169,0.55931587309867,0.923126197849781,"624","YOR107W",521353,522282,"+","upstream",-608,408,"NearestLocation","RGS2"
"333","II",251220,251620,401,"*",3.88822152959732,4.06942540755807,3.68094425392402,0.388481153634051,0.563660416232132,0.925047152755892,"30","YBR007C",248806,251016,"-","upstream",-404,204,"NearestLocation","DSF2"
"334","VII",1026752,1027152,401,"*",3.79022815302628,3.97523878313375,3.57795255471699,0.39728622841676,0.563886938420258,0.925047152755892,"320","YGR268C",1026057,1026653,"-","upstream",-299,99,"NearestLocation","HUA1"
"335","XIV",576184,576584,401,"*",4.4774200360025,4.62679013241116,4.31077953766885,0.316010594742309,0.565683757388973,0.925199639344013,"579","YNL031C",575640,576050,"-","upstream",-334,134,"NearestLocation","HHT2"
"336","XIII",872622,873022,401,"*",3.6691877969354,3.44286571212997,3.86477311404582,-0.421907401915856,0.569220210448933,0.926309275310213,"538","YMR302C",870073,872625,"-","overlapStart",-197,3,"NearestLocation","YME2"
"337","II",60788,61188,401,"*",3.93179836263287,4.11404861617396,3.72315021813367,0.390898398040284,0.570075821946246,0.926309275310213,"18","YBL087C",59822,60739,"-","upstream",-249,49,"NearestLocation","RPL23A"
"338","IV",721701,722101,401,"*",4.53510374991319,4.37114270391324,4.68231786400239,-0.31117516008915,0.571479939648106,0.926309275310213,"113","YDR134C",721071,721481,"-","upstream",-420,220,"NearestLocation","YDR134C"
"339","II",426752,427152,401,"*",4.64962301854907,4.48392582414248,4.79823492316695,-0.314309099024474,0.576269520419327,0.929714347349899,"43","YBR090C",426333,427058,"-","overlapStart",106,94,"NearestLocation","YBR090C"
"340","XV",908653,909053,401,"*",4.97784963307492,4.83311937058887,5.10937526710207,-0.276255896513199,0.57700503693723,0.929714347349899,"644","YOR317W",909343,911445,"+","upstream",-490,290,"NearestLocation","FAA1"
"341","XVI",378436,378836,401,"*",4.25020853817745,4.40744987222089,4.07370887616029,0.333740996060597,0.578828229498537,0.929892688218064,"674","YPL090C",377291,378395,"-","upstream",-241,41,"NearestLocation","RPS6A"
"342","XIV",739311,739711,401,"*",4.15662384939105,3.97581187871422,4.31727775005742,-0.341465871343193,0.58203862537756,0.932291957463171,"586","YNR060W",739951,742110,"+","upstream",-440,240,"NearestLocation","FRE4"
"343","XV",779468,779868,401,"*",4.94072240406307,5.069693873945,4.79907931469146,0.270614559253537,0.594870764920871,0.942483658521218,"633","YOR235W",779870,780184,"+","upstream",-202,2,"NearestLocation","IRC13"
"344","IX",138977,139377,401,"*",4.53115038471916,4.67545450533469,4.37079167978409,0.304662825550606,0.599644950399196,0.942483658521218,"162","YIL118W",139752,140447,"+","upstream",-575,375,"NearestLocation","RHO3"
"345","V",284530,284930,401,"*",5.09448634468118,5.20746970245052,4.97189720415037,0.235572498300153,0.601405975120832,0.942483658521218,"210","YER064C",282705,284222,"-","upstream",-508,308,"NearestLocation","VHR2"
"346","VII",438436,438836,401,"*",4.46373310594981,4.60201382543684,4.31077953766885,0.291234287767994,0.601995822025978,0.942483658521218,"275","YGL030W",439091,439638,"+","upstream",-455,255,"NearestLocation","RPL30"
"347","XII",1012070,1012470,401,"*",4.37589263623051,4.51792787867804,4.21833137428532,0.299596504392721,0.605119369127579,0.942483658521218,"483","YLR438W",1012501,1013775,"+","upstream",-231,31,"NearestLocation","CAR2"
"348","X",651446,651846,401,"*",4.33729086044505,4.47743294065283,4.18205629748136,0.295376643171473,0.605182999661918,0.942483658521218,"379","YJR123W",651901,652578,"+","upstream",-255,55,"NearestLocation","RPS5"
"349","VIII",236112,236512,401,"*",5.25321714147856,5.13585309020303,5.36174766978851,-0.22589457958548,0.607858768994301,0.942483658521218,"337","YHR070C-A",236102,236512,"-","inside",200,0,"NearestLocation","YHR070C-A"
"350","XI",431394,431794,401,"*",4.5338837895403,4.6758072612375,4.37646008316275,0.29934717807475,0.609099495434421,0.942483658521218,"416","YKL006W",431906,432720,"+","upstream",-312,112,"NearestLocation","RPL14A"
"351","X",220194,220594,401,"*",4.76889002993164,4.63920142900164,4.88787598242316,-0.248674553421513,0.614327573475168,0.942483658521218,"361","YJL107C",218853,220016,"-","upstream",-378,178,"NearestLocation","YJL107C"
"352","XIII",91690,92090,401,"*",3.66212398255415,3.83311937058887,3.46810152532128,0.365017845267589,0.616994317307509,0.942483658521218,"492","YML088W",92235,94241,"+","upstream",-345,145,"NearestLocation","UFO1"
"353","XV",128024,128424,401,"*",3.66212398255415,3.83311937058887,3.46810152532128,0.365017845267589,0.616994317307509,0.942483658521218,"598","YOL101C",126982,127920,"-","upstream",-304,104,"NearestLocation","IZH4"
"354","VI",82060,82460,401,"*",4.03956330174249,4.19095028287895,3.87040807086501,0.320542212013932,0.617889576775582,0.942483658521218,"239","YFL026W",82580,83875,"+","upstream",-320,120,"NearestLocation","STE2"
"355","V",117732,118132,401,"*",5.31937335529965,5.20771367340853,5.42300832653116,-0.215294653122632,0.619763759538981,0.942483658521218,"193","RPR1",117667,118035,"-","overlapStart",103,65,"NearestLocation","RPR1"
"356","VII",702623,703023,401,"*",3.91767964608827,3.74533706833093,4.07161388793645,-0.326276819605519,0.620203453140095,0.942483658521218,"295","YGR107W",702667,703116,"+","overlapStart",156,44,"NearestLocation","YGR107W"
"357","IX",382189,382589,401,"*",4.68089079011174,4.55114697589778,4.79992321229315,-0.24877623639537,0.620961266465609,0.942483658521218,"176","YIR016W",382628,383425,"+","upstream",-239,39,"NearestLocation","YIR016W"
"358","II",564838,565238,401,"*",3.85658815079859,4.01387764863963,3.68002778675923,0.333849861880398,0.621637083336559,0.942483658521218,"50","YBR162W-A",565231,565428,"+","overlapStart",-193,7,"NearestLocation","YSY6"
"359","XIV",427064,427464,401,"*",4.97892541896087,4.85987907647212,5.0888928608593,-0.229013784387182,0.62333585702505,0.942483658521218,"568","YNL103W",427735,429753,"+","upstream",-471,271,"NearestLocation","MET4"
"360","VII",1000152,1000552,401,"*",5.20821035777958,5.31899794914649,5.08820217882197,0.230795770324511,0.623837002775241,0.942483658521218,"319","YGR254W",1000927,1002240,"+","upstream",-575,375,"NearestLocation","ENO1"
"361","V",362247,362647,401,"*",4.26419260594631,4.4078746295541,4.1046019015579,0.303272727996201,0.627199115687484,0.942483658521218,"219","YER102W",363100,363702,"+","upstream",-653,453,"NearestLocation","RPS8B"
"362","IV",234133,234533,401,"*",3.99181853977398,3.82227494592762,4.14351643452562,-0.321241488598001,0.631002787270333,0.942483658521218,"86","YDL127W",234927,235853,"+","upstream",-594,394,"NearestLocation","PCL2"
"363","VIII",267126,267526,401,"*",3.83756561862004,3.66335249822338,3.99299005399583,-0.329637555772459,0.631290659390681,0.942483658521218,"338","YHR081W",267538,268092,"+","upstream",-212,12,"NearestLocation","LRP1"
"364","V",335423,335823,401,"*",5.1946299579945,5.08285148964242,5.29836724050564,-0.215515750863226,0.63263734857597,0.942483658521218,"215","YER088W-B",335927,336073,"+","upstream",-304,104,"NearestLocation","YER088W-B"
"365","X",123082,123482,401,"*",4.26986526326582,4.12291348230592,4.40322269936528,-0.280309217059362,0.633172045782179,0.942483658521218,"356","YJL158C",122265,122948,"-","upstream",-334,134,"NearestLocation","CIS3"
"366","XIII",145964,146364,401,"*",4.45343345333539,4.58324232763485,4.31077953766885,0.272462789965999,0.636587782699915,0.942483658521218,"497","YML064C",145139,145876,"-","upstream",-288,88,"NearestLocation","TEM1"
"367","X",355426,355826,401,"*",3.70515477016961,3.52463317151894,3.86557945664018,-0.340946285121235,0.63695028539074,0.942483658521218,"368","tD(GUC)J2",355456,355527,"+","includeFeature",170,30,"NearestLocation","tD(GUC)J2"
"368","X",75462,75862,401,"*",4.49117746888408,4.62091065254816,4.34861497221848,0.272295680329685,0.637309815987017,0.942483658521218,"352","YJL189W",75933,76474,"+","upstream",-271,71,"NearestLocation","RPL39"
"369","IV",545937,546337,401,"*",3.86204923731495,3.67474873466468,4.02780361505119,-0.35305488038651,0.63742574657855,0.942483658521218,"106","YDR044W",546642,547628,"+","upstream",-505,305,"NearestLocation","HEM13"
"370","VII",423036,423436,401,"*",4.21167197237315,4.34106858853691,4.06951585308185,0.271552735455066,0.640434382620704,0.942483658521218,"271","tL(CAA)G2",423092,423205,"+","includeFeature",144,56,"NearestLocation","SUP54"
"371","IV",835982,836382,401,"*",4.47431180249996,4.59528656620385,4.3422566957018,0.253029870502051,0.642839098092878,0.942483658521218,"117","YDR188W",836421,838061,"+","upstream",-239,39,"NearestLocation","CCT6"
"372","XV",825522,825922,401,"*",4.51046805540451,4.37856428761097,4.63131581341569,-0.252751525804721,0.643072183850092,0.942483658521218,"635","YOR268C",825534,825932,"-","overlapEnd",210,10,"NearestLocation","YOR268C"
"373","XIII",880481,880881,401,"*",3.98010359990481,4.12291348230592,3.82158833963826,0.301325142667654,0.644651187973604,0.942483658521218,"539","YMR305C",879063,880232,"-","upstream",-449,249,"NearestLocation","SCW10"
"374","XII",664985,665385,401,"*",3.64235191078021,3.80033844416004,3.46491254252296,0.335425901637081,0.645198495152171,0.942483658521218,"460","YLR259C",663284,665002,"-","overlapStart",-183,17,"NearestLocation","HSP60"
"375","V",191974,192374,401,"*",5.11119643557959,4.99950907107573,5.21485525136343,-0.215346180287706,0.645679412467575,0.942483658521218,"198","YER017C",189503,191788,"-","upstream",-386,186,"NearestLocation","AFG3"
"376","XIII",169872,170272,401,"*",4.71958873241546,4.82770734763178,4.60270626525821,0.225001082373573,0.649128478100842,0.944040258618307,"499","YML053C",169116,169754,"-","upstream",-318,118,"NearestLocation","YML053C"
"377","XV",253757,254157,401,"*",5.02249322946308,5.12732557186171,4.90944222260731,0.217883349254401,0.650222940558465,0.944040258618307,"605","YOL039W",254297,254617,"+","upstream",-340,140,"NearestLocation","RPP2A"
"378","IV",321783,322183,401,"*",4.72384247207695,4.83311937058887,4.60560504907122,0.227514321517654,0.651965780139866,0.944046449642525,"90","YDL075W",322226,322988,"+","upstream",-243,43,"NearestLocation","RPL31A"
"379","VII",197117,197517,401,"*",4.38888740892608,4.2397131060583,4.52407233496411,-0.284359228905815,0.65434995695081,0.944978794213537,"261","YGL162W",198138,199037,"+","upstream",-821,621,"NearestLocation","SUT1"
"380","IX",258268,258668,401,"*",4.0522418608349,4.18249497392645,3.9090511808886,0.273443793037851,0.656468405244525,0.945523459012671,"170","YIL051C",257843,258280,"-","overlapStart",-188,12,"NearestLocation","MMF1"
"381","IV",1055860,1056260,401,"*",3.88433884796503,4.02282330372553,3.73113593115507,0.291687372570452,0.658991392525733,0.945887136499086,"129","YDR297W",1056551,1057600,"+","upstream",-491,291,"NearestLocation","SUR2"
"382","IX",99526,99926,401,"*",5.0586739697226,5.15733291825886,4.95276970999456,0.204563208264297,0.660204833762714,0.945887136499086,"161","YIL133C",98527,99416,"-","upstream",-310,110,"NearestLocation","RPL16A"
