chr	start	end	interval_id	num_peaks	num_samples	SPT5_T0_R1.bool	SPT5_T0_R2.bool	SPT5_T15_R1.bool	SPT5_T15_R2.bool	SPT5_T0_R1.fc	SPT5_T0_R2.fc	SPT5_T15_R1.fc	SPT5_T15_R2.fc	SPT5_T0_R1.qval	SPT5_T0_R2.qval	SPT5_T15_R1.qval	SPT5_T15_R2.qval	SPT5_T0_R1.pval	SPT5_T0_R2.pval	SPT5_T15_R1.pval	SPT5_T15_R2.pval	SPT5_T0_R1.start	SPT5_T0_R2.start	SPT5_T15_R1.start	SPT5_T15_R2.start	SPT5_T0_R1.end	SPT5_T0_R2.end	SPT5_T15_R1.end	SPT5_T15_R2.end	SPT5_T0_R1.summit	SPT5_T0_R2.summit	SPT5_T15_R1.summit	SPT5_T15_R2.summit
X	337435	338035	Interval_678	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	5.29458	4.36703	NA	NA	5.41149	3.61118	NA	NA	7.67159	5.74128	NA	NA	337768	337435	NA	NA	338035	337871	NA	NA	88	324
X	348837	349070	Interval_679	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.34709	NA	NA	NA	2.09149	NA	NA	NA	3.84803	NA	NA	NA	348837	NA	NA	NA	349070	NA	NA	NA	109	NA
X	354159	354433	Interval_680	2	2	TRUE	FALSE	TRUE	FALSE	4.71092	NA	3.55981	NA	3.99502	NA	2.33383	NA	6.12222	NA	4.17099	NA	354170	NA	354159	NA	354433	NA	354355	NA	182	NA	151	NA
X	355398	355819	Interval_681	3	3	TRUE	FALSE	TRUE	TRUE	5.88865	NA	5.08545	5.81992	5.93978	NA	4.88996	5.96222	8.39498	NA	7.0883	8.51083	355398	NA	355416	355454	355586	NA	355791	355819	135	NA	305	332
X	360495	361083	Interval_682	3	3	FALSE	TRUE	TRUE	TRUE	NA	5.51621	7.50164	5.18061	NA	5.66095	10.7228	5.09322	NA	8.02377	13.7537	7.4912	NA	360738	360495	360639	NA	360970	361052	361083	NA	125	475	332
X	374109	374486	Interval_683	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.15164	NA	NA	NA	4.73969	NA	NA	NA	6.99074	NA	NA	NA	374109	NA	NA	NA	374486	NA	NA	NA	150	NA	NA
X	378389	378702	Interval_684	2	2	TRUE	FALSE	TRUE	FALSE	5.61078	NA	4.24612	NA	5.78327	NA	3.54434	NA	8.17479	NA	5.55353	NA	378389	NA	378467	NA	378628	NA	378702	NA	72	NA	149	NA
X	380582	381170	Interval_685	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.366	NA	NA	NA	2.10172	NA	NA	NA	3.87656	NA	NA	NA	380582	NA	NA	NA	381170	NA	NA	NA	303
X	391528	392159	Interval_686	4	4	TRUE	TRUE	TRUE	TRUE	5.62383	5.76588	6.59808	7.39639	7.21048	6.26589	10.4757	10.2384	9.81628	8.70552	13.4921	13.5792	391689	391538	391538	391528	392149	392159	392122	392146	366	516	485	498
X	398101	398393	Interval_687	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.82579	NA	NA	NA	1.37321	NA	NA	NA	2.96805	NA	NA	NA	398101	NA	NA	NA	398393	NA	NA	NA	182
X	415884	416081	Interval_688	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.58297	NA	NA	NA	3.7935	NA	NA	NA	5.9121	NA	NA	NA	415884	NA	NA	NA	416081	NA	NA	NA	15	NA	NA
X	424225	424616	Interval_689	3	3	TRUE	TRUE	FALSE	TRUE	6.47751	4.51326	NA	5.34184	7.00667	3.83205	NA	5.84287	9.59481	5.96954	NA	8.3367	424225	424225	NA	424285	424616	424581	NA	424498	152	110	NA	84
X	454324	454550	Interval_690	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.86546	NA	NA	NA	2.69099	NA	NA	NA	4.64597	NA	NA	NA	454324	NA	NA	NA	454550	NA	NA	NA	200	NA	NA
X	454865	455287	Interval_691	3	3	TRUE	FALSE	TRUE	TRUE	2.81191	NA	4.07305	3.85502	1.49262	NA	3.50001	2.80172	3.18175	NA	5.5018	4.76602	454865	NA	455070	454915	455151	NA	455286	455287	164	NA	22	174
X	455649	455922	Interval_692	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.63135	NA	NA	NA	3.85208	NA	NA	NA	5.99114	NA	NA	NA	455649	NA	NA	NA	455922	NA	NA	NA	157	NA	NA
X	465996	466384	Interval_693	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.11766	NA	NA	NA	3.2911	NA	NA	NA	5.35478	NA	NA	NA	465996	NA	NA	NA	466384	NA	NA	NA	336
X	521761	521956	Interval_694	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.04949	NA	NA	NA	3.47798	NA	NA	NA	5.46494	NA	NA	NA	521761	NA	NA	NA	521956	NA	NA	NA	170	NA
X	524017	524661	Interval_695	1	1	TRUE	FALSE	FALSE	FALSE	4.96167	NA	NA	NA	4.4935	NA	NA	NA	6.6815	NA	NA	NA	524017	NA	NA	NA	524661	NA	NA	NA	333	NA	NA	NA
X	525658	526152	Interval_696	3	3	TRUE	TRUE	FALSE	TRUE	4.30245	5.00585	NA	4.43586	3.42206	4.72779	NA	3.91955	5.46205	6.96226	NA	6.06832	525658	525847	NA	525889	526027	526116	NA	526152	91	214	NA	116
X	531600	531805	Interval_697	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.57445	NA	NA	NA	2.2794	NA	NA	NA	4.19341	NA	NA	NA	531600	NA	NA	NA	531805	NA	NA	NA	156	NA	NA
X	545324	545656	Interval_698	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.76175	NA	NA	NA	4.13459	NA	NA	NA	6.36142	NA	NA	NA	545324	NA	NA	NA	545656	NA	NA	NA	284
X	570762	571111	Interval_699	1	1	TRUE	FALSE	FALSE	FALSE	3.53319	NA	NA	NA	2.20485	NA	NA	NA	4.05174	NA	NA	NA	570762	NA	NA	NA	571111	NA	NA	NA	195	NA	NA	NA
X	573079	573287	Interval_700	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.81209	NA	NA	NA	2.81344	NA	NA	NA	4.70021	NA	NA	NA	573079	NA	NA	NA	573287	NA	NA	NA	80	NA
X	578237	578947	Interval_701	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.40717	NA	NA	NA	8.90295	NA	NA	NA	12.0086	NA	NA	NA	578237	NA	NA	NA	578947	NA	NA	NA	95
X	585389	585623	Interval_702	1	1	TRUE	FALSE	FALSE	FALSE	3.12091	NA	NA	NA	1.68833	NA	NA	NA	3.40792	NA	NA	NA	585389	NA	NA	NA	585623	NA	NA	NA	132	NA	NA	NA
X	598433	598626	Interval_703	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.3369	NA	NA	NA	3.57123	NA	NA	NA	5.69441	NA	NA	NA	598433	NA	NA	NA	598626	NA	NA	NA	113
X	609024	609276	Interval_704	3	3	TRUE	FALSE	TRUE	TRUE	5.59087	NA	4.07305	7.45908	5.55415	NA	3.50001	9.28539	7.90143	NA	5.5018	12.4563	609039	NA	609024	609051	609237	NA	609226	609276	118	NA	169	106
X	617847	618073	Interval_705	1	1	TRUE	FALSE	FALSE	FALSE	3.19014	NA	NA	NA	2.76515	NA	NA	NA	4.68208	NA	NA	NA	617847	NA	NA	NA	618073	NA	NA	NA	94	NA	NA	NA
X	622669	623808	Interval_706	4	4	TRUE	TRUE	TRUE	TRUE	6.96149	5.27024	5.29497	3.68685	8.49412	4.90913	5.91228	2.4887	11.2824	7.18681	8.26112	4.36659	623134	623142	622669	623286	623514	623808	623523	623671	76	223	546	219
X	628814	629061	Interval_707	1	1	TRUE	FALSE	FALSE	FALSE	3.64106	NA	NA	NA	2.42511	NA	NA	NA	4.29582	NA	NA	NA	628814	NA	NA	NA	629061	NA	NA	NA	196	NA	NA	NA
X	633156	633355	Interval_708	1	1	TRUE	FALSE	FALSE	FALSE	3.78523	NA	NA	NA	2.62022	NA	NA	NA	4.51978	NA	NA	NA	633156	NA	NA	NA	633355	NA	NA	NA	119	NA	NA	NA
X	638558	639952	Interval_709	4	4	TRUE	TRUE	TRUE	TRUE	7.27226	7.52211	9.55893	6.00453	8.96454	9.7645	15.3287	6.46999	11.7879	12.5589	19.0729	9.08735	639102	638558	639059	639096	639662	639611	639821	639952	485	838	421	582
X	640385	640646	Interval_710	1	1	TRUE	FALSE	FALSE	FALSE	5.10071	NA	NA	NA	4.87051	NA	NA	NA	7.11252	NA	NA	NA	640385	NA	NA	NA	640646	NA	NA	NA	120	NA	NA	NA
X	646638	647318	Interval_711	4	4	TRUE	TRUE	TRUE	TRUE	8.19794	5.11002	6.21602	3.98993	10.3341	5.88034	7.22423	4.13459	13.3286	8.27618	9.73957	6.35893	646638	646677	647066	646732	647243	647289	647318	647259	359	515	152	485
X	651150	651744	Interval_712	3	3	TRUE	TRUE	TRUE	FALSE	7.06638	3.21133	7.62817	NA	8.09106	1.97044	9.81478	NA	10.8321	3.7878	12.7319	NA	651354	651480	651150	NA	651744	651714	651742	NA	230	133	519	NA
X	662915	663827	Interval_713	4	4	TRUE	TRUE	TRUE	TRUE	7.38127	10.8846	5.63931	6.98548	11.706	16.4664	8.61367	9.29442	14.8856	19.8149	11.3173	12.4784	663012	663003	662959	662915	663827	663513	663630	663631	172	178	225	307
X	683541	683858	Interval_714	1	1	TRUE	FALSE	FALSE	FALSE	5.78994	NA	NA	NA	6.00351	NA	NA	NA	8.46246	NA	NA	NA	683541	NA	NA	NA	683858	NA	NA	NA	126	NA	NA	NA
X	703164	704219	Interval_715	4	4	TRUE	TRUE	TRUE	TRUE	9.32009	12.7701	7.96785	5.62644	13.0025	21.3493	10.9907	6.2046	16.3177	24.9611	14.0896	8.79429	703199	703171	703209	703164	704102	704123	704219	703960	411	146	510	762
X	705154	705609	Interval_716	3	3	TRUE	FALSE	TRUE	TRUE	5.59087	NA	6.71594	3.29675	5.55415	NA	8.2288	2.01181	7.90143	NA	10.8853	3.77229	705313	NA	705154	705311	705524	NA	705609	705573	130	NA	222	42
X	715443	716108	Interval_717	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.29497	NA	NA	NA	5.91228	NA	NA	NA	8.26112	NA	NA	NA	715443	NA	NA	NA	716108	NA	NA	NA	616	NA
X	717886	718073	Interval_718	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.28728	NA	NA	NA	2.10172	NA	NA	NA	3.90276	NA	NA	NA	717886	NA	NA	NA	718073	NA	NA	NA	186
X	745135	745638	Interval_719	3	3	TRUE	TRUE	FALSE	TRUE	7.9301	8.42973	NA	3.28728	14.2951	13.5582	NA	2.10172	17.7643	16.6814	NA	3.90276	745135	745135	NA	745365	745629	745638	NA	745561	404	341	NA	139
XI	50	788	Interval_720	4	4	TRUE	TRUE	TRUE	TRUE	12.6107	13.5219	4.96638	6.87809	26.0617	22.5931	5.73872	7.90023	30.0889	26.2533	8.03723	10.81	75	50	106	86	575	788	504	656	105	441	56	80
XI	21549	21844	Interval_721	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.96638	NA	NA	NA	5.73872	NA	NA	NA	8.03723	NA	NA	NA	21549	NA	NA	NA	21844	NA	NA	NA	193	NA
XI	24733	25426	Interval_722	1	1	TRUE	FALSE	FALSE	FALSE	5.46974	NA	NA	NA	5.60017	NA	NA	NA	7.94974	NA	NA	NA	24733	NA	NA	NA	25426	NA	NA	NA	224	NA	NA	NA
XI	25927	26269	Interval_723	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.64456	NA	NA	NA	3.86988	NA	NA	NA	6.01282	NA	NA	NA	25927	NA	NA	NA	26269	NA	NA	NA	250	NA	NA
XI	38115	38589	Interval_724	3	3	TRUE	FALSE	TRUE	TRUE	4.16121	NA	3.66575	4.46935	3.2198	NA	2.7807	4.38086	5.23994	NA	4.65831	6.63343	38340	NA	38115	38305	38589	NA	38361	38586	39	NA	172	50
XI	67561	69195	Interval_725	6	4	TRUE	TRUE	TRUE	TRUE	6.76642	7.64282;3.52745	8.23803	6.87809;4.81878	7.66762	9.31813;2.14847	11.3766	7.90023;4.39277	10.3285	12.0826;4.04247	14.5314	10.81;6.66751	67839	67561;68742	67865	67729;68742	68848	68537;69138	69120	68536;69195	432	536;86	444	325;308
XI	69546	69814	Interval_726	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.29497	NA	NA	NA	5.91228	NA	NA	NA	8.26112	NA	NA	NA	69546	NA	NA	NA	69814	NA	NA	NA	79	NA
XI	70549	71247	Interval_727	2	2	TRUE	FALSE	TRUE	FALSE	3.42223	NA	3.34709	NA	2.09105	NA	2.09149	NA	3.87416	NA	3.84803	NA	71066	NA	70549	NA	71247	NA	71086	NA	6	NA	212	NA
XI	73934	74133	Interval_728	1	1	TRUE	FALSE	FALSE	FALSE	2.94432	NA	NA	NA	1.42472	NA	NA	NA	3.10983	NA	NA	NA	73934	NA	NA	NA	74133	NA	NA	NA	29	NA	NA	NA
XI	80471	80954	Interval_729	4	4	TRUE	TRUE	TRUE	TRUE	5.77027	4.22465	3.48671	4.10622	5.80463	3.44367	2.26591	3.46195	8.19717	5.52025	4.05943	5.55366	80490	80691	80471	80651	80742	80954	80742	80925	145	16	172	54
XI	91983	92187	Interval_730	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.82524	NA	NA	NA	2.82055	NA	NA	NA	4.72036	NA	NA	NA	91983	NA	NA	NA	92187	NA	NA	NA	7	NA
XI	93460	93899	Interval_731	4	4	TRUE	TRUE	TRUE	TRUE	7.65524	4.57923	6.10253	5.30066	9.22344	3.7935	6.77839	5.25742	12.1038	5.90601	9.24482	7.68121	93509	93460	93489	93492	93899	93827	93885	93883	254	276	302	306
XI	96424	96897	Interval_732	1	1	TRUE	FALSE	FALSE	FALSE	2.94432	NA	NA	NA	1.42472	NA	NA	NA	3.10983	NA	NA	NA	96424	NA	NA	NA	96897	NA	NA	NA	338	NA	NA	NA
XI	99331	100157	Interval_733	4	4	TRUE	TRUE	TRUE	TRUE	8.45324	9.16595	8.09897	6.8051	11.706	12.6152	12.3402	9.77849	14.8839	15.665	15.6498	13.0092	99354	99348	99463	99331	100157	100067	100094	99996	462	556	334	340
XI	106765	106980	Interval_734	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.93954	NA	NA	NA	1.3745	NA	NA	NA	3.10224	NA	NA	NA	106765	NA	NA	NA	106980	NA	NA	NA	68	NA	NA
XI	108894	109122	Interval_735	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.87672	5.18061	NA	NA	2.89048	5.09322	NA	NA	4.79933	7.4912	NA	NA	108894	108895	NA	NA	109103	109122	NA	NA	44	211
XI	127120	127303	Interval_736	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.5034	NA	NA	NA	3.80981	NA	NA	NA	5.95409	NA	NA	NA	127120	NA	NA	NA	127303	NA	NA	NA	137
XI	140940	141399	Interval_737	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.5672	NA	NA	NA	2.40091	NA	NA	NA	4.32692	NA	NA	NA	140940	NA	NA	NA	141399	NA	NA	NA	41	NA	NA
XI	143065	143597	Interval_738	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.88766	5.18061	NA	NA	5.07689	5.09322	NA	NA	7.30629	7.4912	NA	NA	143232	143065	NA	NA	143597	143428	NA	NA	94	295
XI	146939	147197	Interval_739	2	2	TRUE	FALSE	TRUE	FALSE	3.12091	NA	3.25844	NA	1.68833	NA	2.09149	NA	3.40792	NA	3.85911	NA	146992	NA	146939	NA	147163	NA	147197	NA	1	NA	8	NA
XI	163450	164287	Interval_740	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.67716	NA	NA	NA	1.32211	NA	NA	NA	2.97596	NA	NA	NA	163450	NA	NA	NA	164287	NA	NA	NA	644	NA	NA
XI	164476	164818	Interval_741	3	3	TRUE	TRUE	FALSE	TRUE	5.91587	4.69405	NA	3.28728	6.19719	4.26714	NA	2.10172	8.66614	6.47188	NA	3.90276	164476	164508	NA	164524	164810	164818	NA	164793	297	84	NA	222
XI	166055	166380	Interval_742	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.9379	4.00336	NA	NA	3.32096	3.17171	NA	NA	5.29018	5.17839	NA	NA	166055	166079	NA	NA	166380	166313	NA	NA	44	146
XI	171380	171886	Interval_743	2	2	TRUE	FALSE	TRUE	FALSE	5.16312	NA	4.3034	NA	4.79222	NA	3.61823	NA	7.00962	NA	5.64237	NA	171392	NA	171380	NA	171886	NA	171732	NA	223	NA	25	NA
XI	173813	174444	Interval_744	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.43877	3.70359	NA	NA	2.19987	2.4887	NA	NA	3.98661	4.39254	NA	NA	174038	173813	NA	NA	174444	174086	NA	NA	314	228
XI	179337	179763	Interval_745	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.52002	NA	NA	NA	4.20451	NA	NA	NA	6.44833	NA	NA	NA	179337	NA	NA	NA	179763	NA	NA	NA	189
XI	203023	203469	Interval_746	4	4	TRUE	TRUE	TRUE	TRUE	3.64106	5.15164	5.25971	5.13198	2.42511	4.73969	5.35929	4.85228	4.29582	6.99074	7.61635	7.1622	203042	203088	203085	203023	203303	203373	203407	203469	180	197	120	233
XI	216825	217102	Interval_747	2	2	TRUE	FALSE	TRUE	FALSE	6.47751	NA	10.1387	NA	7.00667	NA	15.3227	NA	9.59481	NA	19.029	NA	216835	NA	216825	NA	217068	NA	217102	NA	37	NA	166	NA
XI	219691	220193	Interval_748	2	2	TRUE	TRUE	FALSE	FALSE	4.88006	4.00683	NA	NA	4.37003	2.88888	NA	NA	6.55024	4.87146	NA	NA	219896	219691	NA	NA	220193	220175	NA	NA	29	238	NA	NA
XI	230267	231698	Interval_749	4	4	TRUE	TRUE	TRUE	TRUE	5.42229	4.82923	6.62696	6.4058	5.29924	4.70303	8.11129	8.16107	7.62732	6.93659	10.7416	11.1243	230892	230318	231166	230267	231698	231092	231676	231099	345	601	327	444
XI	247880	248500	Interval_750	3	3	FALSE	TRUE	TRUE	TRUE	NA	5.29118	6.21602	4.23267	NA	4.90913	7.22423	3.2911	NA	7.22169	9.73957	5.35199	NA	248094	247890	247880	NA	248500	248397	248074	NA	212	416	11
XI	258422	259164	Interval_751	4	4	TRUE	TRUE	TRUE	TRUE	10.403	7.68919	6.61806	9.30381	15.8493	9.69277	8.42037	13.413	19.4678	12.4736	11.0917	17.1737	258475	258422	258481	258536	259164	258847	258997	258977	274	307	410	300
XI	260238	260938	Interval_752	4	4	TRUE	TRUE	TRUE	TRUE	5.61078	5.99298	6.92419	5.37245	5.78327	6.34574	9.52283	6.43456	8.17479	8.79154	12.3771	9.04341	260238	260452	260363	260240	260599	260822	260938	260917	277	314	470	181
XI	277986	278940	Interval_753	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	6.61108	6.30794	NA	NA	7.77011	7.12609	NA	NA	10.3761	9.88724	NA	NA	278059	277986	NA	NA	278643	278940	NA	NA	481	148
XI	302979	303217	Interval_754	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.81371	NA	NA	NA	2.62064	NA	NA	NA	4.56444	NA	NA	NA	302979	NA	NA	NA	303217	NA	NA	NA	11	NA	NA
XI	308190	308501	Interval_755	1	1	TRUE	FALSE	FALSE	FALSE	4.03583	NA	NA	NA	3.2198	NA	NA	NA	5.22847	NA	NA	NA	308190	NA	NA	NA	308501	NA	NA	NA	95	NA	NA	NA
XI	308758	309044	Interval_756	4	4	TRUE	TRUE	TRUE	TRUE	6.79078	5.2184	5.29497	4.65612	8.24636	5.74891	5.91228	4.89588	11.0062	8.13748	8.26112	7.22019	308787	308758	308786	308761	309044	309034	309035	309044	128	53	33	43
XI	321767	322979	Interval_757	5	4	TRUE	TRUE	TRUE	TRUE	6.72806	5.43362	9.08399	4.52002;6.77266	7.60743	5.31776	13.3365	4.20451;8.02901	10.2648	7.64563	16.8117	6.44833;10.9769	322008	322495	321767	321817;322366	322949	322748	322979	322007;322794	595	121	788	124;194
XI	326489	328412	Interval_758	4	4	TRUE	TRUE	TRUE	TRUE	6.42223	5.35081	7.55047	4.29796	6.94993	5.67265	9.7352	4.13459	9.50161	8.04452	12.6051	6.35482	327583	326489	327752	327711	328148	328378	328412	327954	331	1479	193	158
XI	339002	339629	Interval_759	2	2	TRUE	TRUE	FALSE	FALSE	3.73419	5.59805	NA	NA	2.55175	5.56873	NA	NA	4.4401	7.91319	NA	NA	339085	339002	NA	NA	339250	339629	NA	NA	5	567	NA	NA
XI	340598	340817	Interval_760	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.21425	NA	NA	NA	5.94906	NA	NA	NA	8.44862	NA	NA	NA	340598	NA	NA	NA	340817	NA	NA	NA	183
XI	340818	340991	Interval_761	1	1	TRUE	FALSE	FALSE	FALSE	3.94084	NA	NA	NA	3.26662	NA	NA	NA	5.29478	NA	NA	NA	340818	NA	NA	NA	340991	NA	NA	NA	77	NA	NA	NA
XI	355226	356318	Interval_762	4	4	TRUE	TRUE	TRUE	TRUE	7.65524	8.81863	6.10253	6.349	9.22344	11.7289	6.77839	6.92465	12.1038	14.7163	9.24482	9.64322	355226	355378	355256	355340	356052	356291	356318	356249	320	233	658	241
XI	361988	362402	Interval_763	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	5.73786	5.78253	NA	NA	6.27967	6.15083	NA	NA	8.66081	8.73211	NA	NA	361988	362009	NA	NA	362394	362402	NA	NA	321	349
XI	369045	369722	Interval_764	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	8.08231	8.23532	NA	NA	10.8202	11.4824	NA	NA	13.8634	14.9618	NA	NA	369045	369137	NA	NA	369722	369614	NA	NA	487	353
XI	379379	379788	Interval_765	1	1	TRUE	FALSE	FALSE	FALSE	4.92085	NA	NA	NA	5.60793	NA	NA	NA	7.96114	NA	NA	NA	379379	NA	NA	NA	379788	NA	NA	NA	232	NA	NA	NA
XI	381919	382423	Interval_766	4	4	TRUE	TRUE	TRUE	TRUE	3.94084	6.77426	5.32044	8.74276	3.26662	8.02074	6.54388	12.6071	5.29478	10.6408	8.95598	16.2502	382085	382085	382094	381919	382409	382390	382423	382397	56	214	81	251
XI	382801	383230	Interval_767	2	2	TRUE	FALSE	TRUE	FALSE	2.85484	NA	3.45614	NA	1.68833	NA	2.83065	NA	3.39546	NA	4.73443	NA	382801	NA	382990	NA	383077	NA	383230	NA	161	NA	25	NA
XI	383251	383555	Interval_768	1	1	TRUE	FALSE	FALSE	FALSE	4.08057	NA	NA	NA	3.12263	NA	NA	NA	5.11422	NA	NA	NA	383251	NA	NA	NA	383555	NA	NA	NA	55	NA	NA	NA
XI	385156	385854	Interval_769	4	4	TRUE	TRUE	TRUE	TRUE	6.93492	5.29229	8.14278	5.63502	8.15898	5.09823	11.6265	5.96222	10.9029	7.41808	14.8099	8.49686	385156	385156	385156	385156	385854	385707	385620	385630	168	185	175	245
XI	408192	408373	Interval_770	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.51543	NA	NA	NA	2.52184	NA	NA	NA	4.42645	NA	NA	NA	408192	NA	NA	NA	408373	NA	NA	NA	126
XI	428832	429224	Interval_771	1	1	TRUE	FALSE	FALSE	FALSE	6.24181	NA	NA	NA	6.91921	NA	NA	NA	9.46949	NA	NA	NA	428832	NA	NA	NA	429224	NA	NA	NA	316	NA	NA	NA
XI	431284	431795	Interval_772	4	4	TRUE	TRUE	TRUE	TRUE	4.03583	10.3033	6.10958	6.17816	3.2198	15.1502	7.69652	6.72201	5.22847	18.3934	10.2636	9.36668	431458	431284	431475	431504	431672	431795	431779	431790	190	175	155	50
XI	439384	439890	Interval_773	3	3	TRUE	FALSE	TRUE	TRUE	4.03919	NA	2.85114	3.69819	2.98555	NA	1.48259	2.77222	4.9237	NA	3.10901	4.70831	439416	NA	439676	439384	439890	NA	439884	439674	171	NA	130	241
XI	462985	463815	Interval_774	3	3	FALSE	TRUE	TRUE	TRUE	NA	5.29118	2.8076	3.70359	NA	4.90913	2.06169	2.4887	NA	7.22169	3.79832	4.39254	NA	463026	463440	462985	NA	463815	463698	463665	NA	337	59	526
XI	513254	513495	Interval_775	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.69819	NA	NA	NA	2.77222	NA	NA	NA	4.70831	NA	NA	NA	513254	NA	NA	NA	513495	NA	NA	NA	127
XI	513978	514297	Interval_776	2	2	TRUE	FALSE	TRUE	FALSE	5.10071	NA	3.45614	NA	4.87051	NA	2.83065	NA	7.11252	NA	4.73443	NA	513978	NA	514021	NA	514183	NA	514297	NA	51	NA	267	NA
XI	517892	519306	Interval_777	4	4	TRUE	TRUE	TRUE	TRUE	8.62672	9.99445	5.26433	5.81992	11.9747	14.2628	5.87963	5.96222	15.1687	17.4617	8.21167	8.51083	518162	517892	518793	518319	519306	519265	519287	519241	994	787	297	718
XI	533625	533949	Interval_778	2	2	TRUE	FALSE	TRUE	FALSE	3.5874	NA	5.15132	NA	2.47311	NA	5.46353	NA	4.35761	NA	7.727	NA	533722	NA	533625	NA	533949	NA	533919	NA	39	NA	99	NA
XI	535605	535856	Interval_779	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.85114	NA	NA	NA	1.48259	NA	NA	NA	3.10901	NA	NA	NA	535605	NA	NA	NA	535856	NA	NA	NA	243	NA
XI	550971	551246	Interval_780	1	1	TRUE	FALSE	FALSE	FALSE	2.94432	NA	NA	NA	1.42472	NA	NA	NA	3.10983	NA	NA	NA	550971	NA	NA	NA	551246	NA	NA	NA	57	NA	NA	NA
XI	551423	551642	Interval_781	1	1	TRUE	FALSE	FALSE	FALSE	4.97553	NA	NA	NA	4.5117	NA	NA	NA	6.70389	NA	NA	NA	551423	NA	NA	NA	551642	NA	NA	NA	140	NA	NA	NA
XI	567279	567750	Interval_782	2	2	TRUE	FALSE	TRUE	FALSE	3.665	NA	3.82484	NA	2.45939	NA	2.82055	NA	4.33278	NA	4.71975	NA	567279	NA	567536	NA	567564	NA	567750	NA	45	NA	124	NA
XI	578310	579092	Interval_783	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.51326	NA	NA	NA	3.83205	NA	NA	NA	5.96954	NA	NA	NA	578310	NA	NA	NA	579092	NA	NA	NA	105	NA	NA
XI	581059	582094	Interval_784	4	3	TRUE	FALSE	TRUE	TRUE	6.67133;4.00415	NA	3.82484	4.76175	7.52721;2.93276	NA	2.82055	4.13459	10.1709;4.86714	NA	4.71975	6.36142	581059;581822	NA	581120	581123	581368;582094	NA	581955	581331	259;46	NA	74	62
XI	589466	590150	Interval_785	3	3	TRUE	FALSE	TRUE	TRUE	8.00829	NA	4.48036	8.46534	10.0544	NA	4.27065	11.0408	13.007	NA	6.38557	14.4932	589652	NA	589647	589466	590144	NA	590051	590150	417	NA	117	551
XI	608321	608626	Interval_786	1	1	TRUE	FALSE	FALSE	FALSE	5.0176	NA	NA	NA	4.57526	NA	NA	NA	6.77199	NA	NA	NA	608321	NA	NA	NA	608626	NA	NA	NA	208	NA	NA	NA
XI	614120	615474	Interval_787	4	4	TRUE	TRUE	TRUE	TRUE	8.05488	7.44733	10.8448	9.52351	10.1042	9.02958	17.2288	13.3252	13.0857	11.7519	21.2081	17.0826	614694	614120	614608	614826	615379	615158	615474	615422	327	844	384	222
XI	618897	619103	Interval_788	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.70359	NA	NA	NA	2.4887	NA	NA	NA	4.39254	NA	NA	NA	618897	NA	NA	NA	619103	NA	NA	NA	8
