"","seqnames","start","end","width","strand","Conc","Conc_SPT5_T0","Conc_SPT5_T15","Fold","p.value","FDR","peak","feature","start_position","end_position","feature_strand","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","symbol"
"255","VII",438424,438824,401,"*",4.46373310594981,4.60201382543684,4.31077953766885,0.291234287767994,0.613930080822255,0.940774222068558,"216","YGL030W",439091,439638,"+","upstream",-467,267,"NearestLocation","RPL30"
"256","X",651443,651843,401,"*",4.33729086044505,4.47743294065283,4.18205629748136,0.295376643171473,0.616365595391402,0.940774222068558,"295","YJR123W",651901,652578,"+","upstream",-258,58,"NearestLocation","RPS5"
"257","XV",989304,989704,401,"*",4.60103399139894,4.45695635370618,4.73202051015582,-0.275064156449641,0.625398928695368,0.940774222068558,"491","YOR349W",989789,992833,"+","upstream",-285,85,"NearestLocation","CIN1"
"258","V",117732,118132,401,"*",5.31937335529965,5.20771367340853,5.42300832653116,-0.215294653122632,0.626508923036117,0.940774222068558,"154","RPR1",117667,118035,"-","overlapStart",103,65,"NearestLocation","RPR1"
"259","X",220194,220594,401,"*",4.76889002993164,4.63920142900164,4.88787598242316,-0.248674553421513,0.629989111876066,0.940774222068558,"277","YJL107C",218853,220016,"-","upstream",-378,178,"NearestLocation","YJL107C"
"260","XIV",281641,282041,401,"*",4.36415469170097,4.4976229600853,4.21706829845121,0.280554661634099,0.631179012745755,0.940774222068558,"418","YNL190W",282395,283009,"+","upstream",-554,354,"NearestLocation","YNL190W"
"261","II",592764,593164,401,"*",3.962274502227,3.80098538741855,4.10733147258841,-0.306346085169852,0.63158845582266,0.940774222068558,"34","YBR181C",591712,592774,"-","overlapStart",-190,10,"NearestLocation","RPS6B"
"262","V",362247,362647,401,"*",4.26419260594631,4.4078746295541,4.1046019015579,0.303272727996201,0.635879437460012,0.940774222068558,"175","YER102W",363100,363702,"+","upstream",-653,453,"NearestLocation","RPS8B"
"263","IX",382091,382616,526,"*",4.68089079011174,4.55114697589778,4.79992321229315,-0.24877623639537,0.636430589831114,0.940774222068558,"145","YIR016W",382628,383425,"+","upstream",-274,12,"NearestLocation","YIR016W"
"264","XII",783487,783887,401,"*",4.18692548283856,3.92543786951157,4.40821203615474,-0.482774166643164,0.63794946301331,0.940774222068558,"359","YLR327C",783127,783387,"-","upstream",-300,100,"NearestLocation","TMA10"
"265","IV",930386,930786,401,"*",4.25615700738411,4.39329389231126,4.1046019015579,0.288691990753355,0.643949477816392,0.940774222068558,"97","YDR233C",929470,930357,"-","upstream",-229,29,"NearestLocation","RTN1"
"266","IV",321617,322213,597,"*",4.80672722400021,4.92125477974747,4.68231786400239,0.238936915745078,0.645517044849589,0.940774222068558,"69","YDL075W",322226,322988,"+","upstream",-311,13,"NearestLocation","RPL31A"
"267","VII",423036,423436,401,"*",4.21167197237315,4.34106858853691,4.06951585308185,0.271552735455066,0.649283379294738,0.940774222068558,"213","tL(CAA)G2",423092,423205,"+","includeFeature",144,56,"NearestLocation","SUP54"
"268","XII",1012099,1012499,401,"*",4.39102238363841,4.51792787867804,4.25186759361071,0.266060285067327,0.652394812522034,0.940774222068558,"370","YLR438W",1012501,1013775,"+","upstream",-202,2,"NearestLocation","CAR2"
"269","XV",825569,825969,401,"*",4.58723011989023,4.45695635370618,4.70670840414131,-0.249752050435138,0.65241049811771,0.940774222068558,"478","YOR268C",825534,825932,"-","overlapStart",163,35,"NearestLocation","YOR268C"
"270","X",75481,75881,401,"*",4.45611264163845,4.58324232763485,4.31668821146971,0.266554116165136,0.655495764868981,0.940774222068558,"270","YJL189W",75933,76474,"+","upstream",-252,52,"NearestLocation","RPL39"
"271","V",191974,192374,401,"*",5.11119643557959,4.99950907107573,5.21485525136343,-0.215346180287706,0.655870705265423,0.940774222068558,"159","YER017C",189503,191788,"-","upstream",-386,186,"NearestLocation","AFG3"
"272","IV",768957,769587,631,"*",4.82196147547583,4.93138266094208,4.70355510066019,0.227827560281894,0.656555057290789,0.940774222068558,"89","YDR155C",768512,769000,"-","overlapStart",-272,43,"NearestLocation","CPR1"
"273","VII",413140,413649,510,"*",4.98185807694701,5.08738761973159,4.86799578388712,0.219391835844472,0.657292884872336,0.940774222068558,"212","YGL045W",414102,415730,"+","upstream",-708,453,"NearestLocation","RIM8"
"274","XV",520579,520979,401,"*",4.21639550218572,4.06942540755807,4.34976801785048,-0.280342610292405,0.659263777101751,0.940774222068558,"465","YOR107W",521353,522282,"+","upstream",-574,374,"NearestLocation","RGS2"
"275","XI",308640,309040,401,"*",4.44012038283573,4.55731713105477,4.31255468213795,0.244762448916822,0.665427965030662,0.944958833059434,"315","YKL068W-A",309206,309442,"+","upstream",-366,166,"NearestLocation","YKL068W-A"
"276","IX",99518,99918,401,"*",5.0586739697226,5.15733291825886,4.95276970999456,0.204563208264297,0.67106953243497,0.944958833059434,"129","YIL133C",98527,99416,"-","upstream",-302,102,"NearestLocation","RPL16A"
"277","XIII",287373,287773,401,"*",4.38394620216624,4.50442306881381,4.25248421858425,0.251938850229569,0.671382037302739,0.944958833059434,"390","YMR011W",288079,289704,"+","upstream",-506,306,"NearestLocation","HXT2"
"278","XVI",520197,520597,401,"*",4.08273153053958,3.93612561250464,4.21580411582835,-0.279678503323712,0.671950151581881,0.944958833059434,"519","YPL017C",518734,520233,"-","overlapStart",-164,36,"NearestLocation","IRC15"
"279","VII",1000041,1000675,635,"*",5.44146832161387,5.53150236582448,5.34543933674887,0.186063029075604,0.674280088039852,0.944958833059434,"245","YGR254W",1000927,1002240,"+","upstream",-569,252,"NearestLocation","ENO1"
"280","VII",785586,785986,401,"*",4.82728752429353,4.71634381058317,4.93030549688633,-0.213961686303163,0.682563494155124,0.94915073580719,"235","YGR146C-A",785276,785437,"-","upstream",-349,149,"NearestLocation","YGR146C-A"
"281","XIII",387999,388689,691,"*",5.16746792963012,5.26041700605585,5.0681154662255,0.192301539830347,0.68588135652245,0.94915073580719,"394","YMR056C",387315,388244,"-","overlapStart",-100,245,"NearestLocation","AAC1"
"282","IV",130515,130915,401,"*",4.00404820651349,4.13172420937313,3.86396632052318,0.267757888849946,0.687394808841525,0.94915073580719,"61","YDL184C",130407,130484,"-","upstream",-231,31,"NearestLocation","RPL41A"
"283","VI",182974,183374,401,"*",4.96939341145732,5.06483235697323,4.86719079105831,0.197641565914916,0.689163633838526,0.94915073580719,"192","YFR017C",182274,182861,"-","upstream",-313,113,"NearestLocation","IGD1"
"284","IV",556546,556946,401,"*",4.4039892817604,4.51832132764039,4.27981061332467,0.238510714315724,0.695157738417907,0.94915073580719,"82","YDR050C",555726,556472,"-","upstream",-274,74,"NearestLocation","TPI1"
"285","IV",721669,722069,401,"*",4.5239761037447,4.40744987222089,4.63178985591153,-0.224339983690642,0.696720754946222,0.94915073580719,"87","YDR134C",721071,721481,"-","upstream",-388,188,"NearestLocation","YDR134C"
"286","IV",1429086,1429486,401,"*",4.95346345818383,4.8489218855674,5.05093882092886,-0.202016935361456,0.701422556317722,0.94915073580719,"118","YDR487C",1428354,1428980,"-","upstream",-306,106,"NearestLocation","RIB3"
"287","VII",196981,197381,401,"*",4.05438445991678,3.91586543674697,4.1807610458305,-0.264895609083527,0.703337054809007,0.94915073580719,"203","YGL163C",193707,196403,"-","upstream",-778,578,"NearestLocation","RAD54"
"288","XV",304679,305079,401,"*",4.35778237570996,4.2401902251575,4.46650791505161,-0.226317689894118,0.703384660721283,0.94915073580719,"452","YOL011W",305349,307409,"+","upstream",-470,270,"NearestLocation","PLB3"
"289","II",680026,680426,401,"*",4.02646722682174,3.89592241702415,4.14617343043392,-0.250251013409772,0.70356456771988,0.94915073580719,"43","YBR230C",679549,680050,"-","overlapStart",-176,24,"NearestLocation","OM14"
"290","X",639366,639766,401,"*",4.19047109364142,3.97466545980655,4.37815627034086,-0.403490810534309,0.703973691519399,0.94915073580719,"293","YJR115W",639942,640451,"+","upstream",-376,176,"NearestLocation","YJR115W"
"291","X",623034,623434,401,"*",4.39899216364581,4.50442306881381,4.28524470021527,0.219178368598548,0.707625558928455,0.949234525438688,"291","YJR104C",622550,623014,"-","upstream",-220,20,"NearestLocation","SOD1"
"292","XIV",426991,427622,632,"*",5.07630771454427,4.98528059311074,5.1619307481285,-0.176650155017766,0.710726979234342,0.949234525438688,"426","YNL103W",427735,429753,"+","upstream",-429,113,"NearestLocation","MET4"
"293","IV",550844,551499,656,"*",5.34023971883467,5.25212375562436,5.42328218376328,-0.17115842813892,0.711318966633083,0.949234525438688,"81","YDR046C",548762,550576,"-","upstream",-596,268,"NearestLocation","BAP3"
"294","VIII",126078,126478,401,"*",4.59512542963348,4.68710592019568,4.49687886255368,0.19022705764201,0.728041494970552,0.952990476522681,"255","YHR010W",126521,127492,"+","upstream",-243,43,"NearestLocation","RPL27A"
"295","VIII",422395,422795,401,"*",4.209043364019,4.09615377642266,4.31373689949838,-0.217583123075714,0.728593929059824,0.952990476522681,"265","YHR161C",420373,422286,"-","upstream",-309,109,"NearestLocation","YAP1801"
"296","VII",271791,272191,401,"*",5.49317426110173,5.56058337286924,5.42246045606407,0.138122916805176,0.735157537345754,0.952990476522681,"206","YGL125W",272520,274322,"+","upstream",-529,329,"NearestLocation","MET13"
"297","VIII",190124,190524,401,"*",3.96641667218649,3.85456669604893,4.07021553709489,-0.215648841045961,0.73591012532071,0.952990476522681,"258","YHR042W",190543,192618,"+","upstream",-219,19,"NearestLocation","NCP1"
"298","XIII",146075,146475,401,"*",4.41827926158379,4.51832132764039,4.31077953766885,0.207541789971543,0.736739814668933,0.952990476522681,"384","YML063W",146482,147249,"+","upstream",-207,7,"NearestLocation","RPS1B"
"299","VII",905409,905809,401,"*",5.57772829803953,5.64192659256375,5.51053966929823,0.13138692326552,0.73821238934376,0.952990476522681,"240","YGR204W",905934,908774,"+","upstream",-325,125,"NearestLocation","ADE3"
"300","XI",327711,328111,401,"*",4.61589489142918,4.70492707590692,4.52100483189356,0.183922244013361,0.739078163921781,0.952990476522681,"317","YKL060C",326408,327487,"-","upstream",-424,224,"NearestLocation","FBA1"
"301","I",32875,33275,401,"*",4.09780260544154,4.19935632577727,3.98855537290078,0.210800952876495,0.739136877210417,0.952990476522681,"2","YAL061W",33448,34701,"+","upstream",-373,173,"NearestLocation","BDH2"
"302","XVI",678730,679287,558,"*",5.31994797465473,5.24425833154301,5.39186379909599,-0.14760546755298,0.73914282825682,0.952990476522681,"526","YPR064W",678951,679370,"+","overlapStart",57,83,"NearestLocation","YPR064W"
"303","VII",67182,67582,401,"*",4.02910991729381,3.9056276454543,4.14285142025625,-0.237223774801953,0.741617849060962,0.952990476522681,"198","YGL228W",67598,69331,"+","upstream",-216,16,"NearestLocation","SHE10"
"304","XVI",794532,794932,401,"*",4.52866379281936,4.61427113603714,4.43765440531835,0.176616730718784,0.744990894628162,0.952990476522681,"529","YPR132W",794965,795767,"+","upstream",-233,33,"NearestLocation","RPS23B"
"305","XIII",305967,306367,401,"*",4.57296418694184,4.48473137322384,4.65611042229082,-0.171379049066983,0.748191907648524,0.952990476522681,"391","YMR016C",303236,305593,"-","upstream",-574,374,"NearestLocation","SOK2"
"306","XIII",472778,473178,401,"*",4.50752995985387,4.60238500099025,4.4059966830913,0.196388317898948,0.749705123867404,0.952990476522681,"397","YMR103C",472902,473264,"-","overlapEnd",286,86,"NearestLocation","YMR103C"
"307","II",614068,614468,401,"*",4.48494075654311,4.38551662486973,4.57795255471699,-0.192435929847265,0.749985111088047,0.952990476522681,"39","YBR196C-A",614024,614173,"-","overlapStart",-95,44,"NearestLocation","YBR196C-A"
"308","XII",877356,878001,646,"*",4.67293476373426,4.58965148224457,4.75167156727684,-0.162020085032268,0.752983080645597,0.952990476522681,"366","YLR378C",875736,877178,"-","upstream",-500,178,"NearestLocation","SEC61"
"309","XV",253692,254204,513,"*",5.05170350576689,5.12732557186171,4.97189720415037,0.15542836771134,0.754779326768383,0.952990476522681,"450","YOL039W",254297,254617,"+","upstream",-349,93,"NearestLocation","RPP2A"
"310","IX",138102,138892,791,"*",5.07359038130122,5.1489317905906,4.99409659758415,0.154835193006451,0.757034102988677,0.952990476522681,"131","YIL119C",136654,137877,"-","upstream",-620,225,"NearestLocation","RPI1"
"311","VII",987203,987603,401,"*",5.17938258096618,5.24831499894453,5.10699055850051,0.141324440444022,0.758280539295187,0.952990476522681,"244","YGR249W",988049,989419,"+","upstream",-646,446,"NearestLocation","MGA1"
"312","XV",83145,83545,401,"*",4.74088549868999,4.65726321153262,4.81992522884852,-0.162662017315895,0.760442528580758,0.952990476522681,"442","YOL126C",81787,82920,"-","upstream",-425,225,"NearestLocation","MDH2"
"313","X",662982,663382,401,"*",5.2623622454128,5.19095028287895,5.33040548051806,-0.139455197639117,0.764963974865813,0.955424502323991,"296","YJR127C",658917,663059,"-","overlapStart",-123,77,"NearestLocation","RSF2"
"314","XIV",62996,63396,401,"*",4.48998330497823,4.57033796295929,4.40488772956968,0.165450233389613,0.773466244087327,0.955424502323991,"415","YNL302C",61958,62943,"-","upstream",-253,53,"NearestLocation","RPS19B"
"315","VII",277084,277484,401,"*",4.30159630821105,4.38594788813971,4.21200490778798,0.173942980351731,0.77652050041141,0.955424502323991,"207","YGL123W",277617,278381,"+","upstream",-333,133,"NearestLocation","RPS2"
"316","XV",494369,494769,401,"*",4.83211005021836,4.75039672471715,4.90944222260731,-0.159045497890153,0.781566299499619,0.955424502323991,"461","YOR092W",495127,496968,"+","upstream",-558,358,"NearestLocation","ECM3"
"317","III",78179,78579,401,"*",4.96334985467118,4.89074134907044,5.03247852689025,-0.141737177819807,0.783060977492754,0.955424502323991,"50","YCL025C",76018,77919,"-","upstream",-460,260,"NearestLocation","AGP1"
"318","IV",330417,331056,640,"*",4.53243293176777,4.45695635370618,4.60415638522452,-0.147200031518344,0.789562408280372,0.955424502323991,"70","YDL071C",330666,331040,"-","includeFeature",304,16,"NearestLocation","YDL071C"
"319","XIV",330929,331329,401,"*",4.64810417179675,4.71634381058317,4.57647584180173,0.139867968781437,0.789783565693859,0.955424502323991,"421","YNL162W",331322,332154,"+","overlapStart",-193,7,"NearestLocation","RPL42A"
"320","IV",976181,976581,401,"*",4.23517203611826,4.31899794914649,4.14617343043392,0.172824518712567,0.790418150306123,0.955424502323991,"98","YDR259C",974631,975782,"-","upstream",-599,399,"NearestLocation","YAP6"
"321","IV",836013,836413,401,"*",4.41843438350493,4.49079064735349,4.3422566957018,0.148533951651691,0.790511551418505,0.955424502323991,"92","YDR188W",836421,838061,"+","upstream",-208,8,"NearestLocation","CCT6"
"322","X",294462,295130,669,"*",5.44568089061741,5.49782248631103,5.3915839119213,0.106238574389737,0.793810588026814,0.955424502323991,"281","YJL077C",294666,295061,"-","includeFeature",265,69,"NearestLocation","ICS3"
"323","VIII",296820,297220,401,"*",4.23240182375042,4.31080850694259,4.14948780878147,0.161320698161115,0.796332606111238,0.955424502323991,"262","YHR096C",294669,296447,"-","upstream",-573,373,"NearestLocation","HXT5"
"324","XV",762050,762450,401,"*",4.45666249478006,4.38594788813971,4.52407233496411,-0.138124446824405,0.805133588650591,0.955424502323991,"475","YOR226C",761614,762084,"-","overlapStart",-166,34,"NearestLocation","ISU2"
"325","IV",411275,411675,401,"*",5.03381875995954,4.97581187871422,5.08958321239476,-0.113771333680539,0.80793088917451,0.955424502323991,"75","YDL022W",411825,413000,"+","upstream",-350,150,"NearestLocation","GPD1"
"326","XIV",349873,350273,401,"*",5.29598522682457,5.23177954135336,5.35745483707909,-0.125675295725733,0.809746659060307,0.955424502323991,"424","YNL149C",349367,349756,"-","upstream",-317,117,"NearestLocation","PGA2"
"327","XVI",425174,425746,573,"*",5.47085122503083,5.51792787867804,5.42218644278958,0.095741435888459,0.812305652808986,0.955424502323991,"512","YPL068C",424215,425096,"-","upstream",-364,78,"NearestLocation","YPL068C"
"328","II",415307,415707,401,"*",4.59554415636326,4.53130744392248,4.65704220457363,-0.125734760651151,0.819302517115939,0.955424502323991,"26","YBR084C-A",414186,415261,"-","upstream",-246,46,"NearestLocation","RPL19A"
"329","VII",739101,739501,401,"*",4.52438821268954,4.58248996148029,4.46384797987812,0.118641981602164,0.821593244745172,0.955424502323991,"231","tI(AAU)G",739122,739195,"+","includeFeature",179,21,"NearestLocation","tI(AAU)G"
"330","XV",216309,216709,401,"*",4.98737649615103,5.04191885442733,4.93069082062643,0.111228033800897,0.822069210863972,0.955424502323991,"448","YOL060C",214017,216137,"-","upstream",-372,172,"NearestLocation","MAM3"
"331","XI",99620,100020,401,"*",5.39297155822237,5.43952919677009,5.34486119672128,0.0946680000488103,0.828105745264212,0.955424502323991,"307","YKL182W",100671,106826,"+","upstream",-851,651,"NearestLocation","FAS1"
"332","XIII",69714,70114,401,"*",4.37660833606606,4.43576844488849,4.3149181488832,0.120850296005291,0.828867657036787,0.955424502323991,"379","YML101C-A",69409,69726,"-","overlapStart",-188,12,"NearestLocation","YML101C-A"
"333","IV",217174,217574,401,"*",4.04164355595595,3.97581187871422,4.1046019015579,-0.128790022843678,0.833417370656216,0.955424502323991,"64","YDL136W",217600,218367,"+","upstream",-226,26,"NearestLocation","RPL35B"
"334","VII",856660,857060,401,"*",5.31365407490265,5.36015775387091,5.26560133027264,0.0945564235982621,0.833455649589928,0.955424502323991,"238","YGR180C",855264,856301,"-","upstream",-559,359,"NearestLocation","RNR4"
"335","VII",766136,766536,401,"*",4.34577106890551,4.27990010695571,4.40876534329399,-0.128865236338274,0.833920965703118,0.955424502323991,"232","YGR139W",765726,766064,"+","downstream",610,72,"NearestLocation","YGR139W"
"336","III",50242,50822,581,"*",4.7238028606924,4.66941619141047,4.77621352886647,-0.106797337456004,0.836742711885553,0.955424502323991,"48","YCL041C",50133,50627,"-","overlapStart",95,109,"NearestLocation","YCL041C"
"337","II",341580,341980,401,"*",3.97234739953191,4.03226493061578,3.90983315836308,0.122431772252702,0.838620333116719,0.955424502323991,"23","YBR053C",339675,340751,"-","upstream",-1029,829,"NearestLocation","YBR053C"
"338","XIII",675054,675454,401,"*",4.46304752856136,4.51792787867804,4.4059966830913,0.111931195586743,0.839562721631876,0.955424502323991,"405","YMR205C",671887,674766,"-","upstream",-488,288,"NearestLocation","PFK2"
"339","XII",234500,234900,401,"*",4.05800359130897,4.12291348230592,3.99003511508351,0.132878367222403,0.839778418876266,0.955424502323991,"334","YLR044C",232390,234081,"-","upstream",-619,419,"NearestLocation","PDC1"
"340","XV",881998,882534,537,"*",5.05859108285325,5.10512894152754,5.01050184239024,0.0946270991372966,0.840793363556665,0.955424502323991,"482","YOR302W",882765,882842,"+","upstream",-499,231,"NearestLocation","YOR302W"
"341","XII",522280,522680,401,"*",4.52477990397975,4.58324232763485,4.46384797987812,0.119394347756721,0.84196697336356,0.955424502323991,"346","YLR185W",522663,523288,"+","overlapStart",-183,17,"NearestLocation","RPL37A"
"342","III",122585,122985,401,"*",4.37989363597367,4.31854619775911,4.43873846536701,-0.120192267607896,0.845797673317943,0.955424502323991,"51","YCR006C",122530,123003,"-","inside",218,18,"NearestLocation","YCR006C"
"343","XI",93609,94009,401,"*",4.05337397458077,4.11404861617396,3.99003511508351,0.124013501090444,0.846867091978829,0.955424502323991,"306","YKL186C",92744,93298,"-","upstream",-511,311,"NearestLocation","MTR2"
"344","XIV",405637,406037,401,"*",4.05302006711087,4.11404861617396,3.98929543370972,0.124753182464239,0.846902508458436,0.955424502323991,"425","YNL118C",402652,405564,"-","upstream",-273,73,"NearestLocation","DCP2"
"345","XV",79810,80210,401,"*",4.3645910642073,4.41426471930043,4.31314591191426,0.101118807386175,0.850284794018881,0.955424502323991,"441","YOL127W",80348,81190,"+","upstream",-338,138,"NearestLocation","RPL25"
"346","V",342425,342825,401,"*",4.20587570329391,4.26442855366543,4.14484554414978,0.119583009515657,0.851727463109238,0.955424502323991,"171","YER091C-A",342390,342611,"-","overlapStart",-14,35,"NearestLocation","YER091C-A"
"347","IV",1278644,1279044,401,"*",4.04422156366395,3.97523878313375,4.11005588903654,-0.134817105902787,0.853161922565732,0.955424502323991,"110","YDR406W",1279210,1283799,"+","upstream",-366,166,"NearestLocation","PDR15"
"348","XVI",281662,282062,401,"*",4.62374977658142,4.66906186915715,4.57696824740735,0.0920936217498047,0.854877103271222,0.955424502323991,"508","YPL143W",282122,282970,"+","upstream",-260,60,"NearestLocation","RPL33A"
"349","II",605884,606284,401,"*",4.29149475906618,4.23201943610927,4.34861497221848,-0.116595536109204,0.857224504899661,0.955424502323991,"38","YBR190W",605966,606277,"+","includeFeature",118,7,"NearestLocation","YBR190W"
"350","XII",921605,922005,401,"*",4.5991391690471,4.64500698700912,4.55176504755453,0.093241939454586,0.857828928822903,0.955424502323991,"367","YLR399C",919536,921596,"-","upstream",-209,9,"NearestLocation","BDF1"
"351","V",303393,303793,401,"*",4.78893667764839,4.84451060053657,4.73113593115507,0.113374669381494,0.860693195469862,0.955424502323991,"167","YER073W",304030,305592,"+","upstream",-437,237,"NearestLocation","ALD5"
"352","XIII",556988,557388,401,"*",4.80820939910236,4.86018950622047,4.75428622943547,0.105903276784996,0.861293648920184,0.955424502323991,"401","YMR145C",554793,556475,"-","upstream",-713,513,"NearestLocation","NDE1"
"353","XIV",495003,495403,401,"*",4.46055817778423,4.51158656590078,4.4076585167279,0.103928049172887,0.865067579058114,0.955424502323991,"429","YNL069C",493956,495001,"-","upstream",-202,2,"NearestLocation","RPL16B"
"354","XVI",40290,40690,401,"*",4.82446323253413,4.77872024351309,4.8688003277977,-0.0900800842846081,0.869831877224614,0.955424502323991,"497","YPL265W",41043,42869,"+","upstream",-553,353,"NearestLocation","DIP5"
"355","XVI",339343,339743,401,"*",4.73389393710009,4.68710592019568,4.77921211618043,-0.0921061959847451,0.870684194364314,0.955424502323991,"509","YPL111W",339944,340945,"+","upstream",-401,201,"NearestLocation","CAR1"
"356","II",624902,625302,401,"*",4.61913430771159,4.66335249822338,4.57351787362193,0.0898346246014432,0.871732237481993,0.955424502323991,"40","YBR201C-A",624493,624696,"-","upstream",-406,206,"NearestLocation","YBR201C-A"
"357","V",123063,123592,530,"*",5.08603206141774,5.12265473981428,5.04845545174846,0.0741992880658202,0.872344110817557,0.955424502323991,"155","YEL017W",123657,124670,"+","upstream",-329,65,"NearestLocation","GTT3"
"358","VII",23226,23626,401,"*",4.73590262226381,4.69307079880061,4.77749940094796,-0.0844286021473515,0.875271022014224,0.955952429071401,"197","YGL253W",23935,25395,"+","upstream",-509,309,"NearestLocation","HXK2"
"359","I",45237,45637,401,"*",4.3942114310837,4.44328017077755,4.34341483223219,0.0998653385453618,0.878472239639564,0.956249245335769,"3","YAL054C",42881,45022,"-","upstream",-415,215,"NearestLocation","ACS1"
"360","XIII",408152,408818,667,"*",5.9042141893262,5.93153037883517,5.87637079300636,0.0551595858288145,0.880434087777179,0.956249245335769,"395","YMR070W",409154,410626,"+","upstream",-669,336,"NearestLocation","MOT3"
"361","XV",770094,770494,401,"*",4.5046820685712,4.45654580595685,4.55126396277207,-0.0947181568152216,0.884048075259741,0.957514674311797,"476","YOR230W",770800,772113,"+","upstream",-506,306,"NearestLocation","WTM1"
"362","IX",267871,268271,401,"*",4.09866868279529,4.05096481173796,4.14484554414978,-0.0938807324118205,0.886762172915436,0.957801131519159,"141","YIL046W-A",268309,268473,"+","upstream",-238,38,"NearestLocation","YIL046W-A"
"363","XV",511306,511706,401,"*",4.50781130852701,4.46354183815212,4.55076270388961,-0.0872208657374882,0.889928916385863,0.958573571093313,"463","YOR099W",511825,513006,"+","upstream",-319,119,"NearestLocation","KTR1"
"364","VIII",236061,236461,401,"*",5.18654209353504,5.15733291825886,5.21517160886467,-0.0578386906058119,0.901288872681974,0.968142717633659,"259","YHR070C-A",236102,236512,"-","overlapEnd",251,41,"NearestLocation","YHR070C-A"
"365","VII",650729,651129,401,"*",4.55226705673612,4.58286619360248,4.52100483189356,0.0618613617089192,0.90525371053201,0.969737536487715,"226","YGR086C",649598,650617,"-","upstream",-312,112,"NearestLocation","PIL1"
"366","XI",258582,258982,401,"*",5.09442165239973,5.11822832067183,5.07021553709489,0.0480127835769419,0.911399552546281,0.969931252388364,"312","YKL097C",258503,258913,"-","overlapStart",131,69,"NearestLocation","YKL097C"
"367","IV",1242274,1243105,832,"*",5.42571534022055,5.40017577700041,5.45081063810693,-0.0506348611065253,0.912197359587876,0.969931252388364,"107","YDR385W",1243230,1245758,"+","upstream",-540,125,"NearestLocation","EFT2"
"368","XV",619213,619613,401,"*",5.05280631665931,5.07320073637498,5.03211945561586,0.0410812807591228,0.916718793023511,0.969931252388364,"467","YOR153W",619840,624375,"+","upstream",-427,227,"NearestLocation","PDR5"
"369","IV",465055,465455,401,"*",4.77011956846234,4.7392473433363,4.80034497605344,-0.0610976327171349,0.917437709421593,0.969931252388364,"77","YDR010C",465051,465383,"-","overlapStart",128,4,"NearestLocation","YDR010C"
"370","V",354851,355251,401,"*",4.94924805501451,4.92662406517963,4.97152273178289,-0.0448986666032605,0.917837758014564,0.969931252388364,"174","tE(UUC)E2",354934,355005,"+","includeFeature",117,83,"NearestLocation","tE(UUC)E2"
"371","XVI",214498,214898,401,"*",5.67769351113246,5.69918464907568,5.65587738265803,0.0433072664176501,0.921974425625621,0.971676550996275,"504","YPL177C",213042,213962,"-","upstream",-736,536,"NearestLocation","CUP9"
"372","IV",1013686,1014086,401,"*",4.08716709823595,4.1046049897138,4.06951585308185,0.0350891366319557,0.93704616370827,0.9849060484138,"100","YDR276C",1013476,1013643,"-","upstream",-243,43,"NearestLocation","PMP3"
"373","XI",385143,385543,401,"*",4.3564837709533,4.33389818133137,4.37872122319623,-0.0448230418648601,0.940224374021361,0.98558900727133,"321","YKL028W",385758,387206,"+","upstream",-415,215,"NearestLocation","TFA1"
"374","XII",728310,728710,401,"*",5.03505679924044,5.01863554851341,5.05129323925486,-0.0326576907414582,0.942737311303011,0.98558900727133,"355","YLR300W",728955,730301,"+","upstream",-445,245,"NearestLocation","EXG1"
"375","IX",139118,139518,401,"*",4.51136489002028,4.53130744392248,4.49114279911403,0.0401646448084563,0.947004718450659,0.985659665260476,"132","YIL118W",139752,140447,"+","upstream",-434,234,"NearestLocation","RHO3"
"376","II",202256,202656,401,"*",4.12747885744135,4.10512894152754,4.14948780878147,-0.0443588672539352,0.950796606556919,0.985659665260476,"20","YBL013W",202056,203261,"+","inside",400,200,"NearestLocation","FMT1"
"377","IV",1080378,1080778,401,"*",4.20300593989204,4.224284516932,4.18140881701554,0.0428756999164586,0.952589643370374,0.985659665260476,"102","YDR309C",1079048,1080199,"-","upstream",-379,179,"NearestLocation","GIC2"
"378","XIII",797905,798305,401,"*",4.42205603267603,4.43576844488849,4.40821203615474,0.0275564087337505,0.954207008789314,0.985659665260476,"409","YMR265C",796540,797925,"-","overlapStart",-180,20,"NearestLocation","YMR265C"
"379","XIII",225450,225850,401,"*",4.50459749948464,4.51792787867804,4.49114279911403,0.0267850795640143,0.959978451359078,0.985659665260476,"388","YML024W",225889,226697,"+","upstream",-239,39,"NearestLocation","RPS17A"
"380","XIV",198324,198724,401,"*",4.50537376278883,4.51792787867804,4.49270944318818,0.0252184354898608,0.96092583911099,0.985659665260476,"417","YNL241C",196426,197943,"-","upstream",-581,381,"NearestLocation","ZWF1"
"381","II",140550,140950,401,"*",4.63987609972731,4.62679013241116,4.65284443692418,-0.0260543045130248,0.962555091978891,0.985659665260476,"15","YBL042C",138341,140260,"-","upstream",-490,290,"NearestLocation","FUI1"
"382","XVI",822151,822551,401,"*",4.73986807902738,4.75073162623911,4.72892210785397,0.021809518385143,0.962971846878521,0.985659665260476,"530","YPR145W",822620,824338,"+","upstream",-269,69,"NearestLocation","ASN1"
