PeakID (cmd=annotatePeaks.pl SPT5_T15_R2_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T15_R2_peak_496	XII	605120	605600	+	64	NA	promoter-TSS (YLR229C)	protein_coding-promoter-TSS (YLR229C)	72	tI(UAU)L	tI(UAU)L	tI(UAU)L			tI(UAU)L			tRNA
SPT5_T15_R2_peak_689	XV	779541	779914	+	64	NA	promoter-TSS (YOR234C)	protein_coding-promoter-TSS (YOR234C)	-143	YOR235W	YOR235W	YOR235W			IRC13			protein_coding
SPT5_T15_R2_peak_359	VIII	126040	126351	+	64	NA	promoter-TSS (YHR009C)	protein_coding-promoter-TSS (YHR009C)	-326	YHR010W	YHR010W	YHR010W			RPL27A			protein_coding
SPT5_T15_R2_peak_650	XV	218823	219162	+	63	NA	promoter-TSS (YOL058W)	protein_coding-promoter-TSS (YOL058W)	-219	YOL058W	YOL058W	YOL058W			ARG1			protein_coding
SPT5_T15_R2_peak_668	XV	446869	447051	+	63	NA	promoter-TSS (YOR064C)	protein_coding-promoter-TSS (YOR064C)	-222	YOR064C	YOR064C	YOR064C			YNG1			protein_coding
SPT5_T15_R2_peak_194	IX	197616	197816	+	63	NA	TTS (YIL088C)	protein_coding-TTS (YIL088C)	124	tE(CUC)I	tE(CUC)I	tE(CUC)I			tE(CUC)I			tRNA
SPT5_T15_R2_peak_478	XII	241787	242093	+	62	NA	promoter-TSS (YLR047C)	protein_coding-promoter-TSS (YLR047C)	-292	YLR048W	YLR048W	YLR048W			RPS0B			protein_coding
SPT5_T15_R2_peak_24	II	193598	194041	+	62	NA	promoter-TSS (YBL015W)	protein_coding-promoter-TSS (YBL015W)	-303	YBL015W	YBL015W	YBL015W			ACH1			protein_coding
SPT5_T15_R2_peak_321	VII	598881	599292	+	62	NA	promoter-TSS (YGR055W)	protein_coding-promoter-TSS (YGR055W)	-331	YGR055W	YGR055W	YGR055W			MUP1			protein_coding
SPT5_T15_R2_peak_421	X	703165	703960	+	62	NA	promoter-TSS (YJR145C)	protein_coding-promoter-TSS (YJR145C)	-323	YJR146W	YJR146W	YJR146W			YJR146W			protein_coding
SPT5_T15_R2_peak_275	VI	224735	225667	+	62	NA	promoter-TSS (YFR033C)	protein_coding-promoter-TSS (YFR033C)	-432	YFR033C	YFR033C	YFR033C			QCR6			protein_coding
SPT5_T15_R2_peak_610	XIV	355370	355850	+	62	NA	promoter-TSS (YNL144C)	protein_coding-promoter-TSS (YNL144C)	-568	YNL144C	YNL144C	YNL144C			YNL144C			protein_coding
SPT5_T15_R2_peak_537	XIII	169915	170183	+	62	NA	promoter-TSS (YML052W)	protein_coding-promoter-TSS (YML052W)	-295	YML053C	YML053C	YML053C			YML053C			protein_coding
SPT5_T15_R2_peak_226	V	194661	195009	+	62	NA	promoter-TSS (YER019C-A)	protein_coding-promoter-TSS (YER019C-A)	-296	YER019C-A	YER019C-A	YER019C-A			SBH2			protein_coding
SPT5_T15_R2_peak_368	VIII	292671	293068	+	61	NA	promoter-TSS (YHR094C)	protein_coding-promoter-TSS (YHR094C)	-74	YHR095W	YHR095W	YHR095W			YHR095W			protein_coding
SPT5_T15_R2_peak_589	XIII	886675	886883	+	61	NA	promoter-TSS (YMR306C-A)	protein_coding-promoter-TSS (YMR306C-A)	-207	YMR306C-A	YMR306C-A	YMR306C-A			YMR306C-A			protein_coding
SPT5_T15_R2_peak_139	IV	909215	909651	+	61	NA	promoter-TSS (YDR222W)	protein_coding-promoter-TSS (YDR222W)	-621	YDR222W	YDR222W	YDR222W			YDR222W			protein_coding
SPT5_T15_R2_peak_535	XIII	146062	146348	+	61	NA	promoter-TSS (YML063W)	protein_coding-promoter-TSS (YML063W)	-277	YML063W	YML063W	YML063W			RPS1B			protein_coding
SPT5_T15_R2_peak_451	XI	362010	362402	+	61	NA	promoter-TSS (YKL039W)	protein_coding-promoter-TSS (YKL039W)	-378	YKL040C	YKL040C	YKL040C			NFU1			protein_coding
SPT5_T15_R2_peak_44	II	476561	476892	+	61	NA	promoter-TSS (YBR117C)	protein_coding-promoter-TSS (YBR117C)	-289	YBR117C	YBR117C	YBR117C			TKL2			protein_coding
SPT5_T15_R2_peak_508	XII	781498	781749	+	61	NA	promoter-TSS (YLR325C)	protein_coding-promoter-TSS (YLR325C)	-244	YLR325C	YLR325C	YLR325C			RPL38			protein_coding
SPT5_T15_R2_peak_74	III	163579	163968	+	61	NA	promoter-TSS (YCR024C-A)	protein_coding-promoter-TSS (YCR024C-A)	83	YCR025C	YCR025C	YCR025C			YCR025C			protein_coding
SPT5_T15_R2_peak_280	VII	74	515	+	61	NA	Intergenic	Intergenic	-2496	YGL263W	YGL263W	YGL263W			COS12			protein_coding
SPT5_T15_R2_peak_143	IV	976352	976835	+	61	NA	promoter-TSS (YDR259C)	protein_coding-promoter-TSS (YDR259C)	636	YDR260C	YDR260C	YDR260C			SWM1			protein_coding
SPT5_T15_R2_peak_96	IV	234203	234816	+	60	NA	promoter-TSS (YDL127W)	protein_coding-promoter-TSS (YDL127W)	-418	YDL127W	YDL127W	YDL127W			PCL2			protein_coding
SPT5_T15_R2_peak_381	VIII	556398	556993	+	60	NA	TTS (YHR216W)	protein_coding-TTS (YHR216W)	347	YHR217C	YHR217C	YHR217C			YHR217C			protein_coding
SPT5_T15_R2_peak_460	XI	518320	519241	+	59	NA	promoter-TSS (YKR040C)	protein_coding-promoter-TSS (YKR040C)	-214	YKR040C	YKR040C	YKR040C			YKR040C			protein_coding
SPT5_T15_R2_peak_12	II	5806	6258	+	59	NA	TTS (YBL109W)	protein_coding-TTS (YBL109W)	242	YBL109W	YBL109W	YBL109W			YBL109W			protein_coding
SPT5_T15_R2_peak_627	XIV	576089	576589	+	59	NA	promoter-TSS (YNL030W)	protein_coding-promoter-TSS (YNL030W)	-289	YNL031C	YNL031C	YNL031C			HHT2			protein_coding
SPT5_T15_R2_peak_129	IV	721779	722126	+	59	NA	promoter-TSS (YDR133C)	protein_coding-promoter-TSS (YDR133C)	-471	YDR134C	YDR134C	YDR134C			YDR134C			pseudogene
SPT5_T15_R2_peak_252	V	422446	423305	+	59	NA	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-429	YER130C	YER130C	YER130C			COM2			protein_coding
SPT5_T15_R2_peak_531	XIII	70105	70537	+	59	NA	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	183	YML100W-A	YML100W-A	YML100W-A			YML100W-A			protein_coding
SPT5_T15_R2_peak_250	V	362290	362643	+	59	NA	promoter-TSS (YER101C)	protein_coding-promoter-TSS (YER101C)	-634	YER102W	YER102W	YER102W			RPS8B			protein_coding
SPT5_T15_R2_peak_1	I	101	708	+	59	NA	promoter-TSS (YAL068W-A)	protein_coding-promoter-TSS (YAL068W-A)	69	YAL069W	YAL069W	YAL069W			YAL069W			protein_coding
SPT5_T15_R2_peak_509	XII	783619	783999	+	59	NA	promoter-TSS (YLR327C)	protein_coding-promoter-TSS (YLR327C)	-422	YLR327C	YLR327C	YLR327C			TMA10			protein_coding
SPT5_T15_R2_peak_83	IV	197	555	+	59	NA	Intergenic	Intergenic	-1426	YDL248W	YDL248W	YDL248W			COS7			protein_coding
SPT5_T15_R2_peak_670	XV	462299	462859	+	59	NA	TTS (YOR072W)	protein_coding-TTS (YOR072W)	788	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
SPT5_T15_R2_peak_528	XIII	26072	26352	+	59	NA	promoter-TSS (YML121W)	protein_coding-promoter-TSS (YML121W)	206	YML122C	YML122C	YML122C			YML122C			protein_coding
SPT5_T15_R2_peak_164	IV	1355663	1355895	+	59	NA	promoter-TSS (YDR447C)	protein_coding-promoter-TSS (YDR447C)	-226	YDR447C	YDR447C	YDR447C			RPS17B			protein_coding
SPT5_T15_R2_peak_694	XV	866693	866956	+	59	NA	promoter-TSS (YOR292C)	protein_coding-promoter-TSS (YOR292C)	-242	YOR292C	YOR292C	YOR292C			YOR292C			protein_coding
SPT5_T15_R2_peak_516	XII	871448	871664	+	59	NA	promoter-TSS (YLR373C)	protein_coding-promoter-TSS (YLR373C)	-141	YLR375W	YLR375W	YLR375W			STP3			protein_coding
SPT5_T15_R2_peak_679	XV	606282	606500	+	59	NA	promoter-TSS (YOR145C)	protein_coding-promoter-TSS (YOR145C)	-216	YOR147W	YOR147W	YOR147W			MDM32			protein_coding
SPT5_T15_R2_peak_268	VI	95148	95839	+	59	NA	promoter-TSS (YFL021W)	protein_coding-promoter-TSS (YFL021W)	-473	YFL021W	YFL021W	YFL021W			GAT1			protein_coding
SPT5_T15_R2_peak_92	IV	212843	213066	+	59	NA	promoter-TSS (YDL138W)	protein_coding-promoter-TSS (YDL138W)	-397	YDL138W	YDL138W	YDL138W			RGT2			protein_coding
SPT5_T15_R2_peak_515	XII	839472	839646	+	59	NA	promoter-TSS (YLR355C)	protein_coding-promoter-TSS (YLR355C)	-306	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
SPT5_T15_R2_peak_687	XV	762206	762384	+	59	NA	promoter-TSS (YOR226C)	protein_coding-promoter-TSS (YOR226C)	-211	YOR226C	YOR226C	YOR226C			ISU2			protein_coding
SPT5_T15_R2_peak_253	V	430910	431326	+	59	NA	promoter-TSS (YER132C)	protein_coding-promoter-TSS (YER132C)	102	snR52	snR52	snR52			snR52			snoRNA
SPT5_T15_R2_peak_80	III	262723	262932	+	59	NA	promoter-TSS (YCR084C)	protein_coding-promoter-TSS (YCR084C)	-89	YCR085W	YCR085W	YCR085W			YCR085W			protein_coding
SPT5_T15_R2_peak_404	X	355455	355819	+	59	NA	promoter-TSS (YJL045W)	protein_coding-promoter-TSS (YJL045W)	181	tD(GUC)J2	tD(GUC)J2	tD(GUC)J2			tD(GUC)J2			tRNA
SPT5_T15_R2_peak_454	XI	385157	385630	+	59	NA	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-365	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
SPT5_T15_R2_peak_449	XI	340599	340817	+	59	NA	promoter-TSS (YKL051W)	protein_coding-promoter-TSS (YKL051W)	-162	YKL052C	YKL052C	YKL052C			ASK1			protein_coding
SPT5_T15_R2_peak_121	IV	556612	556899	+	59	NA	promoter-TSS (YDR050C)	protein_coding-promoter-TSS (YDR050C)	-283	YDR050C	YDR050C	YDR050C			TPI1			protein_coding
SPT5_T15_R2_peak_597	XIV	68559	68738	+	58	NA	promoter-TSS (YNL298W)	protein_coding-promoter-TSS (YNL298W)	-267	YNL298W	YNL298W	YNL298W			CLA4			protein_coding
SPT5_T15_R2_peak_551	XIII	352303	352490	+	58	NA	promoter-TSS (YMR041C)	protein_coding-promoter-TSS (YMR041C)	116	tF(GAA)M	tF(GAA)M	tF(GAA)M			tF(GAA)M			tRNA
SPT5_T15_R2_peak_613	XIV	405757	405951	+	58	NA	promoter-TSS (YNL117W)	protein_coding-promoter-TSS (YNL117W)	-290	YNL118C	YNL118C	YNL118C			DCP2			protein_coding
SPT5_T15_R2_peak_607	XIV	331041	331229	+	58	NA	promoter-TSS (YNL162W)	protein_coding-promoter-TSS (YNL162W)	-187	YNL162W	YNL162W	YNL162W			RPL42A			protein_coding
SPT5_T15_R2_peak_88	IV	130597	130798	+	58	NA	promoter-TSS (YDL184C)	protein_coding-promoter-TSS (YDL184C)	-213	YDL184C	YDL184C	YDL184C			RPL41A			protein_coding
SPT5_T15_R2_peak_654	XV	274189	274745	+	58	NA	promoter-TSS (YOL025W)	protein_coding-promoter-TSS (YOL025W)	-114	YOL026C	YOL026C	YOL026C			MIM1			protein_coding
SPT5_T15_R2_peak_380	VIII	512105	512403	+	58	NA	promoter-TSS (YHR206W)	protein_coding-promoter-TSS (YHR206W)	-478	YHR206W	YHR206W	YHR206W			SKN7			protein_coding
SPT5_T15_R2_peak_255	V	467588	468225	+	58	NA	promoter-TSS (YER149C)	protein_coding-promoter-TSS (YER149C)	-436	YER149C	YER149C	YER149C			PEA2			protein_coding
SPT5_T15_R2_peak_500	XII	658154	658592	+	58	NA	promoter-TSS (YLR257W)	protein_coding-promoter-TSS (YLR257W)	-453	YLR257W	YLR257W	YLR257W			YLR257W			protein_coding
SPT5_T15_R2_peak_160	IV	1278750	1279100	+	58	NA	promoter-TSS (YDR406W)	protein_coding-promoter-TSS (YDR406W)	-285	YDR406W	YDR406W	YDR406W			PDR15			protein_coding
SPT5_T15_R2_peak_763	XVI	812855	813044	+	58	NA	promoter-TSS (YPR138C)	protein_coding-promoter-TSS (YPR138C)	-496	YPR138C	YPR138C	YPR138C			MEP3			protein_coding
SPT5_T15_R2_peak_409	X	424286	424498	+	58	NA	promoter-TSS (YJL005W)	protein_coding-promoter-TSS (YJL005W)	123	tL(UAA)J	tL(UAA)J	tL(UAA)J			SUP51			tRNA
SPT5_T15_R2_peak_232	V	261268	261801	+	56	NA	promoter-TSS (YER053C-A)	protein_coding-promoter-TSS (YER053C-A)	-488	YER053C-A	YER053C-A	YER053C-A			YER053C-A			protein_coding
SPT5_T15_R2_peak_161	IV	1279425	1280019	+	56	NA	exon (YDR406W, exon 1 of 1)	protein_coding-exon (YDR406W, exon 1 of 1)	512	YDR406W	YDR406W	YDR406W			PDR15			protein_coding
SPT5_T15_R2_peak_341	VII	856647	856999	+	56	NA	promoter-TSS (YGR180C)	protein_coding-promoter-TSS (YGR180C)	-522	YGR180C	YGR180C	YGR180C			RNR4			protein_coding
SPT5_T15_R2_peak_205	IX	382232	382528	+	56	NA	promoter-TSS (YIR016W)	protein_coding-promoter-TSS (YIR016W)	-248	YIR016W	YIR016W	YIR016W			YIR016W			protein_coding
SPT5_T15_R2_peak_174	IV	1459549	1459866	+	56	NA	promoter-TSS (YDR505C)	protein_coding-promoter-TSS (YDR505C)	-487	YDR505C	YDR505C	YDR505C			PSP1			protein_coding
SPT5_T15_R2_peak_241	V	303346	303806	+	56	NA	promoter-TSS (YER073W)	protein_coding-promoter-TSS (YER073W)	-454	YER073W	YER073W	YER073W			ALD5			protein_coding
SPT5_T15_R2_peak_715	XVI	74965	75277	+	56	NA	promoter-TSS (YPL250C)	protein_coding-promoter-TSS (YPL250C)	-402	YPL250C	YPL250C	YPL250C			ICY2			protein_coding
SPT5_T15_R2_peak_543	XIII	253290	253637	+	55	NA	promoter-TSS (YML007C-A)	protein_coding-promoter-TSS (YML007C-A)	-191	YML007C-A	YML007C-A	YML007C-A			YML007C-A			protein_coding
SPT5_T15_R2_peak_723	XVI	188659	188909	+	55	NA	promoter-TSS (YPL189C-A)	protein_coding-promoter-TSS (YPL189C-A)	-271	YPL189C-A	YPL189C-A	YPL189C-A			COA2			protein_coding
SPT5_T15_R2_peak_546	XIII	287528	287807	+	55	NA	promoter-TSS (YMR011W)	protein_coding-promoter-TSS (YMR011W)	-412	YMR011W	YMR011W	YMR011W			HXT2			protein_coding
SPT5_T15_R2_peak_616	XIV	440696	441231	+	55	NA	promoter-TSS (YNL097C-B)	protein_coding-promoter-TSS (YNL097C-B)	-44	YNL097C-B	YNL097C-B	YNL097C-B			YNL097C-B			protein_coding
SPT5_T15_R2_peak_540	XIII	219833	220062	+	55	NA	promoter-TSS (YML028W)	protein_coding-promoter-TSS (YML028W)	-191	YML028W	YML028W	YML028W			TSA1			protein_coding
SPT5_T15_R2_peak_750	XVI	572353	572537	+	55	NA	promoter-TSS (YPR008W)	protein_coding-promoter-TSS (YPR008W)	176	tG(GCC)P1	tG(GCC)P1	tG(GCC)P1			tG(GCC)P1			tRNA
SPT5_T15_R2_peak_688	XV	770147	770660	+	55	NA	promoter-TSS (YOR230W)	protein_coding-promoter-TSS (YOR230W)	-397	YOR230W	YOR230W	YOR230W			WTM1			protein_coding
SPT5_T15_R2_peak_242	V	311418	311759	+	54	NA	promoter-TSS (YER075C)	protein_coding-promoter-TSS (YER075C)	-389	YER075C	YER075C	YER075C			PTP3			protein_coding
SPT5_T15_R2_peak_701	XV	931271	931495	+	54	NA	promoter-TSS (YOR327C)	protein_coding-promoter-TSS (YOR327C)	-302	YOR327C	YOR327C	YOR327C			SNC2			protein_coding
SPT5_T15_R2_peak_41	II	452218	452434	+	54	NA	promoter-TSS (YBR105C)	protein_coding-promoter-TSS (YBR105C)	-332	YBR106W	YBR106W	YBR106W			PHO88			protein_coding
SPT5_T15_R2_peak_292	VII	197133	198063	+	54	NA	promoter-TSS (YGL162W)	protein_coding-promoter-TSS (YGL162W)	-540	YGL162W	YGL162W	YGL162W			SUT1			protein_coding
SPT5_T15_R2_peak_213	V	53444	53775	+	53	NA	promoter-TSS (YEL054C)	protein_coding-promoter-TSS (YEL054C)	-391	YEL054C	YEL054C	YEL054C			RPL12A			protein_coding
SPT5_T15_R2_peak_386	X	75490	75786	+	53	NA	promoter-TSS (YJL189W)	protein_coding-promoter-TSS (YJL189W)	-295	YJL189W	YJL189W	YJL189W			RPL39			protein_coding
SPT5_T15_R2_peak_282	VII	67274	67451	+	53	NA	promoter-TSS (YGL228W)	protein_coding-promoter-TSS (YGL228W)	-236	YGL228W	YGL228W	YGL228W			SHE10			protein_coding
SPT5_T15_R2_peak_21	II	164126	164360	+	53	NA	promoter-TSS (YBL030C)	protein_coding-promoter-TSS (YBL030C)	-246	YBL030C	YBL030C	YBL030C			PET9			protein_coding
SPT5_T15_R2_peak_394	X	157451	157638	+	52	NA	promoter-TSS (YJL134W)	protein_coding-promoter-TSS (YJL134W)	-271	YJL136C	YJL136C	YJL136C			RPS21B			protein_coding
SPT5_T15_R2_peak_470	XII	83855	84419	+	52	NA	promoter-TSS (YLL028W)	protein_coding-promoter-TSS (YLL028W)	-667	YLL028W	YLL028W	YLL028W			TPO1			protein_coding
SPT5_T15_R2_peak_378	VIII	488413	488732	+	52	NA	promoter-TSS (YHR193C)	protein_coding-promoter-TSS (YHR193C)	-85	YHR194W	YHR194W	YHR194W			MDM31			protein_coding
SPT5_T15_R2_peak_257	V	490991	491348	+	52	NA	promoter-TSS (YER158C)	protein_coding-promoter-TSS (YER158C)	-318	YER158W-A	YER158W-A	YER158W-A			YER158W-A			protein_coding
SPT5_T15_R2_peak_521	XII	950092	950898	+	52	NA	promoter-TSS (YLR412C-A)	protein_coding-promoter-TSS (YLR412C-A)	-22	YLR412C-A	YLR412C-A	YLR412C-A			YLR412C-A			protein_coding
SPT5_T15_R2_peak_735	XVI	370552	370881	+	52	NA	promoter-TSS (YPL093W)	protein_coding-promoter-TSS (YPL093W)	-53	YPL094C	YPL094C	YPL094C			SEC62			protein_coding
SPT5_T15_R2_peak_556	XIII	420446	420639	+	52	NA	promoter-TSS (YMR076C)	protein_coding-promoter-TSS (YMR076C)	119	tV(AAC)M2	tV(AAC)M2	tV(AAC)M2			tV(AAC)M2			tRNA
SPT5_T15_R2_peak_77	III	227859	228254	+	52	NA	promoter-TSS (YCR063W)	protein_coding-promoter-TSS (YCR063W)	114	tS(CGA)C	tS(CGA)C	tS(CGA)C			SUP61			tRNA
SPT5_T15_R2_peak_231	V	242108	242571	+	52	NA	promoter-TSS (YER045C)	protein_coding-promoter-TSS (YER045C)	-838	YER045C	YER045C	YER045C			ACA1			protein_coding
SPT5_T15_R2_peak_6	I	70964	71513	+	52	NA	promoter-TSS (YAL038W)	protein_coding-promoter-TSS (YAL038W)	-548	YAL038W	YAL038W	YAL038W			CDC19			protein_coding
SPT5_T15_R2_peak_430	XI	93493	93883	+	52	NA	promoter-TSS (YKL185W)	protein_coding-promoter-TSS (YKL185W)	-390	YKL186C	YKL186C	YKL186C			MTR2			protein_coding
SPT5_T15_R2_peak_344	VII	920031	920448	+	52	NA	promoter-TSS (YGR213C)	protein_coding-promoter-TSS (YGR213C)	-336	YGR214W	YGR214W	YGR214W			RPS0A			protein_coding
SPT5_T15_R2_peak_316	VII	560117	560451	+	52	NA	promoter-TSS (YGR037C)	protein_coding-promoter-TSS (YGR037C)	-290	YGR037C	YGR037C	YGR037C			ACB1			protein_coding
SPT5_T15_R2_peak_700	XV	911799	912240	+	52	NA	promoter-TSS (YOR319W)	protein_coding-promoter-TSS (YOR319W)	417	YOR318C	YOR318C	YOR318C			YOR318C			protein_coding
SPT5_T15_R2_peak_283	VII	76536	76805	+	51	NA	promoter-TSS (YGL225W)	protein_coding-promoter-TSS (YGL225W)	-224	YGL225W	YGL225W	YGL225W			VRG4			protein_coding
SPT5_T15_R2_peak_544	XIII	271639	272099	+	51	NA	promoter-TSS (YMR001C)	protein_coding-promoter-TSS (YMR001C)	-292	YMR001C-A	YMR001C-A	YMR001C-A			YMR001C-A			protein_coding
SPT5_T15_R2_peak_360	VIII	148822	149129	+	50	NA	promoter-TSS (YHR021C)	protein_coding-promoter-TSS (YHR021C)	-250	YHR021W-A	YHR021W-A	YHR021W-A			ECM12			protein_coding
SPT5_T15_R2_peak_405	X	360640	361083	+	50	NA	promoter-TSS (YJL042W)	protein_coding-promoter-TSS (YJL042W)	-388	YJL042W	YJL042W	YJL042W			MHP1			protein_coding
SPT5_T15_R2_peak_38	II	415328	415728	+	50	NA	promoter-TSS (YBR084C-A)	protein_coding-promoter-TSS (YBR084C-A)	-267	YBR084C-A	YBR084C-A	YBR084C-A			RPL19A			protein_coding
SPT5_T15_R2_peak_193	IX	177573	177843	+	50	NA	promoter-TSS (YIL099W)	protein_coding-promoter-TSS (YIL099W)	-27	YIL100C-A	YIL100C-A	YIL100C-A			YIL100C-A			protein_coding
SPT5_T15_R2_peak_652	XV	234213	234721	+	50	NA	promoter-TSS (YOL051W)	protein_coding-promoter-TSS (YOL051W)	121	snR81	snR81	snR81			snR81			snoRNA
SPT5_T15_R2_peak_624	XIV	518825	519208	+	50	NA	promoter-TSS (YNL054W-A)	protein_coding-promoter-TSS (YNL054W-A)	153	tD(GUC)N	tD(GUC)N	tD(GUC)N			tD(GUC)N			tRNA
SPT5_T15_R2_peak_165	IV	1359592	1359807	+	50	NA	promoter-TSS (YDR449C)	protein_coding-promoter-TSS (YDR449C)	-224	YDR450W	YDR450W	YDR450W			RPS18A			protein_coding
SPT5_T15_R2_peak_317	VII	576622	576947	+	50	NA	promoter-TSS (YGR041W)	protein_coding-promoter-TSS (YGR041W)	-703	YGR041W	YGR041W	YGR041W			BUD9			protein_coding
SPT5_T15_R2_peak_665	XV	429957	430519	+	50	NA	promoter-TSS (YOR054C)	protein_coding-promoter-TSS (YOR054C)	-381	YOR054C	YOR054C	YOR054C			VHS3			protein_coding
SPT5_T15_R2_peak_533	XIII	119061	119468	+	50	NA	promoter-TSS (YML075C)	protein_coding-promoter-TSS (YML075C)	-366	YML075C	YML075C	YML075C			HMG1			protein_coding
SPT5_T15_R2_peak_659	XV	316257	316605	+	50	NA	promoter-TSS (YOL004W)	protein_coding-promoter-TSS (YOL004W)	-256	YOL005C	YOL005C	YOL005C			RPB11			protein_coding
SPT5_T15_R2_peak_259	V	522814	523048	+	50	NA	promoter-TSS (YER168C)	protein_coding-promoter-TSS (YER168C)	-262	YER168C	YER168C	YER168C			CCA1			protein_coding
SPT5_T15_R2_peak_71	III	122629	123999	+	50	NA	promoter-TSS (YCR005C)	protein_coding-promoter-TSS (YCR005C)	-311	YCR006C	YCR006C	YCR006C			YCR006C			protein_coding
SPT5_T15_R2_peak_568	XIII	601026	601237	+	50	NA	promoter-TSS (YMR169C)	protein_coding-promoter-TSS (YMR169C)	-259	YMR169C	YMR169C	YMR169C			ALD3			protein_coding
SPT5_T15_R2_peak_240	V	295164	295348	+	50	NA	promoter-TSS (YER069W)	protein_coding-promoter-TSS (YER069W)	-154	YER069W	YER069W	YER069W			ARG5,6			protein_coding
SPT5_T15_R2_peak_669	XV	461629	461910	+	50	NA	promoter-TSS (YOR071C)	protein_coding-promoter-TSS (YOR071C)	-22	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
SPT5_T15_R2_peak_432	XI	108896	109122	+	50	NA	promoter-TSS (YKL180W)	protein_coding-promoter-TSS (YKL180W)	-260	YKL180W	YKL180W	YKL180W			RPL17A			protein_coding
SPT5_T15_R2_peak_493	XII	510546	510945	+	50	NA	promoter-TSS (YLR176C)	protein_coding-promoter-TSS (YLR176C)	-309	YLR177W	YLR177W	YLR177W			YLR177W			protein_coding
SPT5_T15_R2_peak_520	XII	932005	932690	+	50	NA	promoter-TSS (YLR406C)	protein_coding-promoter-TSS (YLR406C)	8	YLR406C-A	YLR406C-A	YLR406C-A			YLR406C-A			protein_coding
SPT5_T15_R2_peak_198	IX	257225	257535	+	50	NA	promoter-TSS (YIL052C)	protein_coding-promoter-TSS (YIL052C)	-317	YIL052C	YIL052C	YIL052C			RPL34B			protein_coding
SPT5_T15_R2_peak_334	VII	766224	766536	+	50	NA	promoter-TSS (YGR138C)	protein_coding-promoter-TSS (YGR138C)	654	YGR139W	YGR139W	YGR139W			YGR139W			protein_coding
SPT5_T15_R2_peak_576	XIII	754353	754593	+	50	NA	promoter-TSS (YMR242C)	protein_coding-promoter-TSS (YMR242C)	176	YMR242W-A	YMR242W-A	YMR242W-A			YMR242W-A			protein_coding
SPT5_T15_R2_peak_434	XI	143066	143428	+	50	NA	promoter-TSS (YKL164C)	protein_coding-promoter-TSS (YKL164C)	-428	YKL164C	YKL164C	YKL164C			PIR1			protein_coding
SPT5_T15_R2_peak_42	II	458462	458742	+	50	NA	promoter-TSS (YBR109C)	protein_coding-promoter-TSS (YBR109C)	-6	YBR109W-A	YBR109W-A	YBR109W-A			YBR109W-A			protein_coding
SPT5_T15_R2_peak_357	VIII	98216	98579	+	50	NA	promoter-TSS (YHL004W)	protein_coding-promoter-TSS (YHL004W)	398	YHL006C	YHL006C	YHL006C			SHU1			protein_coding
SPT5_T15_R2_peak_169	IV	1420454	1421021	+	50	NA	promoter-TSS (YDR481C)	protein_coding-promoter-TSS (YDR481C)	101	YDR482C	YDR482C	YDR482C			CWC21			protein_coding
SPT5_T15_R2_peak_298	VII	323684	324078	+	50	NA	TTS (YGL097W)	protein_coding-TTS (YGL097W)	-1450	YGL096W	YGL096W	YGL096W			TOS8			protein_coding
SPT5_T15_R2_peak_145	IV	1013859	1014136	+	50	NA	promoter-TSS (YDR276C)	protein_coding-promoter-TSS (YDR276C)	-354	YDR276C	YDR276C	YDR276C			PMP3			protein_coding
SPT5_T15_R2_peak_131	IV	768193	768368	+	50	NA	promoter-TSS (YDR153C)	protein_coding-promoter-TSS (YDR153C)	-309	YDR153C	YDR153C	YDR153C			ENT5			protein_coding
SPT5_T15_R2_peak_601	XIV	217324	217665	+	50	NA	promoter-TSS (YNL231C)	protein_coding-promoter-TSS (YNL231C)	-452	YNL231C	YNL231C	YNL231C			PDR16			protein_coding
SPT5_T15_R2_peak_304	VII	413021	413556	+	50	NA	promoter-TSS (YGL045W)	protein_coding-promoter-TSS (YGL045W)	-814	YGL045W	YGL045W	YGL045W			RIM8			protein_coding
SPT5_T15_R2_peak_11	I	229690	230102	+	50	NA	TTS (YAR073W)	protein_coding-TTS (YAR073W)	1052	YAR075W	YAR075W	YAR075W			YAR075W			protein_coding
SPT5_T15_R2_peak_591	XIII	914895	915437	+	50	NA	promoter-TSS (YMR319C)	protein_coding-promoter-TSS (YMR319C)	-628	YMR319C	YMR319C	YMR319C			FET4			protein_coding
SPT5_T15_R2_peak_329	VII	733193	733439	+	50	NA	promoter-TSS (YGR121C)	protein_coding-promoter-TSS (YGR121C)	-96	YGR121W-A	YGR121W-A	YGR121W-A			YGR121W-A			protein_coding
