PeakID (cmd=annotatePeaks.pl SPT5_T15_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T15_R1_peak_117	IV	768965	769430	+	74	NA	promoter-TSS (YDR154C)	protein_coding-promoter-TSS (YDR154C)	-197	YDR155C	YDR155C	YDR155C			CPR1			protein_coding
SPT5_T15_R1_peak_41	II	426808	427052	+	73	NA	promoter-TSS (YBR089C-A)	protein_coding-promoter-TSS (YBR089C-A)	128	YBR090C	YBR090C	YBR090C			YBR090C			protein_coding
SPT5_T15_R1_peak_597	XV	117963	118171	+	73	NA	promoter-TSS (YOL103W-A)	protein_coding-promoter-TSS (YOL103W-A)	67	YOL103W-B	YOL103W-B	YOL103W-B			YOL103W-B			protein_coding
SPT5_T15_R1_peak_223	V	491039	491356	+	73	NA	promoter-TSS (YER158C)	protein_coding-promoter-TSS (YER158C)	-290	YER158W-A	YER158W-A	YER158W-A			YER158W-A			protein_coding
SPT5_T15_R1_peak_252	VII	159133	159352	+	73	NA	promoter-TSS (YGL180W)	protein_coding-promoter-TSS (YGL180W)	-823	YGL180W	YGL180W	YGL180W			ATG1			protein_coding
SPT5_T15_R1_peak_379	X	647067	647318	+	72	NA	promoter-TSS (YJR119C)	protein_coding-promoter-TSS (YJR119C)	66	YJR120W	YJR120W	YJR120W			YJR120W			protein_coding
SPT5_T15_R1_peak_212	V	342478	342767	+	72	NA	promoter-TSS (YER091C)	protein_coding-promoter-TSS (YER091C)	-11	YER091C-A	YER091C-A	YER091C-A			YER091C-A			protein_coding
SPT5_T15_R1_peak_404	XI	247891	248397	+	72	NA	promoter-TSS (YKL101W)	protein_coding-promoter-TSS (YKL101W)	223	YKL102C	YKL102C	YKL102C			YKL102C			protein_coding
SPT5_T15_R1_peak_179	IX	384212	384731	+	72	NA	promoter-TSS (YIR017C)	protein_coding-promoter-TSS (YIR017C)	-138	YIR018W	YIR018W	YIR018W			YAP5			protein_coding
SPT5_T15_R1_peak_439	XII	289703	289954	+	72	NA	promoter-TSS (YLR081W)	protein_coding-promoter-TSS (YLR081W)	-384	YLR081W	YLR081W	YLR081W			GAL2			protein_coding
SPT5_T15_R1_peak_219	V	461741	462395	+	72	NA	promoter-TSS (YER145C)	protein_coding-promoter-TSS (YER145C)	-328	YER145C	YER145C	YER145C			FTR1			protein_coding
SPT5_T15_R1_peak_42	II	452208	452623	+	72	NA	promoter-TSS (YBR105C)	protein_coding-promoter-TSS (YBR105C)	-243	YBR106W	YBR106W	YBR106W			PHO88			protein_coding
SPT5_T15_R1_peak_691	XVI	520335	520618	+	72	NA	promoter-TSS (YPL016W)	protein_coding-promoter-TSS (YPL016W)	-243	YPL017C	YPL017C	YPL017C			IRC15			protein_coding
SPT5_T15_R1_peak_84	IV	239711	240131	+	71	NA	promoter-TSS (YDL124W)	protein_coding-promoter-TSS (YDL124W)	-315	YDL125C	YDL125C	YDL125C			HNT1			protein_coding
SPT5_T15_R1_peak_606	XV	304167	305164	+	71	NA	promoter-TSS (YOL011W)	protein_coding-promoter-TSS (YOL011W)	-682	YOL012C	YOL012C	YOL012C			HTZ1			protein_coding
SPT5_T15_R1_peak_58	II	681848	682303	+	70	NA	promoter-TSS (LSR1)	snRNA-promoter-TSS (LSR1)	-213	LSR1	LSR1	LSR1			LSR1			snRNA
SPT5_T15_R1_peak_665	XVI	132075	132661	+	70	NA	promoter-TSS (YPL221W)	protein_coding-promoter-TSS (YPL221W)	-253	YPL222C-A	YPL222C-A	YPL222C-A			YPL222C-A			protein_coding
SPT5_T15_R1_peak_197	V	221371	222535	+	69	NA	promoter-TSS (YER033C)	protein_coding-promoter-TSS (YER033C)	107	YER034W	YER034W	YER034W			YER034W			protein_coding
SPT5_T15_R1_peak_581	XIV	604765	605154	+	69	NA	promoter-TSS (YNL015W)	protein_coding-promoter-TSS (YNL015W)	-425	YNL015W	YNL015W	YNL015W			PBI2			protein_coding
SPT5_T15_R1_peak_314	VII	1083981	1084385	+	69	NA	promoter-TSS (YGR296W)	protein_coding-promoter-TSS (YGR296W)	-681	YGR296W	YGR296W	YGR296W			YRF1-3			protein_coding
SPT5_T15_R1_peak_487	XII	1064545	1064949	+	69	NA	Intergenic	Intergenic	-1209	YLR462W	YLR462W	YLR462W			YLR462W			protein_coding
SPT5_T15_R1_peak_481	XII	950047	950417	+	68	NA	promoter-TSS (YLR413W)	protein_coding-promoter-TSS (YLR413W)	241	YLR412C-A	YLR412C-A	YLR412C-A			YLR412C-A			protein_coding
SPT5_T15_R1_peak_515	XIII	388153	388644	+	68	NA	promoter-TSS (YMR056C)	protein_coding-promoter-TSS (YMR056C)	-154	YMR056C	YMR056C	YMR056C			AAC1			protein_coding
SPT5_T15_R1_peak_163	IX	139230	139520	+	67	NA	promoter-TSS (YIL118W)	protein_coding-promoter-TSS (YIL118W)	-377	YIL118W	YIL118W	YIL118W			RHO3			protein_coding
SPT5_T15_R1_peak_608	XV	377561	378117	+	67	NA	promoter-TSS (YOR023C)	protein_coding-promoter-TSS (YOR023C)	-8	YOR024W	YOR024W	YOR024W			YOR024W			protein_coding
SPT5_T15_R1_peak_393	XI	93490	93885	+	67	NA	promoter-TSS (YKL185W)	protein_coding-promoter-TSS (YKL185W)	-389	YKL186C	YKL186C	YKL186C			MTR2			protein_coding
SPT5_T15_R1_peak_542	XIII	886546	886773	+	67	NA	promoter-TSS (YMR306C-A)	protein_coding-promoter-TSS (YMR306C-A)	-87	YMR306C-A	YMR306C-A	YMR306C-A			YMR306C-A			protein_coding
SPT5_T15_R1_peak_670	XVI	227656	228087	+	67	NA	promoter-TSS (YPL170W)	protein_coding-promoter-TSS (YPL170W)	-443	YPL170W	YPL170W	YPL170W			DAP1			protein_coding
SPT5_T15_R1_peak_623	XV	578052	578497	+	67	NA	promoter-TSS (YOR134W)	protein_coding-promoter-TSS (YOR134W)	-290	YOR134W	YOR134W	YOR134W			BAG7			protein_coding
SPT5_T15_R1_peak_200	V	264151	264538	+	67	NA	promoter-TSS (YER054C)	protein_coding-promoter-TSS (YER054C)	-646	YER054C	YER054C	YER054C			GIP2			protein_coding
SPT5_T15_R1_peak_468	XII	737772	737988	+	67	NA	promoter-TSS (YLR304C)	protein_coding-promoter-TSS (YLR304C)	-332	YLR304C	YLR304C	YLR304C			ACO1			protein_coding
SPT5_T15_R1_peak_641	XV	881875	882418	+	67	NA	promoter-TSS (YOR302W)	protein_coding-promoter-TSS (YOR302W)	-619	YOR302W	YOR302W	YOR302W			YOR302W			protein_coding
SPT5_T15_R1_peak_411	XI	355257	356318	+	67	NA	promoter-TSS (YKL043W)	protein_coding-promoter-TSS (YKL043W)	-535	YKL044W	YKL044W	YKL044W			YKL044W			protein_coding
SPT5_T15_R1_peak_460	XII	651080	651271	+	67	NA	promoter-TSS (YLR256W-A)	protein_coding-promoter-TSS (YLR256W-A)	58	YLR256W-A	YLR256W-A	YLR256W-A			YLR256W-A			protein_coding
SPT5_T15_R1_peak_504	XIII	253123	253630	+	67	NA	promoter-TSS (YML007C-A)	protein_coding-promoter-TSS (YML007C-A)	-104	YML007C-A	YML007C-A	YML007C-A			YML007C-A			protein_coding
SPT5_T15_R1_peak_638	XV	836662	837235	+	67	NA	promoter-TSS (YOR273C)	protein_coding-promoter-TSS (YOR273C)	-517	YOR273C	YOR273C	YOR273C			TPO4			protein_coding
SPT5_T15_R1_peak_519	XIII	472860	473179	+	67	NA	promoter-TSS (YMR102C)	protein_coding-promoter-TSS (YMR102C)	245	YMR103C	YMR103C	YMR103C			YMR103C			protein_coding
SPT5_T15_R1_peak_562	XIV	330989	331225	+	67	NA	promoter-TSS (YNL162W)	protein_coding-promoter-TSS (YNL162W)	-215	YNL162W	YNL162W	YNL162W			RPL42A			protein_coding
SPT5_T15_R1_peak_125	IV	926989	927259	+	67	NA	promoter-TSS (YDR231C)	protein_coding-promoter-TSS (YDR231C)	-214	YDR231C	YDR231C	YDR231C			COX20			protein_coding
SPT5_T15_R1_peak_255	VII	197133	197904	+	67	NA	promoter-TSS (YGL162W)	protein_coding-promoter-TSS (YGL162W)	-620	YGL162W	YGL162W	YGL162W			SUT1			protein_coding
SPT5_T15_R1_peak_592	XV	79923	80207	+	67	NA	promoter-TSS (YOL127W)	protein_coding-promoter-TSS (YOL127W)	-283	YOL127W	YOL127W	YOL127W			RPL25			protein_coding
SPT5_T15_R1_peak_352	X	115746	116090	+	67	NA	promoter-TSS (YJL162C)	protein_coding-promoter-TSS (YJL162C)	92	tE(UUC)J	tE(UUC)J	tE(UUC)J			tE(UUC)J			tRNA
SPT5_T15_R1_peak_475	XII	871435	872064	+	67	NA	promoter-TSS (YLR373C)	protein_coding-promoter-TSS (YLR373C)	52	YLR375W	YLR375W	YLR375W			STP3			protein_coding
SPT5_T15_R1_peak_549	XIV	87395	87648	+	67	NA	promoter-TSS (YNL289W)	protein_coding-promoter-TSS (YNL289W)	-376	YNL289W	YNL289W	YNL289W			PCL1			protein_coding
SPT5_T15_R1_peak_362	X	268498	268702	+	67	NA	promoter-TSS (YJL088W)	protein_coding-promoter-TSS (YJL088W)	-199	YJL088W	YJL088W	YJL088W			ARG3			protein_coding
SPT5_T15_R1_peak_671	XVI	256955	257327	+	67	NA	promoter-TSS (YPL156C)	protein_coding-promoter-TSS (YPL156C)	-374	YPL156C	YPL156C	YPL156C			PRM4			protein_coding
SPT5_T15_R1_peak_55	II	628610	628811	+	67	NA	promoter-TSS (YBR203W)	protein_coding-promoter-TSS (YBR203W)	-458	YBR203W	YBR203W	YBR203W			COS111			protein_coding
SPT5_T15_R1_peak_631	XV	742233	742605	+	67	NA	promoter-TSS (YOR211C)	protein_coding-promoter-TSS (YOR211C)	-491	YOR212W	YOR212W	YOR212W			STE4			protein_coding
SPT5_T15_R1_peak_6	I	70954	71328	+	66	NA	promoter-TSS (YAL038W)	protein_coding-promoter-TSS (YAL038W)	-645	YAL038W	YAL038W	YAL038W			CDC19			protein_coding
SPT5_T15_R1_peak_109	IV	556691	556906	+	65	NA	promoter-TSS (YDR050C)	protein_coding-promoter-TSS (YDR050C)	-326	YDR050C	YDR050C	YDR050C			TPI1			protein_coding
SPT5_T15_R1_peak_14	II	36303	36625	+	65	NA	promoter-TSS (YBL099W)	protein_coding-promoter-TSS (YBL099W)	66	tF(GAA)B	tF(GAA)B	tF(GAA)B			tF(GAA)B			tRNA
SPT5_T15_R1_peak_618	XV	494399	494788	+	65	NA	promoter-TSS (YOR092W)	protein_coding-promoter-TSS (YOR092W)	-534	YOR092W	YOR092W	YOR092W			ECM3			protein_coding
SPT5_T15_R1_peak_243	VII	27	547	+	65	NA	Intergenic	Intergenic	-2503	YGL263W	YGL263W	YGL263W			COS12			protein_coding
SPT5_T15_R1_peak_414	XI	382095	382423	+	65	NA	promoter-TSS (YKL030W)	protein_coding-promoter-TSS (YKL030W)	187	YKL031W	YKL031W	YKL031W			YKL031W			protein_coding
SPT5_T15_R1_peak_57	II	680162	680508	+	65	NA	promoter-TSS (YBR230C)	protein_coding-promoter-TSS (YBR230C)	-27	YBR230W-A	YBR230W-A	YBR230W-A			YBR230W-A			protein_coding
SPT5_T15_R1_peak_561	XIV	317828	318296	+	64	NA	promoter-TSS (YNL169C)	protein_coding-promoter-TSS (YNL169C)	-391	YNL169C	YNL169C	YNL169C			PSD1			protein_coding
SPT5_T15_R1_peak_275	VII	584225	584665	+	64	NA	promoter-TSS (YGR044C)	protein_coding-promoter-TSS (YGR044C)	-149	YGR045C	YGR045C	YGR045C			YGR045C			protein_coding
SPT5_T15_R1_peak_331	VIII	292733	294202	+	64	NA	promoter-TSS (YHR094C)	protein_coding-promoter-TSS (YHR094C)	524	YHR095W	YHR095W	YHR095W			YHR095W			protein_coding
SPT5_T15_R1_peak_442	XII	368323	368593	+	63	NA	promoter-TSS (YLR108C)	protein_coding-promoter-TSS (YLR108C)	-323	YLR109W	YLR109W	YLR109W			AHP1			protein_coding
SPT5_T15_R1_peak_209	V	311478	311795	+	63	NA	promoter-TSS (YER075C)	protein_coding-promoter-TSS (YER075C)	-437	YER075C	YER075C	YER075C			PTP3			protein_coding
SPT5_T15_R1_peak_469	XII	758868	759423	+	63	NA	promoter-TSS (YLR312C)	protein_coding-promoter-TSS (YLR312C)	-312	YLR312C	YLR312C	YLR312C			YLR312C			protein_coding
SPT5_T15_R1_peak_295	VII	785426	785887	+	63	NA	promoter-TSS (YGR146C)	protein_coding-promoter-TSS (YGR146C)	-219	YGR146C-A	YGR146C-A	YGR146C-A			YGR146C-A			protein_coding
SPT5_T15_R1_peak_45	II	490166	491124	+	63	NA	promoter-TSS (YBR126C)	protein_coding-promoter-TSS (YBR126C)	-205	YBR126W-A	YBR126W-A	YBR126W-A			YBR126W-A			protein_coding
SPT5_T15_R1_peak_429	XI	666138	666596	+	62	NA	Intergenic	Intergenic	4925	YKR106W	YKR106W	YKR106W			GEX2			protein_coding
SPT5_T15_R1_peak_273	VII	557710	557938	+	62	NA	promoter-TSS (YGR035C)	protein_coding-promoter-TSS (YGR035C)	259	YGR035W-A	YGR035W-A	YGR035W-A			YGR035W-A			protein_coding
SPT5_T15_R1_peak_290	VII	739140	739662	+	62	NA	promoter-TSS (YGR124W)	protein_coding-promoter-TSS (YGR124W)	279	tI(AAU)G	tI(AAU)G	tI(AAU)G			tI(AAU)G			tRNA
SPT5_T15_R1_peak_412	XI	361989	362394	+	62	NA	promoter-TSS (YKL039W)	protein_coding-promoter-TSS (YKL039W)	-363	YKL040C	YKL040C	YKL040C			NFU1			protein_coding
SPT5_T15_R1_peak_269	VII	516106	516525	+	62	NA	promoter-TSS (YGR014W)	protein_coding-promoter-TSS (YGR014W)	-628	YGR014W	YGR014W	YGR014W			MSB2			protein_coding
SPT5_T15_R1_peak_329	VIII	267019	267430	+	61	NA	promoter-TSS (YHR080C)	protein_coding-promoter-TSS (YHR080C)	-314	YHR081W	YHR081W	YHR081W			LRP1			protein_coding
SPT5_T15_R1_peak_441	XII	329151	329592	+	59	NA	promoter-TSS (YLR094C)	protein_coding-promoter-TSS (YLR094C)	-133	YLR094C	YLR094C	YLR094C			GIS3			protein_coding
SPT5_T15_R1_peak_499	XIII	119195	119705	+	59	NA	promoter-TSS (YML075C)	protein_coding-promoter-TSS (YML075C)	-552	YML075C	YML075C	YML075C			HMG1			protein_coding
SPT5_T15_R1_peak_281	VII	650727	651531	+	59	NA	promoter-TSS (YGR086C)	protein_coding-promoter-TSS (YGR086C)	-512	YGR086C	YGR086C	YGR086C			PIL1			protein_coding
SPT5_T15_R1_peak_377	X	622670	623523	+	59	NA	promoter-TSS (YJR104C)	protein_coding-promoter-TSS (YJR104C)	-82	YJR104C	YJR104C	YJR104C			SOD1			protein_coding
SPT5_T15_R1_peak_124	IV	909476	909676	+	59	NA	promoter-TSS (YDR222W)	protein_coding-promoter-TSS (YDR222W)	-478	YDR222W	YDR222W	YDR222W			YDR222W			protein_coding
SPT5_T15_R1_peak_642	XV	901355	901601	+	59	NA	promoter-TSS (YOR312C)	protein_coding-promoter-TSS (YOR312C)	-284	YOR312C	YOR312C	YOR312C			RPL20B			protein_coding
SPT5_T15_R1_peak_157	IV	1524858	1525305	+	59	NA	promoter-TSS (YDR543C)	protein_coding-promoter-TSS (YDR543C)	-148	YDR543C	YDR543C	YDR543C			YDR543C			protein_coding
SPT5_T15_R1_peak_408	XI	308787	309035	+	59	NA	promoter-TSS (YKL068W-A)	protein_coding-promoter-TSS (YKL068W-A)	-295	YKL068W-A	YKL068W-A	YKL068W-A			YKL068W-A			protein_coding
SPT5_T15_R1_peak_270	VII	525652	525891	+	59	NA	exon (YGR019W, exon 1 of 1)	protein_coding-exon (YGR019W, exon 1 of 1)	542	YGR019W	YGR019W	YGR019W			UGA1			protein_coding
SPT5_T15_R1_peak_18	II	135822	136251	+	59	NA	promoter-TSS (YBL043W)	protein_coding-promoter-TSS (YBL043W)	38	YBL044W	YBL044W	YBL044W			YBL044W			protein_coding
SPT5_T15_R1_peak_97	IV	407493	407753	+	59	NA	promoter-TSS (YDL025C)	protein_coding-promoter-TSS (YDL025C)	-417	YDL025C	YDL025C	YDL025C			RTK1			protein_coding
SPT5_T15_R1_peak_389	XI	69547	69814	+	59	NA	exon (YKL198C, exon 1 of 1)	protein_coding-exon (YKL198C, exon 1 of 1)	540	YKL198C	YKL198C	YKL198C			PTK1			protein_coding
SPT5_T15_R1_peak_143	IV	1278567	1279535	+	59	NA	promoter-TSS (YDR406W)	protein_coding-promoter-TSS (YDR406W)	-159	YDR406W	YDR406W	YDR406W			PDR15			protein_coding
SPT5_T15_R1_peak_284	VII	677639	677970	+	59	NA	promoter-TSS (YGR097W)	protein_coding-promoter-TSS (YGR097W)	-891	YGR097W	YGR097W	YGR097W			ASK10			protein_coding
SPT5_T15_R1_peak_384	X	715444	716108	+	59	NA	promoter-TSS (YJR151C)	protein_coding-promoter-TSS (YJR151C)	-36	YJR151C	YJR151C	YJR151C			DAN4			protein_coding
SPT5_T15_R1_peak_213	V	349485	350008	+	59	NA	promoter-TSS (YER094C)	protein_coding-promoter-TSS (YER094C)	-234	YER095W	YER095W	YER095W			RAD51			protein_coding
SPT5_T15_R1_peak_672	XVI	264449	264888	+	59	NA	promoter-TSS (YPL152W)	protein_coding-promoter-TSS (YPL152W)	66	YPL152W-A	YPL152W-A	YPL152W-A			YPL152W-A			protein_coding
SPT5_T15_R1_peak_173	IX	257209	257650	+	58	NA	promoter-TSS (YIL052C)	protein_coding-promoter-TSS (YIL052C)	-366	YIL052C	YIL052C	YIL052C			RPL34B			protein_coding
SPT5_T15_R1_peak_234	VI	107341	107568	+	58	NA	promoter-TSS (YFL013W-A)	protein_coding-promoter-TSS (YFL013W-A)	198	YFL014W	YFL014W	YFL014W			HSP12			protein_coding
SPT5_T15_R1_peak_653	XV	1009624	1010071	+	58	NA	promoter-TSS (YOR357C)	protein_coding-promoter-TSS (YOR357C)	-135	YOR357C	YOR357C	YOR357C			SNX3			protein_coding
SPT5_T15_R1_peak_503	XIII	220945	221161	+	58	NA	promoter-TSS (YML027W)	protein_coding-promoter-TSS (YML027W)	-353	YML027W	YML027W	YML027W			YOX1			protein_coding
SPT5_T15_R1_peak_159	IX	77458	77831	+	58	NA	promoter-TSS (YIL144W)	protein_coding-promoter-TSS (YIL144W)	-361	YIL145C	YIL145C	YIL145C			PAN6			protein_coding
SPT5_T15_R1_peak_687	XVI	453371	454041	+	58	NA	promoter-TSS (YPL056C)	protein_coding-promoter-TSS (YPL056C)	29	YPL056C	YPL056C	YPL056C			LCL1			protein_coding
SPT5_T15_R1_peak_602	XV	232044	232361	+	58	NA	promoter-TSS (YOL052C-A)	protein_coding-promoter-TSS (YOL052C-A)	-447	YOL052C-A	YOL052C-A	YOL052C-A			DDR2			protein_coding
SPT5_T15_R1_peak_271	VII	528430	528973	+	58	NA	promoter-TSS (YGR023W)	protein_coding-promoter-TSS (YGR023W)	-563	YGR023W	YGR023W	YGR023W			MTL1			protein_coding
SPT5_T15_R1_peak_65	III	122589	122874	+	58	NA	promoter-TSS (YCR005C)	protein_coding-promoter-TSS (YCR005C)	272	YCR006C	YCR006C	YCR006C			YCR006C			protein_coding
SPT5_T15_R1_peak_421	XI	518794	519287	+	58	NA	promoter-TSS (YKR040C)	protein_coding-promoter-TSS (YKR040C)	-474	YKR040C	YKR040C	YKR040C			YKR040C			protein_coding
SPT5_T15_R1_peak_118	IV	794094	794392	+	58	NA	promoter-TSS (YDR169C)	protein_coding-promoter-TSS (YDR169C)	-354	YDR169C	YDR169C	YDR169C			STB3			protein_coding
SPT5_T15_R1_peak_310	VII	993887	994236	+	58	NA	promoter-TSS (YGR250C)	protein_coding-promoter-TSS (YGR250C)	-540	YGR250C	YGR250C	YGR250C			YGR250C			protein_coding
SPT5_T15_R1_peak_518	XIII	433402	434108	+	58	NA	Intergenic	Intergenic	-1033	YMR083W	YMR083W	YMR083W			ADH3			protein_coding
SPT5_T15_R1_peak_15	II	45101	45343	+	58	NA	promoter-TSS (YBL092W)	protein_coding-promoter-TSS (YBL092W)	-304	YBL093C	YBL093C	YBL093C			ROX3			protein_coding
SPT5_T15_R1_peak_46	II	504535	504766	+	58	NA	promoter-TSS (YBR133C)	protein_coding-promoter-TSS (YBR133C)	-204	YBR135W	YBR135W	YBR135W			CKS1			protein_coding
SPT5_T15_R1_peak_306	VII	951327	951609	+	58	NA	promoter-TSS (YGR229C)	protein_coding-promoter-TSS (YGR229C)	-426	YGR230W	YGR230W	YGR230W			BNS1			protein_coding
SPT5_T15_R1_peak_386	XI	21550	21844	+	57	NA	promoter-TSS (YKL217W)	protein_coding-promoter-TSS (YKL217W)	-537	YKL217W	YKL217W	YKL217W			JEN1			protein_coding
SPT5_T15_R1_peak_679	XVI	378569	378881	+	57	NA	promoter-TSS (YPL090C)	protein_coding-promoter-TSS (YPL090C)	-330	YPL090C	YPL090C	YPL090C			RPS6A			protein_coding
SPT5_T15_R1_peak_385	XI	107	504	+	57	NA	promoter-TSS (YKL225W)	protein_coding-promoter-TSS (YKL225W)	-146	YKL225W	YKL225W	YKL225W			YKL225W			protein_coding
SPT5_T15_R1_peak_37	II	392439	392699	+	57	NA	promoter-TSS (YBR076C-A)	protein_coding-promoter-TSS (YBR076C-A)	-276	YBR077C	YBR077C	YBR077C			SLM4			protein_coding
SPT5_T15_R1_peak_191	V	140570	141454	+	57	NA	promoter-TSS (YEL007W)	protein_coding-promoter-TSS (YEL007W)	-194	YEL008C-A	YEL008C-A	YEL008C-A			YEL008C-A			protein_coding
SPT5_T15_R1_peak_357	X	173272	173539	+	56	NA	TTS (YJL129C)	protein_coding-TTS (YJL129C)	-1038	YJL130C	YJL130C	YJL130C			URA2			protein_coding
SPT5_T15_R1_peak_570	XIV	440885	441231	+	56	NA	promoter-TSS (YNL097C-B)	protein_coding-promoter-TSS (YNL097C-B)	-139	YNL097C-B	YNL097C-B	YNL097C-B			YNL097C-B			protein_coding
SPT5_T15_R1_peak_681	XVI	406302	406500	+	56	NA	promoter-TSS (YPL079W)	protein_coding-promoter-TSS (YPL079W)	97	YPL080C	YPL080C	YPL080C			YPL080C			protein_coding
SPT5_T15_R1_peak_186	V	80028	80278	+	56	NA	promoter-TSS (YEL038W)	protein_coding-promoter-TSS (YEL038W)	-176	YEL039C	YEL039C	YEL039C			CYC7			protein_coding
SPT5_T15_R1_peak_188	V	99901	100168	+	56	NA	promoter-TSS (YEL027W)	protein_coding-promoter-TSS (YEL027W)	-99	tM(CAU)E	tM(CAU)E	tM(CAU)E			IMT4			tRNA
SPT5_T15_R1_peak_464	XII	677718	678036	+	55	NA	promoter-TSS (YLR266C)	protein_coding-promoter-TSS (YLR266C)	-153	YLR266C	YLR266C	YLR266C			PDR8			protein_coding
SPT5_T15_R1_peak_320	VIII	98317	98684	+	55	NA	promoter-TSS (YHL004W)	protein_coding-promoter-TSS (YHL004W)	295	YHL006C	YHL006C	YHL006C			SHU1			protein_coding
SPT5_T15_R1_peak_479	XII	924739	924961	+	55	NA	promoter-TSS (YLR401C)	protein_coding-promoter-TSS (YLR401C)	-39	YLR402W	YLR402W	YLR402W			YLR402W			protein_coding
SPT5_T15_R1_peak_226	V	569833	570506	+	55	NA	promoter-TSS (YER188C-A)	protein_coding-promoter-TSS (YER188C-A)	-262	YER188C-A	YER188C-A	YER188C-A			YER188C-A			protein_coding
SPT5_T15_R1_peak_501	XIII	169959	170193	+	55	NA	promoter-TSS (YML052W)	protein_coding-promoter-TSS (YML052W)	-322	YML053C	YML053C	YML053C			YML053C			protein_coding
SPT5_T15_R1_peak_23	II	167965	168279	+	55	NA	promoter-TSS (YBL027W)	protein_coding-promoter-TSS (YBL027W)	-284	YBL028C	YBL028C	YBL028C			YBL028C			protein_coding
SPT5_T15_R1_peak_254	VII	165928	166446	+	54	NA	Intergenic	Intergenic	-1096	YGL179C	YGL179C	YGL179C			TOS3			protein_coding
SPT5_T15_R1_peak_366	X	337769	338035	+	54	NA	promoter-TSS (YJL052W)	protein_coding-promoter-TSS (YJL052W)	101	YJL052C-A	YJL052C-A	YJL052C-A			YJL052C-A			protein_coding
SPT5_T15_R1_peak_66	III	123552	123749	+	54	NA	promoter-TSS (YCR006C)	protein_coding-promoter-TSS (YCR006C)	-2	tP(AGG)C	tP(AGG)C	tP(AGG)C			SUF2			tRNA
SPT5_T15_R1_peak_422	XI	533626	533919	+	54	NA	promoter-TSS (YKR052C)	protein_coding-promoter-TSS (YKR052C)	-308	YKR052C	YKR052C	YKR052C			MRS4			protein_coding
SPT5_T15_R1_peak_291	VII	754074	754421	+	54	NA	promoter-TSS (YGR130C)	protein_coding-promoter-TSS (YGR130C)	-403	YGR130C	YGR130C	YGR130C			YGR130C			protein_coding
SPT5_T15_R1_peak_336	VIII	341961	342422	+	53	NA	promoter-TSS (YHR115C)	protein_coding-promoter-TSS (YHR115C)	-158	YHR117W	YHR117W	YHR117W			TOM71			protein_coding
SPT5_T15_R1_peak_495	XIII	91120	91336	+	53	NA	promoter-TSS (YML091C)	protein_coding-promoter-TSS (YML091C)	181	YML089C	YML089C	YML089C			YML089C			protein_coding
SPT5_T15_R1_peak_401	XI	203086	203407	+	53	NA	promoter-TSS (YKL127W)	protein_coding-promoter-TSS (YKL127W)	247	tK(CUU)K	tK(CUU)K	tK(CUU)K			tK(CUU)K			tRNA
SPT5_T15_R1_peak_201	V	268415	268720	+	53	NA	promoter-TSS (YER056C)	protein_coding-promoter-TSS (YER056C)	-454	YER056C	YER056C	YER056C			FCY2			protein_coding
SPT5_T15_R1_peak_130	IV	1011519	1011895	+	52	NA	promoter-TSS (YDR275W)	protein_coding-promoter-TSS (YDR275W)	253	YDR274C	YDR274C	YDR274C			YDR274C			protein_coding
SPT5_T15_R1_peak_86	IV	258473	258781	+	52	NA	promoter-TSS (YDL112W)	protein_coding-promoter-TSS (YDL112W)	-72	YDL113C	YDL113C	YDL113C			ATG20			protein_coding
SPT5_T15_R1_peak_59	II	770615	770814	+	52	NA	promoter-TSS (YBR283C)	protein_coding-promoter-TSS (YBR283C)	-299	YBR283C	YBR283C	YBR283C			SSH1			protein_coding
SPT5_T15_R1_peak_484	XII	1012185	1012618	+	52	NA	promoter-TSS (YLR437C)	protein_coding-promoter-TSS (YLR437C)	-100	YLR438W	YLR438W	YLR438W			CAR2			protein_coding
SPT5_T15_R1_peak_149	IV	1401367	1401638	+	52	NA	promoter-TSS (YDR470C)	protein_coding-promoter-TSS (YDR470C)	-268	YDR471W	YDR471W	YDR471W			RPL27B			protein_coding
SPT5_T15_R1_peak_83	IV	234161	234692	+	51	NA	promoter-TSS (YDL127W)	protein_coding-promoter-TSS (YDL127W)	-501	YDL127W	YDL127W	YDL127W			PCL2			protein_coding
SPT5_T15_R1_peak_268	VII	483058	484204	+	50	NA	promoter-TSS (YGL007C-A)	protein_coding-promoter-TSS (YGL007C-A)	371	YGL007W	YGL007W	YGL007W			BRP1			protein_coding
SPT5_T15_R1_peak_4	I	45337	45722	+	50	NA	promoter-TSS (YAL053W)	protein_coding-promoter-TSS (YAL053W)	-370	YAL053W	YAL053W	YAL053W			FLC2			protein_coding
SPT5_T15_R1_peak_81	IV	217268	217484	+	50	NA	promoter-TSS (YDL136W)	protein_coding-promoter-TSS (YDL136W)	-224	YDL136W	YDL136W	YDL136W			RPL35B			protein_coding
SPT5_T15_R1_peak_144	IV	1289149	1289495	+	50	NA	promoter-TSS (YDR408C)	protein_coding-promoter-TSS (YDR408C)	-84	YDR409W	YDR409W	YDR409W			SIZ1			protein_coding
