PeakID (cmd=annotatePeaks.pl SPT5_T0_R2_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T0_R2_peak_516	XV	769948	770303	+	55	NA	promoter-TSS (YOR230W)	protein_coding-promoter-TSS (YOR230W)	-675	YOR230W	YOR230W	YOR230W			WTM1			protein_coding
SPT5_T0_R2_peak_555	XVI	645184	645801	+	53	NA	promoter-TSS (YPR036W-A)	protein_coding-promoter-TSS (YPR036W-A)	-458	YPR036W-A	YPR036W-A	YPR036W-A			SPO24			protein_coding
SPT5_T0_R2_peak_339	XI	322496	322748	+	53	NA	promoter-TSS (YKL062W)	protein_coding-promoter-TSS (YKL062W)	-606	YKL062W	YKL062W	YKL062W			MSN4			protein_coding
SPT5_T0_R2_peak_440	XIII	773887	774498	+	53	NA	promoter-TSS (YMR251W-A)	protein_coding-promoter-TSS (YMR251W-A)	-560	YMR251W-A	YMR251W-A	YMR251W-A			HOR7			protein_coding
SPT5_T0_R2_peak_452	XIV	88942	90087	+	53	NA	promoter-TSS (YNL288W)	protein_coding-promoter-TSS (YNL288W)	304	snR40	snR40	snR40			snR40			snoRNA
SPT5_T0_R2_peak_460	XIV	355347	355984	+	52	NA	promoter-TSS (YNL144C)	protein_coding-promoter-TSS (YNL144C)	-623	YNL144C	YNL144C	YNL144C			YNL144C			protein_coding
SPT5_T0_R2_peak_81	IV	221955	222201	+	52	NA	promoter-TSS (YDL133C-A)	protein_coding-promoter-TSS (YDL133C-A)	-277	YDL133C-A	YDL133C-A	YDL133C-A			RPL41B			protein_coding
SPT5_T0_R2_peak_227	VII	438520	438780	+	51	NA	promoter-TSS (YGL030W)	protein_coding-promoter-TSS (YGL030W)	-441	YGL030W	YGL030W	YGL030W			RPL30			protein_coding
SPT5_T0_R2_peak_344	XI	385157	385707	+	50	NA	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-326	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
SPT5_T0_R2_peak_374	XII	658128	658471	+	50	NA	promoter-TSS (YLR257W)	protein_coding-promoter-TSS (YLR257W)	-527	YLR257W	YLR257W	YLR257W			YLR257W			protein_coding
SPT5_T0_R2_peak_365	XII	449501	450754	+	49	NA	Intergenic	Intergenic	-1406	tQ(UUG)L	tQ(UUG)L	tQ(UUG)L			tQ(UUG)L			tRNA
SPT5_T0_R2_peak_18	II	60860	61140	+	49	NA	promoter-TSS (YBL087C)	protein_coding-promoter-TSS (YBL087C)	-261	YBL087C	YBL087C	YBL087C			RPL23A			protein_coding
SPT5_T0_R2_peak_411	XIII	124279	124531	+	49	NA	promoter-TSS (YML073C)	protein_coding-promoter-TSS (YML073C)	-233	YML073C	YML073C	YML073C			RPL6A			protein_coding
SPT5_T0_R2_peak_346	XI	463027	463815	+	49	NA	promoter-TSS (YKR011C)	protein_coding-promoter-TSS (YKR011C)	-538	YKR013W	YKR013W	YKR013W			PRY2			protein_coding
SPT5_T0_R2_peak_313	X	623143	623808	+	49	NA	promoter-TSS (YJR104C)	protein_coding-promoter-TSS (YJR104C)	-106	YJR105W	YJR105W	YJR105W			ADO1			protein_coding
SPT5_T0_R2_peak_237	VII	592416	592890	+	49	NA	promoter-TSS (YGR050C)	protein_coding-promoter-TSS (YGR050C)	-211	YGR050C	YGR050C	YGR050C			YGR050C			protein_coding
SPT5_T0_R2_peak_535	XVI	6615	6905	+	49	NA	promoter-TSS (YPL283C)	protein_coding-promoter-TSS (YPL283C)	-753	YPL283C	YPL283C	YPL283C			YRF1-7			protein_coding
SPT5_T0_R2_peak_334	XI	248095	248500	+	49	NA	promoter-TSS (YKL101W)	protein_coding-promoter-TSS (YKL101W)	70	YKL102C	YKL102C	YKL102C			YKL102C			protein_coding
SPT5_T0_R2_peak_551	XVI	502483	503101	+	49	NA	promoter-TSS (YPL024W)	protein_coding-promoter-TSS (YPL024W)	238	YPL025C	YPL025C	YPL025C			YPL025C			protein_coding
SPT5_T0_R2_peak_257	VII	976863	977088	+	49	NA	promoter-TSS (YGR241C)	protein_coding-promoter-TSS (YGR241C)	-361	YGR243W	YGR243W	YGR243W			MPC3			protein_coding
SPT5_T0_R2_peak_415	XIII	195958	196409	+	49	NA	promoter-TSS (YML039W)	protein_coding-promoter-TSS (YML039W)	-13	tP(UGG)M	tP(UGG)M	tP(UGG)M			SUF7			tRNA
SPT5_T0_R2_peak_50	II	628605	628822	+	49	NA	promoter-TSS (YBR203W)	protein_coding-promoter-TSS (YBR203W)	-455	YBR203W	YBR203W	YBR203W			COS111			protein_coding
SPT5_T0_R2_peak_5	I	72424	73210	+	49	NA	TTS (YAL037C-A)	protein_coding-TTS (YAL037C-A)	483	YAL037C-B	YAL037C-B	YAL037C-B			YAL037C-B			protein_coding
SPT5_T0_R2_peak_241	VII	733365	733732	+	49	NA	promoter-TSS (YGR121C)	protein_coding-promoter-TSS (YGR121C)	136	YGR121W-A	YGR121W-A	YGR121W-A			YGR121W-A			protein_coding
SPT5_T0_R2_peak_372	XII	638441	639544	+	48	NA	exon (YLR249W, exon 1 of 1)	protein_coding-exon (YLR249W, exon 1 of 1)	-1325	YLR250W	YLR250W	YLR250W			SSP120			protein_coding
SPT5_T0_R2_peak_552	XVI	581983	582188	+	48	NA	promoter-TSS (YPR010C)	protein_coding-promoter-TSS (YPR010C)	23	tK(CUU)P	tK(CUU)P	tK(CUU)P			tK(CUU)P			tRNA
SPT5_T0_R2_peak_383	XII	818737	819136	+	48	NA	promoter-TSS (YLR344W)	protein_coding-promoter-TSS (YLR344W)	327	tR(CCG)L	tR(CCG)L	tR(CCG)L			TRR4			tRNA
SPT5_T0_R2_peak_305	X	374110	374486	+	47	NA	promoter-TSS (YJL039C)	protein_coding-promoter-TSS (YJL039C)	197	tD(GUC)J3	tD(GUC)J3	tD(GUC)J3			tD(GUC)J3			tRNA
SPT5_T0_R2_peak_162	V	56299	56621	+	47	NA	promoter-TSS (YEL052W)	protein_coding-promoter-TSS (YEL052W)	-111	YEL052W	YEL052W	YEL052W			AFG1			protein_coding
SPT5_T0_R2_peak_87	IV	330540	330966	+	47	NA	promoter-TSS (YDL070W)	protein_coding-promoter-TSS (YDL070W)	-271	YDL070W	YDL070W	YDL070W			BDF2			protein_coding
SPT5_T0_R2_peak_157	MT	73793	74184	+	47	NA	promoter-TSS (Q0255)	protein_coding-promoter-TSS (Q0255)	230	Q0250	Q0250	Q0250			COX2			protein_coding
SPT5_T0_R2_peak_542	XVI	114194	114825	+	47	NA	promoter-TSS (YPL230W)	protein_coding-promoter-TSS (YPL230W)	-803	YPL230W	YPL230W	YPL230W			USV1			protein_coding
SPT5_T0_R2_peak_510	XV	522698	522903	+	47	NA	promoter-TSS (YOR108W)	protein_coding-promoter-TSS (YOR108W)	-227	YOR108W	YOR108W	YOR108W			LEU9			protein_coding
SPT5_T0_R2_peak_299	X	220299	220742	+	47	NA	promoter-TSS (YJL106W)	protein_coding-promoter-TSS (YJL106W)	-504	YJL107C	YJL107C	YJL107C			YJL107C			protein_coding
SPT5_T0_R2_peak_311	X	525848	526116	+	47	NA	promoter-TSS (YJR047C)	protein_coding-promoter-TSS (YJR047C)	-353	YJR048W	YJR048W	YJR048W			CYC1			protein_coding
SPT5_T0_R2_peak_97	IV	507344	507601	+	47	NA	promoter-TSS (YDR033W)	protein_coding-promoter-TSS (YDR033W)	-675	YDR033W	YDR033W	YDR033W			MRH1			protein_coding
SPT5_T0_R2_peak_400	XII	1012114	1012554	+	47	NA	promoter-TSS (YLR437C)	protein_coding-promoter-TSS (YLR437C)	-167	YLR438W	YLR438W	YLR438W			CAR2			protein_coding
SPT5_T0_R2_peak_73	III	295513	295719	+	47	NA	TTS (YCR097W-A)	protein_coding-TTS (YCR097W-A)	132	tT(AGU)C	tT(AGU)C	tT(AGU)C			tT(AGU)C			tRNA
SPT5_T0_R2_peak_515	XV	761491	762418	+	47	NA	promoter-TSS (YOR224C)	protein_coding-promoter-TSS (YOR224C)	130	YOR226C	YOR226C	YOR226C			ISU2			protein_coding
SPT5_T0_R2_peak_47	II	605891	606222	+	47	NA	promoter-TSS (YBR190W)	protein_coding-promoter-TSS (YBR190W)	90	YBR190W	YBR190W	YBR190W			YBR190W			protein_coding
SPT5_T0_R2_peak_442	XIII	797950	798324	+	47	NA	promoter-TSS (YMR265C)	protein_coding-promoter-TSS (YMR265C)	-212	YMR265C	YMR265C	YMR265C			YMR265C			protein_coding
SPT5_T0_R2_peak_376	XII	710543	710826	+	47	NA	promoter-TSS (YLR286C)	protein_coding-promoter-TSS (YLR286C)	-548	YLR286C	YLR286C	YLR286C			CTS1			protein_coding
SPT5_T0_R2_peak_45	II	555425	556182	+	47	NA	promoter-TSS (YBR158W)	protein_coding-promoter-TSS (YBR158W)	-746	YBR158W	YBR158W	YBR158W			AMN1			protein_coding
SPT5_T0_R2_peak_272	VIII	126002	126344	+	47	NA	promoter-TSS (YHR009C)	protein_coding-promoter-TSS (YHR009C)	-348	YHR010W	YHR010W	YHR010W			RPL27A			protein_coding
SPT5_T0_R2_peak_333	XI	230319	231092	+	47	NA	promoter-TSS (YKL110C)	protein_coding-promoter-TSS (YKL110C)	-825	YKL110C	YKL110C	YKL110C			KTI12			protein_coding
SPT5_T0_R2_peak_562	XVI	812805	813012	+	47	NA	promoter-TSS (YPR138C)	protein_coding-promoter-TSS (YPR138C)	-455	YPR138C	YPR138C	YPR138C			MEP3			protein_coding
SPT5_T0_R2_peak_188	V	422623	423458	+	47	NA	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-594	YER130C	YER130C	YER130C			COM2			protein_coding
SPT5_T0_R2_peak_63	III	127411	127933	+	47	NA	promoter-TSS (YCR007C)	protein_coding-promoter-TSS (YCR007C)	-44	tN(GUU)C	tN(GUU)C	tN(GUU)C			tN(GUU)C			tRNA
SPT5_T0_R2_peak_331	XI	203089	203373	+	47	NA	promoter-TSS (YKL127W)	protein_coding-promoter-TSS (YKL127W)	232	tK(CUU)K	tK(CUU)K	tK(CUU)K			tK(CUU)K			tRNA
SPT5_T0_R2_peak_378	XII	728298	728704	+	47	NA	promoter-TSS (YLR299C-A)	protein_coding-promoter-TSS (YLR299C-A)	-454	YLR300W	YLR300W	YLR300W			EXG1			protein_coding
SPT5_T0_R2_peak_559	XVI	770774	771016	+	47	NA	promoter-TSS (YPR119W)	protein_coding-promoter-TSS (YPR119W)	-758	YPR119W	YPR119W	YPR119W			CLB2			protein_coding
SPT5_T0_R2_peak_384	XII	828188	828581	+	47	NA	promoter-TSS (YLR348C)	protein_coding-promoter-TSS (YLR348C)	-346	YLR350W	YLR350W	YLR350W			ORM2			protein_coding
SPT5_T0_R2_peak_377	XII	723098	723774	+	47	NA	promoter-TSS (YLR297W)	protein_coding-promoter-TSS (YLR297W)	458	YLR296W	YLR296W	YLR296W			YLR296W			protein_coding
SPT5_T0_R2_peak_72	III	246666	246866	+	46	NA	promoter-TSS (YCR073C)	protein_coding-promoter-TSS (YCR073C)	-183	YCR073C	YCR073C	YCR073C			SSK22			protein_coding
SPT5_T0_R2_peak_421	XIII	302748	303018	+	45	NA	promoter-TSS (YMR015C)	protein_coding-promoter-TSS (YMR015C)	-398	YMR015C	YMR015C	YMR015C			ERG5			protein_coding
SPT5_T0_R2_peak_99	IV	539042	539626	+	45	NA	promoter-TSS (YDR040C)	protein_coding-promoter-TSS (YDR040C)	-469	YDR041W	YDR041W	YDR041W			RSM10			protein_coding
SPT5_T0_R2_peak_17	II	47053	47459	+	45	NA	promoter-TSS (YBL091C-A)	protein_coding-promoter-TSS (YBL091C-A)	-76	YBL091C-A	YBL091C-A	YBL091C-A			SCS22			protein_coding
SPT5_T0_R2_peak_201	VI	54914	55266	+	45	NA	promoter-TSS (YFL039C)	protein_coding-promoter-TSS (YFL039C)	-394	YFL039C	YFL039C	YFL039C			ACT1			protein_coding
SPT5_T0_R2_peak_54	II	697621	698008	+	45	NA	promoter-TSS (YBR238C)	protein_coding-promoter-TSS (YBR238C)	-512	YBR238C	YBR238C	YBR238C			YBR238C			protein_coding
SPT5_T0_R2_peak_505	XV	487366	487619	+	45	NA	promoter-TSS (YOR086C)	protein_coding-promoter-TSS (YOR086C)	53	tN(GUU)O2	tN(GUU)O2	tN(GUU)O2			tN(GUU)O2			tRNA
SPT5_T0_R2_peak_439	XIII	758730	759454	+	44	NA	promoter-TSS (YMR244C-A)	protein_coding-promoter-TSS (YMR244C-A)	-261	YMR244C-A	YMR244C-A	YMR244C-A			COA6			protein_coding
SPT5_T0_R2_peak_450	XIV	62963	63664	+	44	NA	promoter-TSS (YNL302C)	protein_coding-promoter-TSS (YNL302C)	-370	YNL302C	YNL302C	YNL302C			RPS19B			protein_coding
SPT5_T0_R2_peak_221	VII	366085	366366	+	44	NA	promoter-TSS (YGL076C)	protein_coding-promoter-TSS (YGL076C)	-229	YGL076C	YGL076C	YGL076C			RPL7A			protein_coding
SPT5_T0_R2_peak_107	IV	811762	811978	+	44	NA	promoter-TSS (YDR173C)	protein_coding-promoter-TSS (YDR173C)	-238	YDR173C	YDR173C	YDR173C			ARG82			protein_coding
SPT5_T0_R2_peak_369	XII	521972	522585	+	43	NA	promoter-TSS (YLR183C)	protein_coding-promoter-TSS (YLR183C)	172	YLR184W	YLR184W	YLR184W			YLR184W			protein_coding
SPT5_T0_R2_peak_425	XIII	362290	363093	+	43	NA	promoter-TSS (YMR045C)	protein_coding-promoter-TSS (YMR045C)	-11	YMR046W-A	YMR046W-A	YMR046W-A			YMR046W-A			protein_coding
SPT5_T0_R2_peak_96	IV	488808	489387	+	42	NA	promoter-TSS (YDR022C)	protein_coding-promoter-TSS (YDR022C)	-227	tV(UAC)D	tV(UAC)D	tV(UAC)D			tV(UAC)D			tRNA
SPT5_T0_R2_peak_330	XI	164509	164818	+	42	NA	promoter-TSS (YKL152C)	protein_coding-promoter-TSS (YKL152C)	-278	YKL152C	YKL152C	YKL152C			GPM1			protein_coding
SPT5_T0_R2_peak_464	XIV	479319	479833	+	42	NA	promoter-TSS (YNL078W)	protein_coding-promoter-TSS (YNL078W)	-192	YNL078W	YNL078W	YNL078W			NIS1			protein_coding
SPT5_T0_R2_peak_548	XVI	406168	406540	+	42	NA	promoter-TSS (YPL079W)	protein_coding-promoter-TSS (YPL079W)	144	YPL080C	YPL080C	YPL080C			YPL080C			protein_coding
SPT5_T0_R2_peak_205	VI	106459	106657	+	40	NA	promoter-TSS (YFL014W)	protein_coding-promoter-TSS (YFL014W)	143	YFL015W-A	YFL015W-A	YFL015W-A			YFL015W-A			protein_coding
SPT5_T0_R2_peak_239	VII	706882	707199	+	39	NA	promoter-TSS (YGR109C)	protein_coding-promoter-TSS (YGR109C)	139	tC(GCA)G	tC(GCA)G	tC(GCA)G			tC(GCA)G			tRNA
SPT5_T0_R2_peak_22	II	140486	141149	+	39	NA	promoter-TSS (YBL041W)	protein_coding-promoter-TSS (YBL041W)	-430	YBL041W	YBL041W	YBL041W			PRE7			protein_coding
SPT5_T0_R2_peak_504	XV	462451	462730	+	39	NA	TTS (YOR072W)	protein_coding-TTS (YOR072W)	799	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
SPT5_T0_R2_peak_242	VII	739150	739491	+	39	NA	promoter-TSS (YGR124W)	protein_coding-promoter-TSS (YGR124W)	198	tI(AAU)G	tI(AAU)G	tI(AAU)G			tI(AAU)G			tRNA
SPT5_T0_R2_peak_380	XII	737644	737999	+	39	NA	promoter-TSS (YLR304C)	protein_coding-promoter-TSS (YLR304C)	-273	YLR304C	YLR304C	YLR304C			ACO1			protein_coding
SPT5_T0_R2_peak_51	II	642683	642967	+	39	NA	promoter-TSS (YBR208C)	protein_coding-promoter-TSS (YBR208C)	242	YBR209W	YBR209W	YBR209W			YBR209W			protein_coding
SPT5_T0_R2_peak_375	XII	704328	705077	+	39	NA	promoter-TSS (YLR278C)	protein_coding-promoter-TSS (YLR278C)	131	YLR280C	YLR280C	YLR280C			YLR280C			protein_coding
SPT5_T0_R2_peak_172	V	211929	212339	+	39	NA	promoter-TSS (YER028C)	protein_coding-promoter-TSS (YER028C)	-258	YER028C	YER028C	YER028C			MIG3			protein_coding
SPT5_T0_R2_peak_357	XII	92562	92921	+	39	NA	TTS (tP(UGG)L)	tRNA-TTS (tP(UGG)L)	193	tP(UGG)L	tP(UGG)L	tP(UGG)L			tP(UGG)L			tRNA
SPT5_T0_R2_peak_52	II	668333	668756	+	39	NA	promoter-TSS (YBR222C)	protein_coding-promoter-TSS (YBR222C)	-177	YBR223W-A	YBR223W-A	YBR223W-A			YBR223W-A			protein_coding
SPT5_T0_R2_peak_123	IV	1355652	1355922	+	39	NA	promoter-TSS (YDR447C)	protein_coding-promoter-TSS (YDR447C)	-234	YDR447C	YDR447C	YDR447C			RPS17B			protein_coding
SPT5_T0_R2_peak_356	XII	84152	84391	+	39	NA	promoter-TSS (YLL028W)	protein_coding-promoter-TSS (YLL028W)	-533	YLL028W	YLL028W	YLL028W			TPO1			protein_coding
SPT5_T0_R2_peak_70	III	228630	228992	+	39	NA	promoter-TSS (YCR064C)	protein_coding-promoter-TSS (YCR064C)	-306	YCR064C	YCR064C	YCR064C			YCR064C			protein_coding
SPT5_T0_R2_peak_379	XII	734719	735022	+	39	NA	promoter-TSS (tI(AAU)L1)	tRNA-promoter-TSS (tI(AAU)L1)	68	tI(AAU)L1	tI(AAU)L1	tI(AAU)L1			tI(AAU)L1			tRNA
SPT5_T0_R2_peak_557	XVI	695141	695591	+	39	NA	promoter-TSS (YPR074C)	protein_coding-promoter-TSS (YPR074C)	348	YPR074W-A	YPR074W-A	YPR074W-A			YPR074W-A			protein_coding
SPT5_T0_R2_peak_166	V	86519	86739	+	39	NA	promoter-TSS (YEL032W)	protein_coding-promoter-TSS (YEL032W)	25	tS(AGA)E	tS(AGA)E	tS(AGA)E			tS(AGA)E			tRNA
SPT5_T0_R2_peak_373	XII	650881	651265	+	39	NA	promoter-TSS (YLR256W-A)	protein_coding-promoter-TSS (YLR256W-A)	-44	YLR256W-A	YLR256W-A	YLR256W-A			YLR256W-A			protein_coding
SPT5_T0_R2_peak_438	XIII	653399	653723	+	39	NA	promoter-TSS (YMR194C-A)	protein_coding-promoter-TSS (YMR194C-A)	-425	YMR194C-A	YMR194C-A	YMR194C-A			YMR194C-A			protein_coding
SPT5_T0_R2_peak_213	VII	10094	10353	+	39	NA	promoter-TSS (YGL258W)	protein_coding-promoter-TSS (YGL258W)	-887	YGL258W	YGL258W	YGL258W			VEL1			protein_coding
SPT5_T0_R2_peak_497	XV	234199	234614	+	39	NA	promoter-TSS (YOL051W)	protein_coding-promoter-TSS (YOL051W)	60	snR81	snR81	snR81			snR81			snoRNA
SPT5_T0_R2_peak_519	XV	832178	832713	+	39	NA	promoter-TSS (YOR271C)	protein_coding-promoter-TSS (YOR271C)	113	snR8	snR8	snR8			snR8			snoRNA
SPT5_T0_R2_peak_108	IV	835828	836214	+	39	NA	promoter-TSS (YDR186C)	protein_coding-promoter-TSS (YDR186C)	-400	YDR188W	YDR188W	YDR188W			CCT6			protein_coding
SPT5_T0_R2_peak_216	VII	149061	149313	+	39	NA	promoter-TSS (YGL188C-A)	protein_coding-promoter-TSS (YGL188C-A)	-223	YGL188C-A	YGL188C-A	YGL188C-A			YGL188C-A			protein_coding
SPT5_T0_R2_peak_389	XII	875343	875547	+	39	NA	promoter-TSS (YLR377C)	protein_coding-promoter-TSS (YLR377C)	69	tK(UUU)L	tK(UUU)L	tK(UUU)L			tK(UUU)L			tRNA
SPT5_T0_R2_peak_60	III	82404	82600	+	39	NA	promoter-TSS (YCL022C)	protein_coding-promoter-TSS (YCL022C)	31	tE(UUC)C	tE(UUC)C	tE(UUC)C			tE(UUC)C			tRNA
SPT5_T0_R2_peak_69	III	224883	225452	+	39	NA	promoter-TSS (YCR059C)	protein_coding-promoter-TSS (YCR059C)	-396	YCR061W	YCR061W	YCR061W			YCR061W			protein_coding
SPT5_T0_R2_peak_301	X	227806	228032	+	39	NA	TTS (YJL104W)	protein_coding-TTS (YJL104W)	560	snR37	snR37	snR37			snR37			snoRNA
SPT5_T0_R2_peak_248	VII	823478	823823	+	39	NA	promoter-TSS (YGR161C-C)	protein_coding-promoter-TSS (YGR161C-C)	168	tV(AAC)G2	tV(AAC)G2	tV(AAC)G2			tV(AAC)G2			tRNA
SPT5_T0_R2_peak_117	IV	1150641	1150925	+	38	NA	promoter-TSS (YDR339C)	protein_coding-promoter-TSS (YDR339C)	-98	YDR340W	YDR340W	YDR340W			YDR340W			protein_coding
SPT5_T0_R2_peak_195	V	467631	468103	+	38	NA	promoter-TSS (YER149C)	protein_coding-promoter-TSS (YER149C)	-397	YER149C	YER149C	YER149C			PEA2			protein_coding
SPT5_T0_R2_peak_276	VIII	267114	267428	+	38	NA	promoter-TSS (YHR080C)	protein_coding-promoter-TSS (YHR080C)	-267	YHR081W	YHR081W	YHR081W			LRP1			protein_coding
SPT5_T0_R2_peak_480	XIV	664969	665250	+	38	NA	promoter-TSS (YNR019W)	protein_coding-promoter-TSS (YNR019W)	-230	YNR019W	YNR019W	YNR019W			ARE2			protein_coding
SPT5_T0_R2_peak_321	XI	25928	26269	+	38	NA	TTS (YKL215C)	protein_coding-TTS (YKL215C)	883	YKL216W	YKL216W	YKL216W			URA1			protein_coding
SPT5_T0_R2_peak_266	VIII	17420	18085	+	38	NA	TTS (YHL041W)	protein_coding-TTS (YHL041W)	360	YHL041W	YHL041W	YHL041W			YHL041W			protein_coding
SPT5_T0_R2_peak_508	XV	511364	511619	+	38	NA	promoter-TSS (YOR098C)	protein_coding-promoter-TSS (YOR098C)	-313	YOR098C	YOR098C	YOR098C			NUP1			protein_coding
SPT5_T0_R2_peak_30	II	255934	256429	+	38	NA	promoter-TSS (YBR009C)	protein_coding-promoter-TSS (YBR009C)	-150	YBR010W	YBR010W	YBR010W			HHT1			protein_coding
SPT5_T0_R2_peak_348	XI	578311	579092	+	38	NA	promoter-TSS (YKR072C)	protein_coding-promoter-TSS (YKR072C)	-194	YKR073C	YKR073C	YKR073C			YKR073C			protein_coding
SPT5_T0_R2_peak_292	X	115739	116601	+	38	NA	promoter-TSS (YJL162C)	protein_coding-promoter-TSS (YJL162C)	-160	tE(UUC)J	tE(UUC)J	tE(UUC)J			tE(UUC)J			tRNA
SPT5_T0_R2_peak_310	X	455650	455922	+	38	NA	promoter-TSS (YJR010W)	protein_coding-promoter-TSS (YJR010W)	-453	YJR010W	YJR010W	YJR010W			MET3			protein_coding
SPT5_T0_R2_peak_41	II	483527	483832	+	38	NA	promoter-TSS (YBR121C)	protein_coding-promoter-TSS (YBR121C)	-312	YBR121C	YBR121C	YBR121C			GRS1			protein_coding
SPT5_T0_R2_peak_502	XV	424267	424629	+	38	NA	promoter-TSS (YOR049C)	protein_coding-promoter-TSS (YOR049C)	169	YOR050C	YOR050C	YOR050C			YOR050C			protein_coding
SPT5_T0_R2_peak_211	VI	263132	263374	+	38	NA	promoter-TSS (YFR055W)	protein_coding-promoter-TSS (YFR055W)	-951	YFR055W	YFR055W	YFR055W			IRC7			protein_coding
SPT5_T0_R2_peak_15	II	36412	36646	+	38	NA	promoter-TSS (YBL099W)	protein_coding-promoter-TSS (YBL099W)	131	tF(GAA)B	tF(GAA)B	tF(GAA)B			tF(GAA)B			tRNA
SPT5_T0_R2_peak_230	VII	481737	481950	+	38	NA	exon (YGL008C, exon 1 of 1)	protein_coding-exon (YGL008C, exon 1 of 1)	823	YGL008C	YGL008C	YGL008C			PMA1			protein_coding
SPT5_T0_R2_peak_308	X	424226	424581	+	38	NA	promoter-TSS (YJL005W)	protein_coding-promoter-TSS (YJL005W)	112	tL(UAA)J	tL(UAA)J	tL(UAA)J			SUP51			tRNA
SPT5_T0_R2_peak_477	XIV	632531	632789	+	38	NA	promoter-TSS (tN(GUU)N2)	tRNA-promoter-TSS (tN(GUU)N2)	61	tN(GUU)N2	tN(GUU)N2	tN(GUU)N2			tN(GUU)N2			tRNA
SPT5_T0_R2_peak_391	XII	903260	903665	+	38	NA	promoter-TSS (YLR389C)	protein_coding-promoter-TSS (YLR389C)	-262	YLR390W-A	YLR390W-A	YLR390W-A			CCW14			protein_coding
SPT5_T0_R2_peak_180	V	335424	335988	+	37	NA	promoter-TSS (YER088C)	protein_coding-promoter-TSS (YER088C)	-221	YER088W-B	YER088W-B	YER088W-B			YER088W-B			protein_coding
SPT5_T0_R2_peak_62	III	124862	125484	+	37	NA	TTS (YCR007C)	protein_coding-TTS (YCR007C)	-1525	tP(AGG)C	tP(AGG)C	tP(AGG)C			SUF2			tRNA
SPT5_T0_R2_peak_294	X	123274	123714	+	37	NA	promoter-TSS (YJL158C)	protein_coding-promoter-TSS (YJL158C)	-546	YJL158C	YJL158C	YJL158C			CIS3			protein_coding
SPT5_T0_R2_peak_444	XIII	861099	861747	+	37	NA	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-499	YMR297W	YMR297W	YMR297W			PRC1			protein_coding
SPT5_T0_R2_peak_453	XIV	104602	104942	+	37	NA	promoter-TSS (YNL284C)	protein_coding-promoter-TSS (YNL284C)	-33	tT(AGU)N1	tT(AGU)N1	tT(AGU)N1			tT(AGU)N1			tRNA
SPT5_T0_R2_peak_298	X	195386	196142	+	37	NA	promoter-TSS (YJL115W)	protein_coding-promoter-TSS (YJL115W)	-523	YJL115W	YJL115W	YJL115W			ASF1			protein_coding
SPT5_T0_R2_peak_202	VI	82143	82423	+	37	NA	promoter-TSS (YFL026W)	protein_coding-promoter-TSS (YFL026W)	-297	YFL026W	YFL026W	YFL026W			STE2			protein_coding
SPT5_T0_R2_peak_409	XIII	91521	92004	+	37	NA	promoter-TSS (YML088W)	protein_coding-promoter-TSS (YML088W)	-353	YML089C	YML089C	YML089C			YML089C			protein_coding
SPT5_T0_R2_peak_71	III	236534	236998	+	37	NA	promoter-TSS (YCR067C)	protein_coding-promoter-TSS (YCR067C)	-444	YCR067C	YCR067C	YCR067C			SED4			protein_coding
SPT5_T0_R2_peak_307	X	415885	416081	+	37	NA	promoter-TSS (tW(CCA)J)	tRNA-promoter-TSS (tW(CCA)J)	53	tW(CCA)J	tW(CCA)J	tW(CCA)J			tW(CCA)J			tRNA
SPT5_T0_R2_peak_325	XI	93461	93827	+	37	NA	promoter-TSS (YKL185W)	protein_coding-promoter-TSS (YKL185W)	-346	YKL186C	YKL186C	YKL186C			MTR2			protein_coding
SPT5_T0_R2_peak_163	V	61107	61451	+	36	NA	promoter-TSS (YEL050C)	protein_coding-promoter-TSS (YEL050C)	-73	snR67	snR67	snR67			snR67			snoRNA
SPT5_T0_R2_peak_543	XVI	132270	132514	+	36	NA	promoter-TSS (YPL221W)	protein_coding-promoter-TSS (YPL221W)	-277	YPL222C-A	YPL222C-A	YPL222C-A			YPL222C-A			protein_coding
SPT5_T0_R2_peak_38	II	466255	466599	+	35	NA	promoter-TSS (YBR112C)	protein_coding-promoter-TSS (YBR112C)	-657	YBR112C	YBR112C	YBR112C			CYC8			protein_coding
SPT5_T0_R2_peak_420	XIII	287607	287827	+	35	NA	promoter-TSS (YMR011W)	protein_coding-promoter-TSS (YMR011W)	-362	YMR011W	YMR011W	YMR011W			HXT2			protein_coding
SPT5_T0_R2_peak_112	IV	1011509	1011932	+	35	NA	promoter-TSS (YDR275W)	protein_coding-promoter-TSS (YDR275W)	240	YDR274C	YDR274C	YDR274C			YDR274C			protein_coding
