PeakID (cmd=annotatePeaks.pl SPT5_T0_R1_homer_narrowPeak.txt genome.fa -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
XII-37	XII	369901	369991	+	1667.7	0.594	promoter-TSS (YLR111W)	protein_coding-promoter-TSS (YLR111W)	152	YLR110C	YLR110C	YLR110C			CCW12			protein_coding
IV-39	IV	591710	591800	+	1667.7	0.679	promoter-TSS (YDR072C)	protein_coding-promoter-TSS (YDR072C)	-411	YDR072C	YDR072C	YDR072C			IPT1			protein_coding
V-34	V	311440	311530	+	1667.7	0.727	promoter-TSS (YER075C)	protein_coding-promoter-TSS (YER075C)	-286	YER075C	YER075C	YER075C			PTP3			protein_coding
I-9	I	141716	141806	+	1667.7	0.571	promoter-TSS (YAL003W)	protein_coding-promoter-TSS (YAL003W)	-330	YAL005C	YAL005C	YAL005C			SSA1			protein_coding
IV-20	IV	1013863	1013953	+	1667.7	0.742	promoter-TSS (YDR276C)	protein_coding-promoter-TSS (YDR276C)	-265	YDR276C	YDR276C	YDR276C			PMP3			protein_coding
VII-38	VII	650806	650896	+	1667.7	0.778	promoter-TSS (YGR086C)	protein_coding-promoter-TSS (YGR086C)	-234	YGR086C	YGR086C	YGR086C			PIL1			protein_coding
MT-9	MT	60577	60667	+	1667.7	0.714	promoter-TSS (Q0160)	protein_coding-promoter-TSS (Q0160)	-400	Q0160	Q0160	Q0160			SCEI			protein_coding
XIII-24	XIII	557188	557278	+	1667.7	0.708	promoter-TSS (YMR145C)	protein_coding-promoter-TSS (YMR145C)	-758	YMR145C	YMR145C	YMR145C			NDE1			protein_coding
VII-34	VII	726679	726769	+	1667.7	0.610	promoter-TSS (YGR117C)	protein_coding-promoter-TSS (YGR117C)	-245	YGR117C	YGR117C	YGR117C			YGR117C			protein_coding
XVI-25	XVI	627494	627584	+	1667.7	0.762	promoter-TSS (YPR029C)	protein_coding-promoter-TSS (YPR029C)	-341	YPR030W	YPR030W	YPR030W			CSR2			protein_coding
II-12	II	135824	135914	+	1667.7	0.704	promoter-TSS (YBL043W)	protein_coding-promoter-TSS (YBL043W)	-129	YBL044W	YBL044W	YBL044W			YBL044W			protein_coding
IX-10	IX	257291	257381	+	1667.7	0.575	promoter-TSS (YIL052C)	protein_coding-promoter-TSS (YIL052C)	-273	YIL052C	YIL052C	YIL052C			RPL34B			protein_coding
XVI-26	XVI	928145	928235	+	1667.7	0.613	exon (YPR195C, exon 1 of 1)	protein_coding-exon (YPR195C, exon 1 of 1)	104	YPR195C	YPR195C	YPR195C			YPR195C			protein_coding
IV-33	IV	321742	321832	+	1667.7	0.739	promoter-TSS (YDL075W)	protein_coding-promoter-TSS (YDL075W)	-235	YDL076C	YDL076C	YDL076C			RXT3			protein_coding
II-13	II	332594	332684	+	1667.7	0.720	promoter-TSS (YBR048W)	protein_coding-promoter-TSS (YBR048W)	-192	YBR048W	YBR048W	YBR048W			RPS11B			protein_coding
X-15	X	195520	195610	+	1667.7	0.880	promoter-TSS (YJL115W)	protein_coding-promoter-TSS (YJL115W)	-692	YJL116C	YJL116C	YJL116C			NCA3			protein_coding
XVI-23	XVI	455130	455220	+	1667.7	0.773	promoter-TSS (YPL054W)	protein_coding-promoter-TSS (YPL054W)	-185	YPL055C	YPL055C	YPL055C			LGE1			protein_coding
IV-23	IV	321980	322070	+	1667.7	0.545	promoter-TSS (YDL075W)	protein_coding-promoter-TSS (YDL075W)	-201	YDL075W	YDL075W	YDL075W			RPL31A			protein_coding
II-24	II	376097	376187	+	1667.7	0.606	promoter-TSS (YBR068C)	protein_coding-promoter-TSS (YBR068C)	-452	YBR068C	YBR068C	YBR068C			BAP2			protein_coding
VII-31	VII	976963	977053	+	1667.7	0.704	promoter-TSS (YGR241C)	protein_coding-promoter-TSS (YGR241C)	-328	YGR243W	YGR243W	YGR243W			MPC3			protein_coding
XII-39	XII	932185	932275	+	1667.7	0.545	promoter-TSS (YLR406C)	protein_coding-promoter-TSS (YLR406C)	125	YLR406C-A	YLR406C-A	YLR406C-A			YLR406C-A			protein_coding
VIII-14	VIII	50739	50829	+	1667.7	0.750	promoter-TSS (YHL027W)	protein_coding-promoter-TSS (YHL027W)	-327	YHL027W	YHL027W	YHL027W			RIM101			protein_coding
XI-15	XI	67992	68082	+	1667.7	0.567	promoter-TSS (YKL201C)	protein_coding-promoter-TSS (YKL201C)	-571	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
VII-42	VII	1000235	1000325	+	1667.7	0.562	promoter-TSS (YGR254W)	protein_coding-promoter-TSS (YGR254W)	-647	YGR254W	YGR254W	YGR254W			ENO1			protein_coding
XVI-21	XVI	280173	280263	+	1667.7	0.654	promoter-TSS (YPL144W)	protein_coding-promoter-TSS (YPL144W)	-262	YPL144W	YPL144W	YPL144W			POC4			protein_coding
VII-36	VII	483330	483420	+	1667.7	0.750	promoter-TSS (YGL007C-A)	protein_coding-promoter-TSS (YGL007C-A)	115	YGL007W	YGL007W	YGL007W			BRP1			protein_coding
XIII-27	XIII	675157	675247	+	1667.7	0.792	promoter-TSS (YMR205C)	protein_coding-promoter-TSS (YMR205C)	-436	YMR205C	YMR205C	YMR205C			PFK2			protein_coding
VII-35	VII	423187	423277	+	1667.7	0.731	promoter-TSS (YGL039W)	protein_coding-promoter-TSS (YGL039W)	140	tL(CAA)G2	tL(CAA)G2	tL(CAA)G2			SUP54			tRNA
V-22	V	53399	53489	+	1667.7	0.529	promoter-TSS (YEL054C)	protein_coding-promoter-TSS (YEL054C)	-226	YEL054C	YEL054C	YEL054C			RPL12A			protein_coding
IV-31	IV	835945	836035	+	1667.7	0.692	promoter-TSS (YDR186C)	protein_coding-promoter-TSS (YDR186C)	-431	YDR188W	YDR188W	YDR188W			CCT6			protein_coding
XVI-24	XVI	502755	502845	+	1667.7	0.514	promoter-TSS (YPL024W)	protein_coding-promoter-TSS (YPL024W)	230	YPL025C	YPL025C	YPL025C			YPL025C			protein_coding
IV-24	IV	368981	369071	+	1667.7	0.595	promoter-TSS (YDL047W)	protein_coding-promoter-TSS (YDL047W)	-745	YDL047W	YDL047W	YDL047W			SIT4			protein_coding
V-23	V	53638	53728	+	1667.7	0.667	promoter-TSS (YEL054C)	protein_coding-promoter-TSS (YEL054C)	-465	YEL054C	YEL054C	YEL054C			RPL12A			protein_coding
IX-14	IX	336284	336374	+	1667.7	0.692	promoter-TSS (YIL009C-A)	protein_coding-promoter-TSS (YIL009C-A)	91	tD(GUC)I2	tD(GUC)I2	tD(GUC)I2			tD(GUC)I2			tRNA
IV-37	IV	1461693	1461783	+	1667.7	0.762	promoter-TSS (YDR506C)	protein_coding-promoter-TSS (YDR506C)	91	tL(CAA)D	tL(CAA)D	tL(CAA)D			tL(CAA)D			tRNA
VI-13	VI	101354	101444	+	1667.7	0.792	promoter-TSS (YFL019C)	protein_coding-promoter-TSS (YFL019C)	23	tP(UGG)F	tP(UGG)F	tP(UGG)F			SUF9			tRNA
XI-13	XI	429104	429194	+	1667.7	0.760	promoter-TSS (YKL007W)	protein_coding-promoter-TSS (YKL007W)	-153	YKL007W	YKL007W	YKL007W			CAP1			protein_coding
XIV-17	XIV	479249	479339	+	1667.7	0.654	promoter-TSS (YNL078W)	protein_coding-promoter-TSS (YNL078W)	-129	YNL079C	YNL079C	YNL079C			TPM1			protein_coding
VI-12	VI	74868	74958	+	1667.7	0.654	promoter-TSS (YFL031W)	protein_coding-promoter-TSS (YFL031W)	41	YFL032W	YFL032W	YFL032W			YFL032W			protein_coding
IV-26	IV	927001	927091	+	1667.7	0.760	promoter-TSS (YDR231C)	protein_coding-promoter-TSS (YDR231C)	-136	YDR231C	YDR231C	YDR231C			COX20			protein_coding
II-20	II	136128	136218	+	1667.7	0.562	promoter-TSS (YBL043W)	protein_coding-promoter-TSS (YBL043W)	175	YBL044W	YBL044W	YBL044W			YBL044W			protein_coding
IV-36	IV	1345394	1345484	+	1667.7	0.850	promoter-TSS (YDR441C)	protein_coding-promoter-TSS (YDR441C)	-208	YDR442W	YDR442W	YDR442W			YDR442W			protein_coding
II-16	II	604293	604383	+	1667.7	0.621	promoter-TSS (YBR188C)	protein_coding-promoter-TSS (YBR188C)	-170	YBR189W	YBR189W	YBR189W			RPS9B			protein_coding
X-19	X	294419	294509	+	1569.6	0.714	promoter-TSS (YJL076W)	protein_coding-promoter-TSS (YJL076W)	-335	YJL077W-A	YJL077W-A	YJL077W-A			YJL077W-A			protein_coding
IV-47	IV	330818	330908	+	1569.6	0.667	promoter-TSS (YDL070W)	protein_coding-promoter-TSS (YDL070W)	-161	YDL070W	YDL070W	YDL070W			BDF2			protein_coding
X-17	X	119914	120004	+	1569.6	0.750	promoter-TSS (YJL159W)	protein_coding-promoter-TSS (YJL159W)	-490	YJL159W	YJL159W	YJL159W			HSP150			protein_coding
IV-29	IV	357265	357355	+	1569.6	0.692	promoter-TSS (YDL055C)	protein_coding-promoter-TSS (YDL055C)	-551	YDL055C	YDL055C	YDL055C			PSA1			protein_coding
XI-23	XI	164733	164823	+	1569.6	0.800	promoter-TSS (YKL152C)	protein_coding-promoter-TSS (YKL152C)	-393	YKL152C	YKL152C	YKL152C			GPM1			protein_coding
IX-13	IX	232501	232591	+	1569.6	0.625	promoter-TSS (YIL068W-A)	protein_coding-promoter-TSS (YIL068W-A)	-177	YIL069C	YIL069C	YIL069C			RPS24B			protein_coding
XIV-20	XIV	444514	444604	+	1569.6	0.724	promoter-TSS (YNL096C)	protein_coding-promoter-TSS (YNL096C)	-244	YNL096C	YNL096C	YNL096C			RPS7B			protein_coding
II-25	II	555822	555912	+	1569.6	0.724	promoter-TSS (YBR158W)	protein_coding-promoter-TSS (YBR158W)	-682	YBR158W	YBR158W	YBR158W			AMN1			protein_coding
XIII-31	XIII	353035	353125	+	1569.6	0.667	promoter-TSS (YMR043W)	protein_coding-promoter-TSS (YMR043W)	477	YMR042W	YMR042W	YMR042W			ARG80			protein_coding
IX-12	IX	386747	386837	+	1569.6	0.677	Intergenic	Intergenic	-1091	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
VII-27	VII	592719	592809	+	1569.6	0.553	promoter-TSS (YGR050C)	protein_coding-promoter-TSS (YGR050C)	-322	YGR050C	YGR050C	YGR050C			YGR050C			protein_coding
XVI-18	XVI	645453	645543	+	1569.6	0.606	promoter-TSS (YPR036W-A)	protein_coding-promoter-TSS (YPR036W-A)	-452	YPR036W-A	YPR036W-A	YPR036W-A			SPO24			protein_coding
XI-16	XI	68206	68296	+	1569.6	0.548	promoter-TSS (YKL201C)	protein_coding-promoter-TSS (YKL201C)	-785	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
XV-36	XV	1043331	1043421	+	1569.6	0.657	promoter-TSS (YOR375C)	protein_coding-promoter-TSS (YOR375C)	185	YOR376W	YOR376W	YOR376W			YOR376W			protein_coding
VII-43	VII	110623	110713	+	1569.6	0.741	promoter-TSS (tH(GUG)G1)	tRNA-promoter-TSS (tH(GUG)G1)	28	tH(GUG)G1	tH(GUG)G1	tH(GUG)G1			tH(GUG)G1			tRNA
VII-21	VII	277313	277403	+	1569.6	0.600	promoter-TSS (YGL123W)	protein_coding-promoter-TSS (YGL123W)	-259	YGL123W	YGL123W	YGL123W			RPS2			protein_coding
V-36	V	292798	292888	+	1569.6	0.895	promoter-TSS (YER066C-A)	protein_coding-promoter-TSS (YER066C-A)	-207	YER068W	YER068W	YER068W			MOT2			protein_coding
XI-20	XI	513985	514075	+	1569.6	0.640	promoter-TSS (YKR038C)	protein_coding-promoter-TSS (YKR038C)	-627	tD(GUC)K	tD(GUC)K	tD(GUC)K			tD(GUC)K			tRNA
IV-41	IV	909584	909674	+	1569.6	0.667	promoter-TSS (YDR222W)	protein_coding-promoter-TSS (YDR222W)	-425	YDR222W	YDR222W	YDR222W			YDR222W			protein_coding
XV-37	XV	253783	253873	+	1569.6	0.667	promoter-TSS (YOL039W)	protein_coding-promoter-TSS (YOL039W)	-251	YOL040C	YOL040C	YOL040C			RPS15			protein_coding
XI-17	XI	231367	231457	+	1569.6	0.750	promoter-TSS (YKL109W)	protein_coding-promoter-TSS (YKL109W)	-815	YKL109W	YKL109W	YKL109W			HAP4			protein_coding
XII-31	XII	423941	424031	+	1569.6	0.500	promoter-TSS (YLR139C)	protein_coding-promoter-TSS (YLR139C)	303	YLR141W	YLR141W	YLR141W			RRN5			protein_coding
XIII-14	XIII	306572	306662	+	1569.6	0.595	promoter-TSS (YMR017W)	protein_coding-promoter-TSS (YMR017W)	-872	YMR017W	YMR017W	YMR017W			SPO20			protein_coding
X-20	X	615260	615350	+	1569.6	0.870	promoter-TSS (YJR098C)	protein_coding-promoter-TSS (YJR098C)	-149	YJR098C	YJR098C	YJR098C			YJR098C			protein_coding
XIV-16	XIV	405823	405913	+	1569.6	0.714	promoter-TSS (YNL117W)	protein_coding-promoter-TSS (YNL117W)	-304	YNL118C	YNL118C	YNL118C			DCP2			protein_coding
XII-42	XII	839600	839690	+	1569.6	0.633	promoter-TSS (YLR355C)	protein_coding-promoter-TSS (YLR355C)	-392	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
VII-33	VII	438573	438663	+	1569.6	0.630	promoter-TSS (YGL030W)	protein_coding-promoter-TSS (YGL030W)	-473	YGL030W	YGL030W	YGL030W			RPL30			protein_coding
XVI-29	XVI	339630	339720	+	1569.6	0.615	promoter-TSS (YPL111W)	protein_coding-promoter-TSS (YPL111W)	-269	YPL111W	YPL111W	YPL111W			CAR1			protein_coding
XI-10	XI	581078	581168	+	1569.6	0.767	promoter-TSS (YKR075C)	protein_coding-promoter-TSS (YKR075C)	-373	YKR075C	YKR075C	YKR075C			YKR075C			protein_coding
XIV-19	XIV	427103	427193	+	1569.6	0.531	promoter-TSS (YNL103W)	protein_coding-promoter-TSS (YNL103W)	-394	YNL104C	YNL104C	YNL104C			LEU4			protein_coding
II-28	II	466415	466505	+	1569.6	0.586	promoter-TSS (YBR112C)	protein_coding-promoter-TSS (YBR112C)	-690	YBR112C	YBR112C	YBR112C			CYC8			protein_coding
IV-34	IV	411003	411093	+	1569.6	0.633	promoter-TSS (YDL022C-A)	protein_coding-promoter-TSS (YDL022C-A)	669	tA(AGC)D	tA(AGC)D	tA(AGC)D			tA(AGC)D			tRNA
XI-25	XI	385264	385354	+	1569.6	0.556	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-449	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
MT-11	MT	79255	79345	+	1569.6	0.630	promoter-TSS (Q0275)	protein_coding-promoter-TSS (Q0275)	87	Q0275	Q0275	Q0275			COX3			protein_coding
II-11	II	36506	36596	+	1569.6	0.733	promoter-TSS (YBL099W)	protein_coding-promoter-TSS (YBL099W)	153	tF(GAA)B	tF(GAA)B	tF(GAA)B			tF(GAA)B			tRNA
X-29	X	745208	745298	+	1569.6	0.615	promoter-TSS (YJR162C)	protein_coding-promoter-TSS (YJR162C)	8	YJR162C	YJR162C	YJR162C			YJR162C			protein_coding
IX-17	IX	258420	258510	+	1569.6	0.625	promoter-TSS (YIL050W)	protein_coding-promoter-TSS (YIL050W)	-185	YIL051C	YIL051C	YIL051C			MMF1			protein_coding
XVI-22	XVI	431791	431881	+	1569.6	0.600	promoter-TSS (YPL061W)	protein_coding-promoter-TSS (YPL061W)	-59	YPL062W	YPL062W	YPL062W			YPL062W			protein_coding
XVI-31	XVI	378582	378672	+	1569.6	0.594	promoter-TSS (YPL090C)	protein_coding-promoter-TSS (YPL090C)	-232	YPL090C	YPL090C	YPL090C			RPS6A			protein_coding
II-29	II	490648	490738	+	1569.6	0.667	promoter-TSS (YBR126C)	protein_coding-promoter-TSS (YBR126C)	-157	YBR126W-A	YBR126W-A	YBR126W-A			YBR126W-A			protein_coding
XIV-18	XIV	281651	281741	+	1569.6	0.655	promoter-TSS (YNL190W)	protein_coding-promoter-TSS (YNL190W)	-699	YNL190W	YNL190W	YNL190W			YNL190W			protein_coding
V-39	V	434472	434562	+	1569.6	0.654	promoter-TSS (tH(GUG)E2)	tRNA-promoter-TSS (tH(GUG)E2)	95	tH(GUG)E2	tH(GUG)E2	tH(GUG)E2			tH(GUG)E2			tRNA
VII-40	VII	785703	785793	+	1569.6	0.700	promoter-TSS (YGR146C)	protein_coding-promoter-TSS (YGR146C)	-311	YGR146C-A	YGR146C-A	YGR146C-A			YGR146C-A			protein_coding
V-25	V	221635	221725	+	1569.6	0.786	promoter-TSS (YER033C)	protein_coding-promoter-TSS (YER033C)	-166	YER034W	YER034W	YER034W			YER034W			protein_coding
V-37	V	342589	342679	+	1569.6	0.708	promoter-TSS (YER091C)	protein_coding-promoter-TSS (YER091C)	-23	YER091C-A	YER091C-A	YER091C-A			YER091C-A			protein_coding
IX-11	IX	316471	316561	+	1569.6	0.656	promoter-TSS (YIL018W)	protein_coding-promoter-TSS (YIL018W)	-252	YIL018W	YIL018W	YIL018W			RPL2B			protein_coding
II-17	II	256013	256103	+	1569.6	0.667	promoter-TSS (YBR009C)	protein_coding-promoter-TSS (YBR009C)	-273	YBR010W	YBR010W	YBR010W			HHT1			protein_coding
XV-28	XV	80101	80191	+	1569.6	0.471	promoter-TSS (YOL127W)	protein_coding-promoter-TSS (YOL127W)	-202	YOL127W	YOL127W	YOL127W			RPL25			protein_coding
XV-41	XV	770258	770348	+	1569.6	0.733	promoter-TSS (YOR230W)	protein_coding-promoter-TSS (YOR230W)	-497	YOR230W	YOR230W	YOR230W			WTM1			protein_coding
V-32	V	86548	86638	+	1569.6	0.760	promoter-TSS (YEL032W)	protein_coding-promoter-TSS (YEL032W)	-11	tS(AGA)E	tS(AGA)E	tS(AGA)E			tS(AGA)E			tRNA
XV-32	XV	253941	254031	+	1569.6	0.629	promoter-TSS (YOL039W)	protein_coding-promoter-TSS (YOL039W)	-311	YOL039W	YOL039W	YOL039W			RPP2A			protein_coding
XIII-29	XIII	29928	30018	+	1569.6	0.857	promoter-TSS (YML119W)	protein_coding-promoter-TSS (YML119W)	-166	YML120C	YML120C	YML120C			NDI1			protein_coding
XVI-20	XVI	857075	857165	+	1569.6	0.556	promoter-TSS (YPR158C-C)	protein_coding-promoter-TSS (YPR158C-C)	218	tA(AGC)P	tA(AGC)P	tA(AGC)P			tA(AGC)P			tRNA
XIII-23	XIII	433933	434023	+	1569.6	0.846	promoter-TSS (YMR083W)	protein_coding-promoter-TSS (YMR083W)	-810	YMR083W	YMR083W	YMR083W			ADH3			protein_coding
II-27	II	203284	203374	+	1471.5	0.654	promoter-TSS (YBL011W)	protein_coding-promoter-TSS (YBL011W)	-209	YBL011W	YBL011W	YBL011W			SCT1			protein_coding
XI-28	XI	355363	355453	+	1471.5	0.586	promoter-TSS (YKL044W)	protein_coding-promoter-TSS (YKL044W)	-914	YKL044W	YKL044W	YKL044W			YKL044W			protein_coding
XI-14	XI	630477	630567	+	1471.5	0.714	promoter-TSS (YKR097W)	protein_coding-promoter-TSS (YKR097W)	-630	YKR097W	YKR097W	YKR097W			PCK1			protein_coding
XV-48	XV	825693	825783	+	1471.5	0.536	promoter-TSS (YOR267C)	protein_coding-promoter-TSS (YOR267C)	194	YOR268C	YOR268C	YOR268C			YOR268C			protein_coding
III-14	III	50421	50511	+	1471.5	0.905	promoter-TSS (YCL040W)	protein_coding-promoter-TSS (YCL040W)	-118	YCL042W	YCL042W	YCL042W			YCL042W			protein_coding
IV-52	IV	1175839	1175929	+	1471.5	0.762	promoter-TSS (tM(CAU)D)	tRNA-promoter-TSS (tM(CAU)D)	55	tM(CAU)D	tM(CAU)D	tM(CAU)D			EMT1			tRNA
XIII-25	XIII	650975	651065	+	1471.5	0.739	promoter-TSS (YMR194W)	protein_coding-promoter-TSS (YMR194W)	-125	YMR194W	YMR194W	YMR194W			RPL36A			protein_coding
VIII-25	VIII	531591	531681	+	1471.5	0.833	Intergenic	Intergenic	6244	YHR211W	YHR211W	YHR211W			FLO5			protein_coding
X-26	X	609126	609216	+	1471.5	0.609	promoter-TSS (YJR095W)	protein_coding-promoter-TSS (YJR095W)	-602	YJR095W	YJR095W	YJR095W			SFC1			protein_coding
IV-46	IV	132837	132927	+	1471.5	0.727	promoter-TSS (YDL182W)	protein_coding-promoter-TSS (YDL182W)	-555	YDL182W	YDL182W	YDL182W			LYS20			protein_coding
XIII-33	XIII	540160	540250	+	1471.5	0.696	promoter-TSS (YMR135C)	protein_coding-promoter-TSS (YMR135C)	-149	YMR135C	YMR135C	YMR135C			GID8			protein_coding
XI-22	XI	93762	93852	+	1471.5	0.739	promoter-TSS (YKL185W)	protein_coding-promoter-TSS (YKL185W)	-509	YKL186C	YKL186C	YKL186C			MTR2			protein_coding
II-36	II	341580	341670	+	1471.5	0.750	promoter-TSS (YBR053C)	protein_coding-promoter-TSS (YBR053C)	-874	YBR053C	YBR053C	YBR053C			YBR053C			protein_coding
XIV-22	XIV	569907	569997	+	1471.5	0.818	promoter-TSS (YNL034W)	protein_coding-promoter-TSS (YNL034W)	-12	tI(AAU)N1	tI(AAU)N1	tI(AAU)N1			tI(AAU)N1			tRNA
X-28	X	718018	718108	+	1471.5	0.895	TTS (YJR151W-A)	protein_coding-TTS (YJR151W-A)	483	YJR151W-A	YJR151W-A	YJR151W-A			YJR151W-A			protein_coding
XII-43	XII	65413	65503	+	1471.5	0.833	promoter-TSS (YLL039C)	protein_coding-promoter-TSS (YLL039C)	-251	YLL039C	YLL039C	YLL039C			UBI4			protein_coding
IV-50	IV	699744	699834	+	1471.5	0.727	promoter-TSS (YDR123C)	protein_coding-promoter-TSS (YDR123C)	-321	YDR123C	YDR123C	YDR123C			INO2			protein_coding
XV-40	XV	742247	742337	+	1471.5	0.773	promoter-TSS (YOR211C)	protein_coding-promoter-TSS (YOR211C)	-618	YOR212W	YOR212W	YOR212W			STE4			protein_coding
XIII-37	XIII	224035	224125	+	1471.5	0.615	promoter-TSS (YML026C)	protein_coding-promoter-TSS (YML026C)	-252	YML026C	YML026C	YML026C			RPS18B			protein_coding
XIII-22	XIII	915292	915382	+	1471.5	0.686	promoter-TSS (YMR319C)	protein_coding-promoter-TSS (YMR319C)	-799	YMR319C	YMR319C	YMR319C			FET4			protein_coding
II-21	II	140780	140870	+	1471.5	0.696	promoter-TSS (YBL041W)	protein_coding-promoter-TSS (YBL041W)	-422	YBL041W	YBL041W	YBL041W			PRE7			protein_coding
VII-45	VII	433323	433413	+	1471.5	0.704	promoter-TSS (YGL035C)	protein_coding-promoter-TSS (YGL035C)	211	YGL034C	YGL034C	YGL034C			YGL034C			protein_coding
XVI-35	XVI	653939	654029	+	1471.5	0.643	promoter-TSS (YPR042C)	protein_coding-promoter-TSS (YPR042C)	-182	YPR043W	YPR043W	YPR043W			RPL43A			protein_coding
IV-38	IV	42485	42575	+	1471.5	0.682	promoter-TSS (YDL230W)	protein_coding-promoter-TSS (YDL230W)	-170	YDL230W	YDL230W	YDL230W			PTP1			protein_coding
I-10	I	190210	190300	+	1471.5	0.562	promoter-TSS (YAR035W)	protein_coding-promoter-TSS (YAR035W)	62	YAR035W	YAR035W	YAR035W			YAT1			protein_coding
IX-19	IX	382365	382455	+	1471.5	0.586	promoter-TSS (YIR016W)	protein_coding-promoter-TSS (YIR016W)	-218	YIR016W	YIR016W	YIR016W			YIR016W			protein_coding
X-21	X	617958	618048	+	1471.5	0.600	promoter-TSS (YJR100C)	protein_coding-promoter-TSS (YJR100C)	84	tL(UAG)J	tL(UAG)J	tL(UAG)J			tL(UAG)J			tRNA
IV-44	IV	77002	77092	+	1471.5	0.727	promoter-TSS (YDL214C)	protein_coding-promoter-TSS (YDL214C)	-502	YDL214C	YDL214C	YDL214C			PRR2			protein_coding
XV-35	XV	1039525	1039615	+	1471.5	0.750	promoter-TSS (YOR374W)	protein_coding-promoter-TSS (YOR374W)	-270	YOR374W	YOR374W	YOR374W			ALD4			protein_coding
XV-49	XV	908680	908770	+	1471.5	0.680	promoter-TSS (YOR316C-A)	protein_coding-promoter-TSS (YOR316C-A)	-618	YOR317W	YOR317W	YOR317W			FAA1			protein_coding
XVI-32	XVI	520345	520435	+	1471.5	0.727	promoter-TSS (YPL016W)	protein_coding-promoter-TSS (YPL016W)	-157	YPL017C	YPL017C	YPL017C			IRC15			protein_coding
VII-44	VII	229970	230060	+	1471.5	0.739	promoter-TSS (YGL145W)	protein_coding-promoter-TSS (YGL145W)	-228	YGL145W	YGL145W	YGL145W			TIP20			protein_coding
II-22	II	159955	160045	+	1471.5	0.531	promoter-TSS (YBL032W)	protein_coding-promoter-TSS (YBL032W)	-184	YBL032W	YBL032W	YBL032W			HEK2			protein_coding
XIII-34	XIII	26161	26251	+	1471.5	0.571	promoter-TSS (YML121W)	protein_coding-promoter-TSS (YML121W)	212	YML122C	YML122C	YML122C			YML122C			protein_coding
XV-30	XV	168153	168243	+	1471.5	0.731	promoter-TSS (YOL082W)	protein_coding-promoter-TSS (YOL082W)	-529	YOL082W	YOL082W	YOL082W			ATG19			protein_coding
XIV-23	XIV	281867	281957	+	1471.5	0.625	promoter-TSS (YNL190W)	protein_coding-promoter-TSS (YNL190W)	-483	YNL190W	YNL190W	YNL190W			YNL190W			protein_coding
IX-16	IX	138269	138359	+	1471.5	0.783	promoter-TSS (YIL119C)	protein_coding-promoter-TSS (YIL119C)	-437	YIL119C	YIL119C	YIL119C			RPI1			protein_coding
VI-19	VI	270031	270113	+	1471.5	0.650	TTS (YFR057W)	protein_coding-TTS (YFR057W)	1011	YFR057W	YFR057W	YFR057W			YFR057W			protein_coding
XV-39	XV	579888	579978	+	1471.5	0.850	promoter-TSS (YOR136W)	protein_coding-promoter-TSS (YOR136W)	-317	YOR136W	YOR136W	YOR136W			IDH2			protein_coding
XI-19	XI	322537	322627	+	1471.5	0.643	promoter-TSS (YKL062W)	protein_coding-promoter-TSS (YKL062W)	-646	YKL062W	YKL062W	YKL062W			MSN4			protein_coding
II-33	II	124896	124986	+	1471.5	0.750	promoter-TSS (YBL050W)	protein_coding-promoter-TSS (YBL050W)	-182	YBL051C	YBL051C	YBL051C			PIN4			protein_coding
IV-57	IV	359617	359707	+	1471.5	0.727	promoter-TSS (tK(UUU)D)	tRNA-promoter-TSS (tK(UUU)D)	85	tK(UUU)D	tK(UUU)D	tK(UUU)D			tK(UUU)D			tRNA
V-35	V	492303	492393	+	1471.5	0.810	promoter-TSS (YER159C)	protein_coding-promoter-TSS (YER159C)	76	tR(ACG)E	tR(ACG)E	tR(ACG)E			tR(ACG)E			tRNA
XII-41	XII	781527	781617	+	1471.5	0.696	promoter-TSS (YLR325C)	protein_coding-promoter-TSS (YLR325C)	-193	YLR325C	YLR325C	YLR325C			RPL38			protein_coding
II-23	II	202401	202491	+	1471.5	0.708	promoter-TSS (YBL014C)	protein_coding-promoter-TSS (YBL014C)	390	YBL013W	YBL013W	YBL013W			FMT1			protein_coding
VI-18	VI	184127	184217	+	1471.5	0.727	promoter-TSS (YFR018C)	protein_coding-promoter-TSS (YFR018C)	50	YFR018C	YFR018C	YFR018C			YFR018C			protein_coding
XII-47	XII	658219	658309	+	1471.5	0.571	promoter-TSS (YLR257W)	protein_coding-promoter-TSS (YLR257W)	-562	YLR257W	YLR257W	YLR257W			YLR257W			protein_coding
XVI-37	XVI	689809	689899	+	1471.5	0.714	promoter-TSS (YPR072W)	protein_coding-promoter-TSS (YPR072W)	-253	YPR072W	YPR072W	YPR072W			NOT5			protein_coding
XI-24	XI	327808	327898	+	1471.5	0.600	promoter-TSS (YKL060C)	protein_coding-promoter-TSS (YKL060C)	-366	YKL060C	YKL060C	YKL060C			FBA1			protein_coding
