# HOMER Peaks
# Peak finding parameters:
# tag directory = SPT5_T0_R1_Tagdir
#
# total peaks = 668
# peak size = 90
# peaks found using tags on both strands
# minimum distance between peaks = 180
# fragment length = 76
# genome size = 12127764
# Total tags = 50968.0
# Total tags in peaks = 6691.0
# Approximate IP efficiency = 13.13%
# tags per bp = 0.004166
# expected tags per peak = 0.375
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 2.800003e-06
# FDR tag threshold = 6.0
# number of putative peaks = 820
#
# input tag directory = SPT5_T0_R1_controlTagdir
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 96
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 56
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks SPT5_T0_R1_Tagdir -style factor -i SPT5_T0_R1_controlTagdir -o SPT5_T0_R1_homer_narrowPeak.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
IX-19	IX	382365	382455	+	1471.5	0.586	8.000000	7.5	0.3	24.37	3.81e-08	8.83	2.70e-05	0.90
V-35	V	492303	492393	+	1471.5	0.810	8.500000	7.5	0.3	24.37	3.81e-08	14.36	1.25e-06	0.90
VI-18	VI	184127	184217	+	1471.5	0.727	7.500000	7.5	0.9	8.12	4.51e-05	11.88	4.21e-06	0.90
VI-19	VI	270031	270113	+	1471.5	0.650	7.500000	7.5	0.3	24.37	3.81e-08	110.11	1.26e-12	0.90
VII-44	VII	229970	230060	+	1471.5	0.739	8.000000	7.5	0.9	8.12	4.51e-05	18.98	2.01e-07	0.90
VII-45	VII	433323	433413	+	1471.5	0.704	8.000000	7.5	0.6	12.18	3.59e-06	21.18	9.74e-08	0.90
VIII-25	VIII	531591	531681	+	1471.5	0.833	7.000000	7.5	0.3	24.37	3.81e-08	117.98	7.81e-13	0.97
X-18	X	157463	157553	+	1471.5	0.696	8.000000	7.5	0.3	24.37	3.81e-08	11.47	5.27e-06	0.90
X-25	X	521814	521904	+	1471.5	0.750	7.500000	7.5	0.6	12.18	3.59e-06	10.32	1.03e-05	0.90
X-26	X	609126	609216	+	1471.5	0.609	7.500000	7.5	0.3	24.37	3.81e-08	17.76	3.12e-07	0.90
X-21	X	617958	618048	+	1471.5	0.600	8.000000	7.5	0.9	8.12	4.51e-05	14.12	1.39e-06	0.90
X-28	X	718018	718108	+	1471.5	0.895	7.500000	7.5	0.3	24.37	3.81e-08	22.02	7.50e-08	0.90
XI-22	XI	93762	93852	+	1471.5	0.739	8.000000	7.5	0.3	24.37	3.81e-08	18.15	2.70e-07	0.90
XI-19	XI	322537	322627	+	1471.5	0.643	8.500000	7.5	0.3	24.37	3.81e-08	14.00	1.47e-06	0.90
XI-24	XI	327808	327898	+	1471.5	0.600	8.000000	7.5	0.3	24.37	3.81e-08	13.01	2.36e-06	0.90
XI-28	XI	355363	355453	+	1471.5	0.586	7.500000	7.5	0.3	24.37	3.81e-08	15.02	9.34e-07	0.90
XI-14	XI	630477	630567	+	1471.5	0.714	9.500000	7.5	0.3	24.37	3.81e-08	26.22	2.34e-08	0.90
XII-43	XII	65413	65503	+	1471.5	0.833	7.500000	7.5	0.3	24.37	3.81e-08	35.91	2.79e-09	0.90
XII-47	XII	658219	658309	+	1471.5	0.571	7.500000	7.5	0.3	24.37	3.81e-08	19.90	1.47e-07	0.90
XII-41	XII	781527	781617	+	1471.5	0.696	8.000000	7.5	0.3	24.37	3.81e-08	12.42	3.18e-06	0.90
XII-40	XII	1012137	1012227	+	1471.5	0.525	8.500000	7.5	0.3	24.37	3.81e-08	18.56	2.33e-07	0.90
XIII-34	XIII	26161	26251	+	1471.5	0.571	7.500000	7.5	0.3	24.37	3.81e-08	10.73	8.06e-06	0.90
XIII-37	XIII	224035	224125	+	1471.5	0.615	7.500000	7.5	0.3	24.37	3.81e-08	11.01	6.83e-06	0.90
XIII-33	XIII	540160	540250	+	1471.5	0.696	8.000000	7.5	0.3	24.37	3.81e-08	14.62	1.11e-06	0.90
XIII-25	XIII	650975	651065	+	1471.5	0.739	8.500000	7.5	0.3	24.37	3.81e-08	8.79	2.79e-05	0.90
XIII-22	XIII	915292	915382	+	1471.5	0.686	9.000000	7.5	0.6	12.18	3.59e-06	15.88	6.48e-07	0.90
XIV-23	XIV	281867	281957	+	1471.5	0.625	7.500000	7.5	0.6	12.18	3.59e-06	22.94	5.71e-08	0.90
XIV-22	XIV	569907	569997	+	1471.5	0.818	8.000000	7.5	0.6	12.18	3.59e-06	20.65	1.15e-07	0.90
XV-33	XV	27870	27960	+	1471.5	0.533	8.500000	7.5	0.3	24.37	3.81e-08	15.29	8.29e-07	0.90
XV-44	XV	94497	94587	+	1471.5	0.609	7.500000	7.5	0.3	24.37	3.81e-08	15.88	6.48e-07	0.90
XV-30	XV	168153	168243	+	1471.5	0.731	9.000000	7.5	0.3	24.37	3.81e-08	27.08	1.88e-08	0.90
XV-39	XV	579888	579978	+	1471.5	0.850	8.000000	7.5	0.3	24.37	3.81e-08	40.28	1.28e-09	0.90
XV-40	XV	742247	742337	+	1471.5	0.773	8.000000	7.5	0.3	24.37	3.81e-08	25.81	2.60e-08	0.90
XV-48	XV	825693	825783	+	1471.5	0.536	7.500000	7.5	0.3	24.37	3.81e-08	24.29	3.90e-08	0.90
XV-49	XV	908680	908770	+	1471.5	0.680	7.500000	7.5	0.3	24.37	3.81e-08	7.58	6.87e-05	0.90
XV-35	XV	1039525	1039615	+	1471.5	0.750	8.500000	7.5	0.6	12.18	3.59e-06	15.29	8.29e-07	0.90
XVI-27	XVI	132290	132380	+	1471.5	0.864	8.000000	7.5	0.3	24.37	3.81e-08	17.95	2.90e-07	0.90
XVI-30	XVI	340645	340735	+	1471.5	0.600	8.000000	7.5	0.3	24.37	3.81e-08	11.24	6.01e-06	0.90
XVI-32	XVI	520345	520435	+	1471.5	0.727	8.000000	7.5	0.3	24.37	3.81e-08	30.03	9.37e-09	0.90
XVI-35	XVI	653939	654029	+	1471.5	0.643	7.500000	7.5	0.3	24.37	3.81e-08	24.29	3.90e-08	0.97
XVI-37	XVI	689809	689899	+	1471.5	0.714	7.500000	7.5	0.3	24.37	3.81e-08	23.60	4.73e-08	0.90
I-8	I	34466	34556	+	1373.4	0.714	8.500000	7.0	0.3	22.74	3.81e-08	9.29	1.29e-05	1.04
II-39	II	60993	61083	+	1373.4	0.810	7.000000	7.0	0.3	22.74	3.81e-08	24.86	2.10e-08	0.97
II-26	II	141082	141172	+	1373.4	0.700	8.000000	7.0	0.3	22.74	3.81e-08	11.33	3.67e-06	0.97
II-35	II	193623	193713	+	1373.4	0.645	7.500000	7.0	0.3	22.74	3.81e-08	15.26	5.35e-07	0.97
II-30	II	556051	556141	+	1373.4	0.615	8.000000	7.0	0.3	22.74	3.81e-08	12.64	1.83e-06	0.97
II-38	II	595788	595878	+	1373.4	0.640	7.500000	7.0	0.6	11.37	3.59e-06	25.69	1.68e-08	0.97
II-32	II	761007	761097	+	1373.4	0.720	8.000000	7.0	0.3	22.74	3.81e-08	35.04	2.07e-09	0.97
III-13	III	122802	122892	+	1373.4	0.531	8.000000	7.0	0.3	22.74	3.81e-08	7.87	3.60e-05	0.97
III-15	III	227863	227953	+	1373.4	0.615	7.000000	7.0	0.6	11.37	3.59e-06	8.47	2.29e-05	0.97
IV-58	IV	491238	491328	+	1373.4	0.480	7.000000	7.0	0.3	22.74	3.81e-08	18.80	1.36e-07	0.97
IV-59	IV	556746	556836	+	1373.4	0.630	7.000000	7.0	0.6	11.37	3.59e-06	18.35	1.59e-07	0.97
IV-60	IV	769229	769319	+	1373.4	0.567	7.000000	7.0	0.3	22.74	3.81e-08	11.68	3.03e-06	0.97
IV-61	IV	892540	892630	+	1373.4	0.875	7.000000	7.0	0.3	22.74	3.81e-08	24.86	2.10e-08	0.97
IV-51	IV	976604	976694	+	1373.4	0.640	7.500000	7.0	0.3	22.74	3.81e-08	17.72	2.01e-07	0.97
IV-53	IV	1434533	1434623	+	1373.4	0.682	7.500000	7.0	0.3	22.74	3.81e-08	21.12	6.26e-08	0.97
IV-54	IV	1450943	1451033	+	1373.4	0.750	7.500000	7.0	0.6	11.37	3.59e-06	18.57	1.47e-07	0.97
IX-26	IX	332920	333010	+	1373.4	0.600	6.500000	7.0	0.6	11.37	3.59e-06	12.04	2.49e-06	1.04
IX-24	IX	415892	415982	+	1373.4	0.500	7.000000	7.0	0.6	11.37	3.59e-06	20.83	6.86e-08	0.97
V-50	V	141364	141454	+	1373.4	0.800	6.500000	7.0	0.3	22.74	3.81e-08	8.76	1.86e-05	1.04
V-42	V	225417	225507	+	1373.4	0.773	7.500000	7.0	0.3	22.74	3.81e-08	10.71	5.27e-06	0.97
V-43	V	268456	268546	+	1373.4	0.531	7.500000	7.0	0.6	11.37	3.59e-06	10.28	6.83e-06	0.97
V-48	V	467996	468086	+	1373.4	0.800	7.000000	7.0	0.3	22.74	3.81e-08	21.41	5.71e-08	0.97
V-44	V	483100	483190	+	1373.4	0.577	7.500000	7.0	0.3	22.74	3.81e-08	23.01	3.53e-08	0.97
VI-15	VI	82100	82190	+	1373.4	0.739	7.500000	7.0	0.9	7.58	4.51e-05	19.51	1.06e-07	0.97
VI-17	VI	157867	157957	+	1373.4	0.737	7.500000	7.0	0.3	22.74	3.81e-08	24.47	2.34e-08	0.97
VII-53	VII	206477	206567	+	1373.4	0.680	7.000000	7.0	0.3	22.74	3.81e-08	17.93	1.86e-07	0.97
VII-54	VII	428237	428327	+	1373.4	0.652	7.000000	7.0	0.3	22.74	3.81e-08	18.14	1.72e-07	0.97
VII-47	VII	560129	560219	+	1373.4	0.682	7.500000	7.0	0.3	22.74	3.81e-08	15.42	5.02e-07	0.97
VII-41	VII	905042	905132	+	1373.4	0.741	8.500000	7.0	0.9	7.58	4.51e-05	7.87	3.60e-05	0.97
VII-56	VII	913306	913396	+	1373.4	0.737	7.000000	7.0	0.3	22.74	3.81e-08	19.27	1.15e-07	0.97
VIII-20	VIII	122601	122691	+	1373.4	0.500	7.000000	7.0	0.3	22.74	3.81e-08	8.96	1.61e-05	0.97
VIII-23	VIII	422520	422610	+	1373.4	0.700	7.000000	7.0	0.9	7.58	4.51e-05	21.41	5.71e-08	0.97
VIII-24	VIII	467027	467117	+	1373.4	0.824	7.000000	7.0	0.3	22.74	3.81e-08	24.86	2.10e-08	0.97
X-30	X	75616	75706	+	1373.4	0.583	7.000000	7.0	0.3	22.74	3.81e-08	11.42	3.50e-06	0.97
X-22	X	123190	123280	+	1373.4	0.750	7.500000	7.0	0.3	22.74	3.81e-08	8.71	1.92e-05	0.97
X-32	X	294906	294996	+	1373.4	0.667	7.000000	7.0	0.6	11.37	3.59e-06	9.18	1.39e-05	0.97
X-23	X	424249	424339	+	1373.4	0.850	7.500000	7.0	0.3	22.74	3.81e-08	28.03	9.37e-09	1.04
X-24	X	466355	466445	+	1373.4	0.778	7.500000	7.0	0.3	22.74	3.81e-08	13.89	9.91e-07	0.97
X-27	X	716001	716091	+	1373.4	0.833	7.500000	7.0	0.3	22.74	3.81e-08	20.83	6.86e-08	0.97
XI-32	XI	158433	158523	+	1373.4	0.652	7.000000	7.0	0.3	22.74	3.81e-08	16.76	2.90e-07	0.97
XI-18	XI	308871	308961	+	1373.4	0.533	8.500000	7.0	0.3	22.74	3.81e-08	16.40	3.34e-07	0.97
XI-35	XI	578909	578999	+	1373.4	0.625	7.000000	7.0	0.6	11.37	3.59e-06	11.09	4.21e-06	1.04
XI-30	XI	618817	618907	+	1373.4	0.800	7.500000	7.0	0.6	11.37	3.59e-06	14.01	9.34e-07	0.97
XII-52	XII	259787	259877	+	1373.4	0.667	7.000000	7.0	0.9	7.58	4.51e-05	22.34	4.30e-08	0.97
XII-53	XII	289761	289851	+	1373.4	0.778	7.000000	7.0	0.6	11.37	3.59e-06	22.34	4.30e-08	0.97
XII-45	XII	329455	329545	+	1373.4	0.667	7.500000	7.0	0.6	11.37	3.59e-06	24.09	2.60e-08	0.97
XII-46	XII	645877	645967	+	1373.4	0.500	7.500000	7.0	0.3	22.74	3.81e-08	14.27	8.29e-07	0.97
XII-48	XII	784297	784387	+	1373.4	0.739	7.500000	7.0	0.3	22.74	3.81e-08	9.63	1.03e-05	0.97
XIII-39	XIII	220826	220916	+	1373.4	0.750	7.000000	7.0	0.3	22.74	3.81e-08	10.01	8.06e-06	0.97
XIII-38	XIII	271978	272068	+	1373.4	0.850	7.500000	7.0	0.3	22.74	3.81e-08	17.93	1.86e-07	0.97
XIII-26	XIII	661867	661957	+	1373.4	0.500	8.500000	7.0	0.6	11.37	3.59e-06	16.06	3.84e-07	0.97
XIII-20	XIII	774217	774307	+	1373.4	0.706	9.000000	7.0	0.3	22.74	3.81e-08	11.50	3.33e-06	0.97
XIII-43	XIII	798244	798334	+	1373.4	0.636	7.000000	7.0	0.3	22.74	3.81e-08	19.27	1.15e-07	0.97
XIII-21	XIII	810967	811057	+	1373.4	0.840	9.000000	7.0	0.3	22.74	3.81e-08	19.51	1.06e-07	0.97
XIII-44	XIII	886466	886556	+	1373.4	0.478	7.000000	7.0	0.3	22.74	3.81e-08	25.27	1.88e-08	0.97
XIV-24	XIV	340152	340242	+	1373.4	0.833	7.500000	7.0	0.3	22.74	3.81e-08	18.80	1.36e-07	0.97
XIV-21	XIV	495145	495235	+	1373.4	0.808	8.000000	7.0	0.6	11.37	3.59e-06	11.42	3.50e-06	0.97
XIV-27	XIV	576167	576257	+	1373.4	0.704	7.000000	7.0	0.3	22.74	3.81e-08	15.42	5.02e-07	0.97
XIV-29	XIV	739422	739512	+	1373.4	0.778	7.000000	7.0	0.3	22.74	3.81e-08	23.36	3.19e-08	0.97
XV-43	XV	69225	69315	+	1373.4	0.696	7.500000	7.0	0.3	22.74	3.81e-08	21.12	6.26e-08	0.97
XV-29	XV	83390	83480	+	1373.4	0.645	9.000000	7.0	0.3	22.74	3.81e-08	8.29	2.61e-05	0.97
XV-52	XV	218858	218948	+	1373.4	0.727	7.000000	7.0	0.3	22.74	3.81e-08	12.64	1.83e-06	1.04
XV-38	XV	316499	316589	+	1373.4	0.769	8.000000	7.0	0.3	22.74	3.81e-08	18.14	1.72e-07	0.97
XV-45	XV	479954	480044	+	1373.4	0.842	7.500000	7.0	0.3	22.74	3.81e-08	24.47	2.34e-08	0.97
XV-55	XV	592692	592782	+	1373.4	0.882	7.000000	7.0	0.9	7.58	4.51e-05	59.29	5.64e-11	0.97
XV-46	XV	639003	639093	+	1373.4	0.654	7.500000	7.0	0.3	22.74	3.81e-08	20.83	6.86e-08	0.97
XV-47	XV	679093	679183	+	1373.4	0.556	7.500000	7.0	0.3	22.74	3.81e-08	18.80	1.36e-07	0.97
XVI-40	XVI	24749	24839	+	1373.4	0.750	7.000000	7.0	0.3	22.74	3.81e-08	32.12	3.73e-09	0.97
XVI-41	XVI	106919	107009	+	1373.4	0.556	7.000000	7.0	0.3	22.74	3.81e-08	10.08	7.74e-06	0.97
XVI-42	XVI	215219	215309	+	1373.4	0.636	7.000000	7.0	0.6	11.37	3.59e-06	9.01	1.55e-05	0.97
XVI-44	XVI	404320	404410	+	1373.4	0.789	7.000000	7.0	0.3	22.74	3.81e-08	14.01	9.34e-07	0.97
XVI-34	XVI	450884	450974	+	1373.4	0.640	7.500000	7.0	0.3	22.74	3.81e-08	11.01	4.41e-06	0.97
XVI-38	XVI	840351	840441	+	1373.4	0.680	7.500000	7.0	0.6	11.37	3.59e-06	14.82	6.48e-07	0.97
I-12	I	211017	211107	+	1275.3	0.700	7.000000	6.5	0.3	21.12	8.68e-07	57.26	2.65e-09	0.90
II-43	II	415526	415616	+	1275.3	0.593	6.500000	6.5	0.3	21.12	8.68e-07	14.17	8.17e-06	0.90
II-37	II	452256	452346	+	1275.3	0.727	7.500000	6.5	0.3	21.12	8.68e-07	23.09	5.22e-07	0.90
II-45	II	466143	466233	+	1275.3	0.625	6.500000	6.5	0.3	21.12	8.68e-07	17.89	2.22e-06	0.90
II-31	II	606059	606149	+	1275.3	0.607	8.000000	6.5	0.3	21.12	8.68e-07	9.80	6.08e-05	0.90
II-46	II	798961	799051	+	1275.3	0.577	6.500000	6.5	0.6	10.56	4.08e-05	25.11	3.22e-07	0.97
III-16	III	236518	236608	+	1275.3	0.739	7.000000	6.5	0.3	21.12	8.68e-07	14.46	7.31e-06	0.90
III-17	III	246752	246842	+	1275.3	0.800	7.000000	6.5	0.3	21.12	8.68e-07	47.71	7.75e-09	0.90
III-18	III	279954	280044	+	1275.3	0.722	6.500000	6.5	0.3	21.12	8.68e-07	55.06	3.34e-09	0.90
IV-55	IV	20250	20340	+	1275.3	0.762	7.000000	6.5	0.3	21.12	8.68e-07	21.36	8.12e-07	0.90
IV-43	IV	56796	56886	+	1275.3	0.737	7.500000	6.5	0.3	21.12	8.68e-07	24.26	3.93e-07	0.90
IV-45	IV	130669	130759	+	1275.3	0.650	7.500000	6.5	0.3	21.12	8.68e-07	11.93	2.11e-05	0.90
IV-64	IV	156080	156170	+	1275.3	0.722	6.500000	6.5	0.6	10.56	4.08e-05	38.69	2.64e-08	0.90
IV-62	IV	1011704	1011794	+	1275.3	0.593	7.000000	6.5	0.3	21.12	8.68e-07	9.61	6.77e-05	0.90
IV-72	IV	1301050	1301140	+	1275.3	0.619	6.500000	6.5	0.3	21.12	8.68e-07	13.63	1.01e-05	0.90
IV-73	IV	1385887	1385977	+	1275.3	0.722	6.500000	6.5	0.3	21.12	8.68e-07	19.88	1.22e-06	0.90
IV-75	IV	1496689	1496779	+	1275.3	0.737	6.500000	6.5	0.3	21.12	8.68e-07	12.13	1.92e-05	0.90
IV-63	IV	1507397	1507487	+	1275.3	0.667	7.000000	6.5	0.3	21.12	8.68e-07	19.61	1.32e-06	0.90
IX-15	IX	102333	102423	+	1275.3	0.750	8.000000	6.5	0.3	21.12	8.68e-07	11.18	2.99e-05	0.90
IX-28	IX	177729	177819	+	1275.3	0.765	6.000000	6.5	0.6	10.56	4.08e-05	16.84	3.12e-06	0.97
IX-21	IX	197631	197721	+	1275.3	0.720	7.500000	6.5	0.3	21.12	8.68e-07	25.11	3.22e-07	0.90
V-40	V	42131	42221	+	1275.3	0.731	7.500000	6.5	0.3	21.12	8.68e-07	19.61	1.32e-06	0.90
V-41	V	100176	100266	+	1275.3	0.833	7.500000	6.5	0.3	21.12	8.68e-07	15.23	5.48e-06	0.90
V-54	V	302572	302662	+	1275.3	0.722	6.500000	6.5	0.3	21.12	8.68e-07	9.36	7.80e-05	0.90
VI-20	VI	55113	55203	+	1275.3	0.636	7.000000	6.5	0.3	21.12	8.68e-07	13.13	1.24e-05	0.90
VII-57	VII	23658	23748	+	1275.3	0.611	6.500000	6.5	0.3	21.12	8.68e-07	12.67	1.52e-05	0.90
VII-51	VII	165213	165303	+	1275.3	0.722	7.000000	6.5	0.3	21.12	8.68e-07	21.36	8.12e-07	0.90
VII-60	VII	610167	610257	+	1275.3	0.483	6.500000	6.5	0.3	21.12	8.68e-07	11.45	2.63e-05	0.90
VII-61	VII	640483	640573	+	1275.3	0.609	6.500000	6.5	0.3	21.12	8.68e-07	19.61	1.32e-06	0.90
VII-48	VII	654187	654277	+	1275.3	0.636	7.500000	6.5	0.3	21.12	8.68e-07	13.13	1.24e-05	0.90
VIII-17	VIII	143715	143805	+	1275.3	0.900	7.500000	6.5	0.6	10.56	4.08e-05	13.90	9.11e-06	0.90
VIII-18	VIII	146186	146276	+	1275.3	0.680	7.500000	6.5	0.3	21.12	8.68e-07	9.94	5.65e-05	0.90
VIII-27	VIII	272483	272573	+	1275.3	0.750	6.500000	6.5	0.6	10.56	4.08e-05	28.63	1.52e-07	0.90
VIII-29	VIII	422728	422818	+	1275.3	0.650	6.500000	6.5	0.3	21.12	8.68e-07	20.45	1.04e-06	0.90
X-34	X	355465	355555	+	1275.3	0.684	7.000000	6.5	0.3	21.12	8.68e-07	17.46	2.55e-06	0.90
X-39	X	360920	361010	+	1275.3	0.550	6.500000	6.5	0.3	21.12	8.68e-07	19.09	1.54e-06	0.90
XI-31	XI	24912	25002	+	1275.3	0.609	7.000000	6.5	0.6	10.56	4.08e-05	16.84	3.12e-06	0.90
XII-44	XII	125207	125297	+	1275.3	0.609	7.500000	6.5	0.3	21.12	8.68e-07	29.21	1.35e-07	0.90
XII-50	XII	198196	198286	+	1275.3	0.778	7.000000	6.5	0.3	21.12	8.68e-07	14.46	7.31e-06	0.90
XII-51	XII	234643	234733	+	1275.3	0.700	7.000000	6.5	0.3	21.12	8.68e-07	11.01	3.26e-05	0.90
XII-57	XII	605420	605510	+	1275.3	0.650	6.500000	6.5	0.6	10.56	4.08e-05	13.90	9.11e-06	0.90
XIII-35	XIII	91161	91251	+	1275.3	0.722	7.500000	6.5	0.6	10.56	4.08e-05	18.59	1.79e-06	0.90
XIII-46	XIII	91961	92051	+	1275.3	0.619	6.500000	6.5	0.3	21.12	8.68e-07	20.75	9.61e-07	0.90
XIII-36	XIII	124367	124457	+	1275.3	0.571	7.500000	6.5	0.3	21.12	8.68e-07	23.09	5.22e-07	0.90
XIII-30	XIII	159104	159194	+	1275.3	0.720	8.000000	6.5	0.3	21.12	8.68e-07	17.25	2.73e-06	0.90
XIII-49	XIII	510478	510568	+	1275.3	0.565	6.500000	6.5	0.3	21.12	8.68e-07	11.64	2.41e-05	0.90
XIII-51	XIII	627974	628064	+	1275.3	0.842	6.500000	6.5	0.3	21.12	8.68e-07	20.75	9.61e-07	0.90
XIII-42	XIII	798012	798102	+	1275.3	0.783	7.000000	6.5	0.6	10.56	4.08e-05	17.67	2.38e-06	0.90
XIII-52	XIII	880651	880741	+	1275.3	0.700	6.500000	6.5	0.3	21.12	8.68e-07	33.29	6.33e-08	0.90
XIV-31	XIV	310322	310412	+	1275.3	0.765	6.500000	6.5	0.3	21.12	8.68e-07	29.21	1.35e-07	0.90
XV-58	XV	304770	304860	+	1275.3	0.684	6.500000	6.5	0.3	21.12	8.68e-07	12.67	1.52e-05	0.90
XV-60	XV	461635	461725	+	1275.3	0.750	6.500000	6.5	0.6	10.56	4.08e-05	18.59	1.79e-06	0.90
XV-61	XV	472485	472575	+	1275.3	0.636	6.500000	6.5	0.6	10.56	4.08e-05	28.07	1.70e-07	0.90
XV-63	XV	586452	586542	+	1275.3	0.867	6.500000	6.5	0.3	21.12	8.68e-07	53.02	4.17e-09	0.90
XV-64	XV	670969	671059	+	1275.3	0.696	6.500000	6.5	0.6	10.56	4.08e-05	23.47	4.76e-07	0.90
XVI-47	XVI	227874	227964	+	1275.3	0.720	6.500000	6.5	0.3	21.12	8.68e-07	25.11	3.22e-07	0.90
XVI-28	XVI	257163	257253	+	1275.3	0.667	8.000000	6.5	0.3	21.12	8.68e-07	19.09	1.54e-06	0.90
XVI-36	XVI	678882	678972	+	1275.3	0.467	7.500000	6.5	0.3	21.12	8.68e-07	10.68	3.84e-05	0.90
I-11	I	20936	21026	+	1177.2	0.737	7.000000	6.0	0.3	19.50	8.68e-07	30.03	7.24e-08	0.97
II-40	II	251385	251475	+	1177.2	0.708	7.000000	6.0	0.6	9.75	4.08e-05	10.24	3.12e-05	0.97
II-44	II	429328	429418	+	1177.2	0.706	6.500000	6.0	0.3	19.50	8.68e-07	15.73	2.92e-06	0.97
II-48	II	555314	555404	+	1177.2	0.700	6.000000	6.0	0.3	19.50	8.68e-07	11.20	1.92e-05	0.97
II-41	II	624978	625068	+	1177.2	0.560	7.000000	6.0	0.3	19.50	8.68e-07	13.21	7.73e-06	0.97
II-42	II	697636	697726	+	1177.2	0.542	7.000000	6.0	0.3	19.50	8.68e-07	14.52	4.57e-06	0.97
IV-77	IV	104796	104886	+	1177.2	0.706	6.000000	6.0	0.3	19.50	8.68e-07	27.53	1.20e-07	0.97
IV-56	IV	117470	117560	+	1177.2	0.650	7.000000	6.0	0.6	9.75	4.08e-05	16.11	2.55e-06	0.97
IV-84	IV	551332	551422	+	1177.2	0.565	6.000000	6.0	0.6	9.75	4.08e-05	10.16	3.26e-05	0.97
IV-86	IV	976402	976492	+	1177.2	0.737	6.000000	6.0	0.3	19.50	8.68e-07	14.68	4.30e-06	0.97
IV-68	IV	992969	993059	+	1177.2	0.577	6.500000	6.0	0.3	19.50	8.68e-07	41.29	1.13e-08	0.97
IV-69	IV	1011396	1011486	+	1177.2	0.680	6.500000	6.0	0.6	9.75	4.08e-05	8.81	7.02e-05	0.97
IV-70	IV	1055961	1056051	+	1177.2	0.640	6.500000	6.0	0.3	19.50	8.68e-07	18.61	1.13e-06	0.97
IV-90	IV	1233834	1233924	+	1177.2	0.800	6.000000	6.0	0.6	9.75	4.08e-05	28.72	9.36e-08	0.97
IV-71	IV	1242667	1242757	+	1177.2	0.621	6.500000	6.0	0.6	9.75	4.08e-05	9.51	4.67e-05	0.97
IX-25	IX	131925	132015	+	1177.2	0.867	6.500000	6.0	0.3	19.50	8.68e-07	13.62	6.53e-06	0.97
IX-29	IX	216093	216183	+	1177.2	0.750	6.000000	6.0	0.3	19.50	8.68e-07	21.31	5.22e-07	0.97
IX-32	IX	268486	268576	+	1177.2	0.524	6.000000	6.0	0.6	9.75	4.08e-05	15.73	2.92e-06	0.97
IX-33	IX	332703	332793	+	1177.2	0.875	6.000000	6.0	0.6	9.75	4.08e-05	10.49	2.75e-05	0.97
MT-29	MT	85605	85685	+	1177.2	0.857	6.000000	6.0	0.3	19.50	8.68e-07	20.02	7.46e-07	0.97
V-51	V	212169	212259	+	1177.2	0.600	6.500000	6.0	0.3	19.50	8.68e-07	20.02	7.46e-07	0.97
VI-16	VI	106665	106755	+	1177.2	0.630	7.500000	6.0	0.3	19.50	8.68e-07	11.39	1.75e-05	0.97
VII-50	VII	152901	152991	+	1177.2	0.778	7.000000	6.0	0.3	19.50	8.68e-07	9.18	5.65e-05	0.97
VII-69	VII	197484	197574	+	1177.2	0.538	6.000000	6.0	0.6	9.75	4.08e-05	15.73	2.92e-06	0.97
VII-70	VII	412254	412344	+	1177.2	0.600	6.000000	6.0	0.3	19.50	8.68e-07	12.23	1.18e-05	0.97
VII-55	VII	544500	544590	+	1177.2	0.778	7.000000	6.0	0.6	9.75	4.08e-05	12.95	8.63e-06	0.97
VII-63	VII	661804	661894	+	1177.2	0.640	6.500000	6.0	0.6	9.75	4.08e-05	50.82	3.34e-09	0.97
VII-64	VII	700703	700793	+	1177.2	0.500	6.500000	6.0	0.3	19.50	8.68e-07	13.48	6.91e-06	0.97
VII-49	VII	739633	739723	+	1177.2	0.640	7.500000	6.0	0.3	19.50	8.68e-07	11.01	2.11e-05	0.97
VII-74	VII	1070066	1070156	+	1177.2	0.857	6.000000	6.0	0.3	19.50	8.68e-07	30.73	6.33e-08	0.97
VIII-22	VIII	388839	388929	+	1177.2	0.650	7.000000	6.0	0.3	19.50	8.68e-07	14.85	4.04e-06	0.97
VIII-32	VIII	512150	512240	+	1177.2	0.632	6.000000	6.0	0.3	19.50	8.68e-07	24.47	2.36e-07	0.97
X-33	X	337795	337885	+	1177.2	0.667	7.000000	6.0	0.3	19.50	8.68e-07	18.10	1.32e-06	0.97
X-44	X	548474	548564	+	1177.2	0.706	6.000000	6.0	0.3	19.50	8.68e-07	16.11	2.55e-06	0.97
X-40	X	598428	598518	+	1177.2	0.619	6.500000	6.0	0.3	19.50	8.68e-07	34.77	3.09e-08	0.97
