# HOMER Peaks
# Peak finding parameters:
# tag directory = SPT5_T15_R2_Tagdir
#
# total peaks = 691
# peak size = 92
# peaks found using tags on both strands
# minimum distance between peaks = 184
# fragment length = 78
# genome size = 12121911
# Total tags = 61380.5
# Total tags in peaks = 6812.0
# Approximate IP efficiency = 11.10%
# tags per bp = 0.005015
# expected tags per peak = 0.461
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.908387e-07
# FDR tag threshold = 7.0
# number of putative peaks = 805
#
# input tag directory = SPT5_T15_R2_controlTagdir
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 87
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 27
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks SPT5_T15_R2_Tagdir -style factor -i SPT5_T15_R2_controlTagdir -o SPT5_T15_R2_homer_narrowPeak.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
IV-66	IV	914938	915030	+	1303.3	0.667	8.000000	8.0	1.1	7.44	1.71e-05	20.76	8.20e-09	0.96
IV-55	IV	1242473	1242565	+	1303.3	0.625	8.500000	8.0	0.4	22.32	4.72e-09	10.44	1.37e-06	0.96
IV-68	IV	1266927	1267019	+	1303.3	0.818	8.000000	8.0	1.1	7.44	1.71e-05	17.58	2.89e-08	0.96
IV-56	IV	1278751	1278843	+	1303.3	0.667	8.500000	8.0	0.4	22.32	4.72e-09	11.49	6.84e-07	0.96
IV-57	IV	1345398	1345490	+	1303.3	0.621	8.500000	8.0	0.4	22.32	4.72e-09	18.73	1.79e-08	1.03
IV-70	IV	1434520	1434612	+	1303.3	0.692	8.000000	8.0	0.4	22.32	4.72e-09	21.01	7.48e-09	0.96
IV-58	IV	1494135	1494227	+	1303.3	0.762	8.500000	8.0	0.4	22.32	4.72e-09	8.57	5.61e-06	0.96
IV-45	IV	1507103	1507195	+	1303.3	0.630	9.000000	8.0	0.4	22.32	4.72e-09	8.88	4.36e-06	0.96
IX-18	IX	268027	268119	+	1303.3	0.552	8.000000	8.0	1.1	7.44	1.71e-05	13.90	1.68e-07	0.96
V-32	V	53464	53556	+	1303.3	0.607	8.000000	8.0	0.4	22.32	4.72e-09	18.53	1.95e-08	0.96
V-35	V	242119	242211	+	1303.3	0.655	8.000000	8.0	1.1	7.44	1.71e-05	15.12	9.00e-08	0.96
V-25	V	284768	284860	+	1303.3	0.677	9.500000	8.0	0.4	22.32	4.72e-09	6.73	3.46e-05	0.96
V-38	V	343318	343410	+	1303.3	0.704	8.000000	8.0	0.4	22.32	4.72e-09	20.76	8.20e-09	0.96
V-40	V	362413	362505	+	1303.3	0.625	8.000000	8.0	0.4	22.32	4.72e-09	18.53	1.95e-08	0.96
V-27	V	431210	431302	+	1303.3	0.833	9.000000	8.0	0.4	22.32	4.72e-09	18.14	2.29e-08	0.96
V-41	V	439247	439339	+	1303.3	0.720	8.000000	8.0	1.1	7.44	1.71e-05	8.70	5.04e-06	0.96
VI-12	VI	176747	176839	+	1303.3	0.550	8.500000	8.0	0.4	22.32	4.72e-09	18.53	1.95e-08	0.96
VII-40	VII	414	506	+	1303.3	0.680	8.500000	8.0	0.4	22.32	4.72e-09	47.86	1.28e-11	0.96
VII-47	VII	433387	433479	+	1303.3	0.680	8.000000	8.0	0.4	22.32	4.72e-09	18.33	2.11e-08	0.96
VII-50	VII	753996	754088	+	1303.3	0.731	8.000000	8.0	0.4	22.32	4.72e-09	15.95	6.00e-08	1.03
VII-44	VII	920218	920310	+	1303.3	0.677	8.500000	8.0	1.1	7.44	1.71e-05	14.48	1.24e-07	0.96
VII-45	VII	1000205	1000297	+	1303.3	0.640	8.500000	8.0	1.1	7.44	1.71e-05	10.32	1.49e-06	0.96
VIII-13	VIII	29	121	+	1303.3	0.682	9.000000	8.0	0.7	11.16	8.44e-07	86.16	1.25e-13	0.96
VIII-9	VIII	48231	48323	+	1303.3	0.535	10.000000	8.0	0.4	22.32	4.72e-09	15.39	7.88e-08	0.96
VIII-17	VIII	175104	175196	+	1303.3	0.562	9.000000	8.0	1.1	7.44	1.71e-05	12.58	3.52e-07	0.96
VIII-19	VIII	462200	462292	+	1303.3	0.680	9.000000	8.0	1.1	7.44	1.71e-05	16.73	4.20e-08	0.96
VIII-27	VIII	505689	505781	+	1303.3	0.769	8.000000	8.0	0.7	11.16	8.44e-07	21.54	6.20e-09	0.96
X-20	X	157473	157565	+	1303.3	0.692	8.500000	8.0	0.4	22.32	4.72e-09	12.31	4.12e-07	0.96
X-17	X	424296	424388	+	1303.3	0.586	9.000000	8.0	1.1	7.44	1.71e-05	26.51	1.26e-09	0.96
XI-23	XI	130397	130489	+	1303.3	0.900	9.000000	8.0	0.7	11.16	8.44e-07	17.58	2.89e-08	0.96
XI-24	XI	166129	166221	+	1303.3	0.475	9.000000	8.0	1.1	7.44	1.71e-05	10.98	9.53e-07	0.96
XI-29	XI	322511	322603	+	1303.3	0.568	8.500000	8.0	0.4	22.32	4.72e-09	12.67	3.33e-07	0.96
XI-19	XI	519050	519142	+	1303.3	0.568	9.500000	8.0	0.4	22.32	4.72e-09	10.57	1.25e-06	0.96
XII-40	XII	65405	65497	+	1303.3	0.720	8.000000	8.0	0.4	22.32	4.72e-09	21.81	5.63e-09	0.96
XII-37	XII	108345	108437	+	1303.3	0.486	8.500000	8.0	0.7	11.16	8.44e-07	21.01	7.48e-09	0.96
XII-42	XII	242026	242118	+	1303.3	0.609	8.000000	8.0	0.7	11.16	8.44e-07	21.27	6.81e-09	0.96
XII-43	XII	320468	320560	+	1303.3	0.739	8.000000	8.0	0.4	22.32	4.72e-09	19.15	1.52e-08	0.96
XII-45	XII	633478	633570	+	1303.3	0.842	8.000000	8.0	0.4	22.32	4.72e-09	22.09	5.11e-09	0.96
XII-32	XII	781506	781598	+	1303.3	0.769	9.000000	8.0	1.1	7.44	1.71e-05	11.72	5.90e-07	0.96
XII-46	XII	828486	828578	+	1303.3	0.625	8.000000	8.0	0.7	11.16	8.44e-07	14.98	9.60e-08	0.96
XII-38	XII	871498	871590	+	1303.3	0.750	8.500000	8.0	0.4	22.32	4.72e-09	17.06	3.63e-08	0.96
XII-39	XII	954622	954714	+	1303.3	0.559	8.500000	8.0	0.4	22.32	4.72e-09	8.62	5.42e-06	1.03
XIII-36	XIII	124268	124360	+	1303.3	0.680	8.500000	8.0	0.4	22.32	4.72e-09	17.95	2.47e-08	0.96
XIII-31	XIII	219946	220038	+	1303.3	0.909	9.000000	8.0	0.4	22.32	4.72e-09	11.26	7.90e-07	0.96
XIII-44	XIII	433559	433651	+	1303.3	0.531	8.000000	8.0	0.4	22.32	4.72e-09	9.96	1.92e-06	0.96
XIII-21	XIII	472882	472974	+	1303.3	0.486	10.000000	8.0	0.7	11.16	8.44e-07	12.31	4.12e-07	0.96
XIII-40	XIII	754437	754529	+	1303.3	0.581	8.500000	8.0	0.4	22.32	4.72e-09	11.34	7.53e-07	0.96
XIII-45	XIII	770600	770692	+	1303.3	0.810	8.000000	8.0	0.4	22.32	4.72e-09	6.48	4.51e-05	0.96
XIII-15	XIII	872755	872847	+	1303.3	0.621	10.500000	8.0	0.7	11.16	8.44e-07	22.38	4.63e-09	0.96
XIV-23	XIV	198166	198258	+	1303.3	0.533	8.000000	8.0	0.4	22.32	4.72e-09	12.86	2.99e-07	0.96
XIV-24	XIV	276051	276143	+	1303.3	0.679	8.000000	8.0	0.7	11.16	8.44e-07	13.05	2.67e-07	1.03
XIV-21	XIV	569928	570020	+	1303.3	0.667	8.500000	8.0	0.4	22.32	4.72e-09	23.29	3.41e-09	0.96
XV-50	XV	55332	55424	+	1303.3	0.679	8.000000	8.0	1.1	7.44	1.71e-05	15.66	6.89e-08	0.96
XV-44	XV	69210	69302	+	1303.3	0.731	8.500000	8.0	0.4	22.32	4.72e-09	16.26	5.22e-08	0.96
XV-23	XV	161245	161337	+	1303.3	0.576	10.500000	8.0	0.7	11.16	8.44e-07	9.26	3.23e-06	0.96
XV-41	XV	161847	161939	+	1303.3	0.581	9.000000	8.0	0.4	22.32	4.72e-09	9.17	3.49e-06	0.96
XV-58	XV	770256	770348	+	1303.3	0.571	8.000000	8.0	0.4	22.32	4.72e-09	16.26	5.22e-08	0.96
XV-60	XV	825359	825451	+	1303.3	0.850	8.000000	8.0	0.4	22.32	4.72e-09	17.58	2.89e-08	0.96
XV-49	XV	931256	931348	+	1303.3	0.607	8.500000	8.0	0.4	22.32	4.72e-09	27.79	8.77e-10	0.96
XV-40	XV	989301	989393	+	1303.3	0.581	9.500000	8.0	0.7	11.16	8.44e-07	6.27	5.68e-05	0.96
XV-62	XV	1009762	1009854	+	1303.3	0.762	8.000000	8.0	0.7	11.16	8.44e-07	30.77	3.99e-10	0.96
XV-63	XV	1039506	1039598	+	1303.3	0.680	8.000000	8.0	0.7	11.16	8.44e-07	13.25	2.39e-07	0.96
XV-64	XV	1043424	1043516	+	1303.3	0.583	8.000000	8.0	0.4	22.32	4.72e-09	11.97	5.07e-07	0.96
XVI-45	XVI	99225	99317	+	1303.3	0.762	8.000000	8.0	0.7	11.16	8.44e-07	13.25	2.39e-07	0.96
XVI-46	XVI	105972	106064	+	1303.3	0.789	8.000000	8.0	0.4	22.32	4.72e-09	15.39	7.88e-08	0.96
XVI-49	XVI	370757	370849	+	1303.3	0.714	8.000000	8.0	0.4	22.32	4.72e-09	20.51	8.99e-09	0.96
XVI-51	XVI	491724	491816	+	1303.3	0.640	8.000000	8.0	0.4	22.32	4.72e-09	22.09	5.11e-09	0.96
XVI-54	XVI	627559	627651	+	1303.3	0.739	8.000000	8.0	0.4	22.32	4.72e-09	23.29	3.41e-09	0.96
XVI-41	XVI	678900	678992	+	1303.3	0.667	8.500000	8.0	0.4	22.32	4.72e-09	8.88	4.36e-06	0.96
II-40	II	60835	60927	+	1221.9	0.708	7.500000	7.5	0.4	20.93	1.05e-07	24.11	4.10e-08	0.90
II-42	II	186560	186652	+	1221.9	0.800	7.500000	7.5	0.7	10.46	9.42e-06	27.85	1.56e-08	0.90
II-26	II	310418	310510	+	1221.9	0.792	9.000000	7.5	0.7	10.46	9.42e-06	16.65	4.75e-07	0.90
II-46	II	429350	429442	+	1221.9	0.882	7.500000	7.5	0.4	20.93	1.05e-07	13.13	2.22e-06	0.90
II-53	II	461915	462007	+	1221.9	0.789	7.000000	7.5	0.4	20.93	1.05e-07	10.16	1.13e-05	0.97
II-34	II	614139	614231	+	1221.9	0.533	8.500000	7.5	0.4	20.93	1.05e-07	9.23	2.06e-05	0.90
II-29	II	697495	697587	+	1221.9	0.850	9.000000	7.5	0.4	20.93	1.05e-07	17.37	3.60e-07	0.90
III-14	III	163589	163681	+	1221.9	0.600	7.000000	7.5	0.4	20.93	1.05e-07	15.24	8.48e-07	0.97
IV-47	IV	341313	341405	+	1221.9	0.864	8.500000	7.5	0.7	10.46	9.42e-06	24.85	3.34e-08	0.90
IV-49	IV	551298	551390	+	1221.9	0.786	8.500000	7.5	0.7	10.46	9.42e-06	11.38	5.55e-06	0.90
IV-40	IV	556624	556716	+	1221.9	0.714	9.000000	7.5	0.7	10.46	9.42e-06	13.58	1.79e-06	0.90
IV-51	IV	769124	769216	+	1221.9	0.586	8.500000	7.5	0.7	10.46	9.42e-06	12.33	3.32e-06	0.90
IV-52	IV	806353	806445	+	1221.9	0.656	8.500000	7.5	0.4	20.93	1.05e-07	19.94	1.45e-07	0.90
IV-42	IV	836224	836316	+	1221.9	0.676	9.000000	7.5	0.7	10.46	9.42e-06	16.15	5.80e-07	0.90
IV-77	IV	866807	866899	+	1221.9	0.773	7.500000	7.5	0.4	20.93	1.05e-07	17.00	4.14e-07	0.90
IV-78	IV	894201	894293	+	1221.9	0.615	7.500000	7.5	0.4	20.93	1.05e-07	12.24	3.49e-06	0.90
IV-79	IV	909495	909587	+	1221.9	0.577	7.500000	7.5	0.7	10.46	9.42e-06	16.65	4.75e-07	0.90
IV-43	IV	930506	930598	+	1221.9	0.556	9.000000	7.5	0.7	10.46	9.42e-06	12.92	2.46e-06	0.90
IV-80	IV	930781	930873	+	1221.9	0.708	7.500000	7.5	0.4	20.93	1.05e-07	12.92	2.46e-06	0.90
IV-85	IV	1229638	1229730	+	1221.9	0.773	7.500000	7.5	0.7	10.46	9.42e-06	15.99	6.19e-07	0.90
IV-69	IV	1355691	1355783	+	1221.9	0.485	8.000000	7.5	0.4	20.93	1.05e-07	16.32	5.43e-07	0.90
IV-103	IV	1461697	1461789	+	1221.9	0.625	7.000000	7.5	0.4	20.93	1.05e-07	15.68	7.03e-07	0.97
V-34	V	221637	221729	+	1221.9	0.667	8.000000	7.5	0.7	10.46	9.42e-06	12.33	3.32e-06	0.90
V-44	V	400946	401038	+	1221.9	0.850	7.500000	7.5	0.7	10.46	9.42e-06	11.30	5.81e-06	0.90
V-46	V	522820	522912	+	1221.9	0.750	7.500000	7.5	0.4	20.93	1.05e-07	22.44	6.62e-08	0.90
VI-11	VI	95328	95420	+	1221.9	0.760	8.500000	7.5	0.4	20.93	1.05e-07	10.56	8.90e-06	0.90
VI-13	VI	213071	213163	+	1221.9	0.882	7.500000	7.5	0.4	20.93	1.05e-07	40.39	1.26e-09	0.90
VII-52	VII	156284	156376	+	1221.9	0.609	7.500000	7.5	0.7	10.46	9.42e-06	19.46	1.70e-07	0.90
VII-53	VII	165470	165562	+	1221.9	0.741	7.500000	7.5	0.4	20.93	1.05e-07	12.33	3.32e-06	0.90
VII-22	VII	423204	423296	+	1221.9	0.828	10.000000	7.5	0.4	20.93	1.05e-07	12.82	2.59e-06	0.90
VII-56	VII	475334	475426	+	1221.9	0.882	7.500000	7.5	0.7	10.46	9.42e-06	17.95	2.91e-07	0.90
VII-51	VII	1007472	1007564	+	1221.9	0.789	8.000000	7.5	0.7	10.46	9.42e-06	14.17	1.36e-06	0.90
VIII-24	VIII	280997	281089	+	1221.9	0.515	8.000000	7.5	0.4	20.93	1.05e-07	7.73	6.09e-05	0.90
VIII-25	VIII	390074	390166	+	1221.9	0.579	8.000000	7.5	0.4	20.93	1.05e-07	20.98	1.04e-07	0.90
VIII-22	VIII	470634	470726	+	1221.9	0.567	8.500000	7.5	0.4	20.93	1.05e-07	31.07	7.45e-09	0.90
VIII-33	VIII	556618	556710	+	1221.9	0.625	7.500000	7.5	0.7	10.46	9.42e-06	24.11	4.10e-08	0.90
X-23	X	90277	90369	+	1221.9	0.655	7.500000	7.5	0.4	20.93	1.05e-07	19.70	1.57e-07	0.90
X-24	X	136874	136966	+	1221.9	0.773	7.500000	7.5	0.4	20.93	1.05e-07	15.68	7.03e-07	0.90
X-16	X	160024	160116	+	1221.9	0.647	9.000000	7.5	0.7	10.46	9.42e-06	11.97	4.03e-06	0.90
X-13	X	160296	160388	+	1221.9	0.719	9.500000	7.5	0.4	20.93	1.05e-07	12.24	3.49e-06	0.90
X-25	X	291248	291340	+	1221.9	0.522	7.500000	7.5	0.4	20.93	1.05e-07	9.08	2.29e-05	0.90
X-21	X	294890	294982	+	1221.9	0.633	8.500000	7.5	0.4	20.93	1.05e-07	9.18	2.13e-05	0.90
X-26	X	355741	355833	+	1221.9	0.750	7.500000	7.5	0.4	20.93	1.05e-07	13.58	1.79e-06	0.90
XI-35	XI	127195	127287	+	1221.9	0.696	7.500000	7.5	0.4	20.93	1.05e-07	21.54	8.69e-08	0.90
XI-25	XI	559456	559548	+	1221.9	0.900	9.000000	7.5	0.4	20.93	1.05e-07	33.65	4.33e-09	0.90
XII-41	XII	125051	125143	+	1221.9	0.842	8.000000	7.5	0.7	10.46	9.42e-06	23.41	4.99e-08	0.90
XII-44	XII	510865	510957	+	1221.9	0.850	8.000000	7.5	0.4	20.93	1.05e-07	15.39	7.97e-07	0.90
XII-31	XII	589086	589178	+	1221.9	0.826	9.000000	7.5	0.4	20.93	1.05e-07	23.08	5.49e-08	0.90
XII-47	XII	877508	877600	+	1221.9	0.760	8.000000	7.5	0.7	10.46	9.42e-06	10.10	1.18e-05	0.90
XII-49	XII	950683	950775	+	1221.9	0.682	8.000000	7.5	0.7	10.46	9.42e-06	7.44	8.71e-05	0.90
XIII-29	XIII	26097	26189	+	1221.9	0.581	9.000000	7.5	0.4	20.93	1.05e-07	13.81	1.61e-06	0.90
XIII-49	XIII	29941	30033	+	1221.9	0.800	7.500000	7.5	0.4	20.93	1.05e-07	14.17	1.36e-06	0.90
XIII-50	XIII	119347	119439	+	1221.9	0.667	7.500000	7.5	0.4	20.93	1.05e-07	14.55	1.14e-06	0.97
XIII-53	XIII	287524	287616	+	1221.9	0.714	7.500000	7.5	0.4	20.93	1.05e-07	13.58	1.79e-06	0.90
XIII-34	XIII	433801	433893	+	1221.9	0.567	9.000000	7.5	0.7	10.46	9.42e-06	9.23	2.06e-05	0.90
XIII-37	XIII	438932	439024	+	1221.9	0.792	8.500000	7.5	0.7	10.46	9.42e-06	14.30	1.28e-06	0.90
XIII-57	XIII	652924	653016	+	1221.9	0.762	7.500000	7.5	0.4	20.93	1.05e-07	9.18	2.13e-05	0.90
XIII-59	XIII	661878	661970	+	1221.9	0.577	7.500000	7.5	0.4	20.93	1.05e-07	13.46	1.89e-06	0.90
XIII-62	XIII	861737	861829	+	1221.9	0.800	7.500000	7.5	0.7	10.46	9.42e-06	13.13	2.22e-06	0.90
XIII-46	XIII	886657	886749	+	1221.9	0.783	8.000000	7.5	0.7	10.46	9.42e-06	26.92	1.95e-08	0.90
XIV-25	XIV	302458	302550	+	1221.9	0.667	8.000000	7.5	0.4	20.93	1.05e-07	10.49	9.27e-06	0.90
XIV-19	XIV	310264	310356	+	1221.9	0.696	8.500000	7.5	0.4	20.93	1.05e-07	29.37	1.09e-08	0.90
XIV-20	XIV	491326	491418	+	1221.9	0.750	8.500000	7.5	0.4	20.93	1.05e-07	12.33	3.32e-06	0.90
XIV-28	XIV	576494	576586	+	1221.9	0.800	8.000000	7.5	0.7	10.46	9.42e-06	11.54	5.08e-06	0.90
XIV-33	XIV	631692	631784	+	1221.9	0.750	7.500000	7.5	0.4	20.93	1.05e-07	15.68	7.03e-07	0.90
XV-45	XV	79951	80043	+	1221.9	0.700	8.500000	7.5	0.4	20.93	1.05e-07	8.64	3.10e-05	0.90
XV-66	XV	296272	296364	+	1221.9	0.882	7.500000	7.5	0.4	20.93	1.05e-07	16.48	5.08e-07	0.90
XV-67	XV	304132	304224	+	1221.9	0.667	7.500000	7.5	0.7	10.46	9.42e-06	10.77	7.86e-06	0.90
XV-53	XV	461800	461892	+	1221.9	0.750	8.000000	7.5	0.4	20.93	1.05e-07	14.69	1.08e-06	0.90
XV-70	XV	586521	586613	+	1221.9	0.727	7.500000	7.5	0.7	10.46	9.42e-06	20.98	1.04e-07	0.90
XV-56	XV	678959	679051	+	1221.9	0.667	8.000000	7.5	0.4	20.93	1.05e-07	14.05	1.44e-06	0.90
XV-73	XV	860897	860989	+	1221.9	0.833	7.500000	7.5	0.7	10.46	9.42e-06	29.37	1.09e-08	0.90
XV-75	XV	1028923	1029015	+	1221.9	0.833	7.500000	7.5	0.4	20.93	1.05e-07	31.07	7.45e-09	0.90
XVI-58	XVI	188793	188885	+	1221.9	0.682	7.500000	7.5	0.4	20.93	1.05e-07	26.92	1.95e-08	0.90
XVI-60	XVI	259437	259529	+	1221.9	0.700	7.500000	7.5	0.4	20.93	1.05e-07	13.46	1.89e-06	0.90
XVI-63	XVI	444347	444439	+	1221.9	0.789	7.500000	7.5	0.4	20.93	1.05e-07	55.70	1.39e-10	0.90
XVI-39	XVI	450843	450935	+	1221.9	0.815	8.500000	7.5	0.4	20.93	1.05e-07	9.13	2.21e-05	0.90
XVI-55	XVI	700098	700190	+	1221.9	0.750	8.000000	7.5	0.4	20.93	1.05e-07	11.38	5.55e-06	0.90
XVI-43	XVI	840315	840407	+	1221.9	0.516	8.500000	7.5	0.7	10.46	9.42e-06	17.95	2.91e-07	0.90
II-52	II	202429	202521	+	1140.4	0.750	7.000000	7.0	0.4	19.53	1.05e-07	14.09	9.01e-07	0.97
II-43	II	267444	267536	+	1140.4	0.789	7.500000	7.0	0.4	19.53	1.05e-07	21.54	5.49e-08	0.97
II-44	II	341728	341820	+	1140.4	0.692	7.500000	7.0	0.7	9.77	9.42e-06	11.17	4.03e-06	0.97
II-47	II	452317	452409	+	1140.4	0.591	7.500000	7.0	0.4	19.53	1.05e-07	17.33	2.32e-07	0.97
II-55	II	554814	554906	+	1140.4	0.667	7.000000	7.0	0.4	19.53	1.05e-07	12.36	2.11e-06	0.97
II-50	II	604228	604320	+	1140.4	0.565	7.500000	7.0	0.4	19.53	1.05e-07	11.42	3.49e-06	0.97
II-39	II	702275	702367	+	1140.4	0.750	8.000000	7.0	0.4	19.53	1.05e-07	11.01	4.42e-06	0.97
IV-87	IV	178	270	+	1140.4	0.824	7.000000	7.0	0.4	19.53	1.05e-07	83.76	5.20e-12	0.97
IV-72	IV	330561	330653	+	1140.4	0.750	7.500000	7.0	0.4	19.53	1.05e-07	17.13	2.51e-07	0.97
IV-93	IV	363694	363786	+	1140.4	0.889	7.000000	7.0	0.4	19.53	1.05e-07	10.85	4.85e-06	0.97
IV-64	IV	621741	621833	+	1140.4	0.714	8.000000	7.0	0.4	19.53	1.05e-07	20.65	7.26e-08	0.97
IV-75	IV	652484	652576	+	1140.4	0.750	7.500000	7.0	0.7	9.77	9.42e-06	41.88	6.12e-10	0.97
IV-76	IV	721807	721899	+	1140.4	0.586	7.500000	7.0	0.4	19.53	1.05e-07	14.22	8.48e-07	0.97
IV-94	IV	794341	794433	+	1140.4	0.619	7.000000	7.0	0.4	19.53	1.05e-07	35.90	1.75e-09	0.97
IV-96	IV	1005393	1005485	+	1140.4	0.800	7.000000	7.0	0.7	9.77	9.42e-06	17.74	1.99e-07	0.97
IV-98	IV	1013858	1013950	+	1140.4	0.625	7.000000	7.0	0.4	19.53	1.05e-07	7.61	4.39e-05	0.97
IV-99	IV	1031808	1031900	+	1140.4	0.750	7.000000	7.0	0.4	19.53	1.05e-07	25.13	1.95e-08	0.97
IV-83	IV	1172086	1172178	+	1140.4	0.857	7.500000	7.0	0.4	19.53	1.05e-07	17.13	2.51e-07	0.97
IV-100	IV	1233860	1233952	+	1140.4	0.750	7.000000	7.0	0.4	19.53	1.05e-07	12.67	1.79e-06	0.97
IV-102	IV	1385861	1385953	+	1140.4	0.737	7.000000	7.0	0.4	19.53	1.05e-07	16.94	2.70e-07	0.97
IX-17	IX	130014	130106	+	1140.4	0.556	8.000000	7.0	0.4	19.53	1.05e-07	10.77	5.08e-06	0.97
IX-21	IX	131919	132011	+	1140.4	0.882	7.500000	7.0	0.4	19.53	1.05e-07	11.51	3.32e-06	0.97
IX-24	IX	415755	415847	+	1140.4	0.625	7.000000	7.0	0.4	19.53	1.05e-07	21.24	6.03e-08	0.97
V-47	V	6214	6306	+	1140.4	0.682	7.000000	7.0	0.4	19.53	1.05e-07	28.99	7.45e-09	0.97
V-51	V	292695	292787	+	1140.4	0.577	7.000000	7.0	0.4	19.53	1.05e-07	11.60	3.17e-06	0.97
V-43	V	311677	311769	+	1140.4	0.577	7.500000	7.0	0.4	19.53	1.05e-07	13.83	1.02e-06	0.97
V-53	V	424497	424589	+	1140.4	0.875	7.000000	7.0	0.4	19.53	1.05e-07	15.39	5.08e-07	0.97
VII-60	VII	20526	20618	+	1140.4	0.800	7.000000	7.0	0.7	9.77	9.42e-06	12.16	2.34e-06	0.97
VII-55	VII	472579	472671	+	1140.4	0.556	7.500000	7.0	0.4	19.53	1.05e-07	20.37	7.95e-08	0.97
VII-64	VII	483884	483976	+	1140.4	0.583	7.000000	7.0	0.7	9.77	9.42e-06	10.69	5.31e-06	0.97
VII-65	VII	525652	525744	+	1140.4	0.682	7.000000	7.0	0.4	19.53	1.05e-07	11.25	3.84e-06	0.97
VII-57	VII	555605	555697	+	1140.4	0.810	7.500000	7.0	0.4	19.53	1.05e-07	12.36	2.11e-06	0.97
VII-68	VII	699883	699975	+	1140.4	0.737	7.000000	7.0	0.4	19.53	1.05e-07	14.09	9.01e-07	0.97
VII-71	VII	807892	807984	+	1140.4	0.833	7.000000	7.0	0.4	19.53	1.05e-07	8.97	1.60e-05	0.97
VII-73	VII	904902	904994	+	1140.4	0.538	7.000000	7.0	0.4	19.53	1.05e-07	7.94	3.41e-05	0.97
VII-74	VII	921980	922072	+	1140.4	0.875	7.000000	7.0	0.4	19.53	1.05e-07	13.46	1.21e-06	0.97
VII-59	VII	987160	987252	+	1140.4	0.519	7.500000	7.0	0.4	19.53	1.05e-07	8.67	1.99e-05	0.97
VIII-34	VIII	122557	122649	+	1140.4	0.714	7.000000	7.0	0.4	19.53	1.05e-07	8.97	1.60e-05	0.97
VIII-15	VIII	123727	123819	+	1140.4	0.714	9.000000	7.0	0.4	19.53	1.05e-07	8.82	1.78e-05	0.97
VIII-29	VIII	190253	190345	+	1140.4	0.708	7.500000	7.0	0.7	9.77	9.42e-06	14.09	9.01e-07	0.97
VIII-35	VIII	217926	218018	+	1140.4	0.833	7.000000	7.0	0.7	9.77	9.42e-06	19.33	1.13e-07	0.97
X-27	X	115700	115792	+	1140.4	0.750	7.000000	7.0	0.4	19.53	1.05e-07	10.12	7.53e-06	0.97
X-22	X	360671	360763	+	1140.4	0.600	8.000000	7.0	0.7	9.77	9.42e-06	11.97	2.59e-06	0.97
X-29	X	360990	361082	+	1140.4	0.654	7.000000	7.0	0.4	19.53	1.05e-07	13.83	1.02e-06	0.97
X-34	X	578689	578781	+	1140.4	0.824	7.000000	7.0	0.4	19.53	1.05e-07	15.71	4.44e-07	0.97
XI-33	XI	80644	80736	+	1140.4	0.833	7.500000	7.0	0.4	19.53	1.05e-07	15.71	4.44e-07	0.97
XI-34	XI	109061	109153	+	1140.4	0.682	7.500000	7.0	0.7	9.77	9.42e-06	22.50	4.10e-08	0.97
XI-36	XI	385302	385394	+	1140.4	0.600	7.500000	7.0	0.7	9.77	9.42e-06	7.54	4.67e-05	0.97
XI-41	XI	514558	514650	+	1140.4	0.583	7.000000	7.0	0.4	19.53	1.05e-07	8.47	2.29e-05	0.97
XII-50	XII	99136	99228	+	1140.4	0.750	7.500000	7.0	0.7	9.77	9.42e-06	12.46	2.00e-06	0.97
XII-60	XII	388676	388768	+	1140.4	0.696	7.000000	7.0	0.4	19.53	1.05e-07	11.42	3.49e-06	0.97
XII-53	XII	390683	390775	+	1140.4	0.652	7.500000	7.0	0.4	19.53	1.05e-07	13.00	1.52e-06	0.97
XII-55	XII	723486	723578	+	1140.4	0.850	7.500000	7.0	0.4	19.53	1.05e-07	9.92	8.54e-06	0.97
XII-62	XII	737899	737991	+	1140.4	0.789	7.000000	7.0	0.4	19.53	1.05e-07	21.54	5.49e-08	0.97
XII-63	XII	783799	783891	+	1140.4	0.548	7.000000	7.0	0.4	19.53	1.05e-07	10.47	6.07e-06	0.97
XII-57	XII	805212	805304	+	1140.4	0.895	7.500000	7.0	0.4	19.53	1.05e-07	13.23	1.36e-06	0.97
XII-65	XII	897976	898068	+	1140.4	0.652	7.000000	7.0	0.7	9.77	9.42e-06	25.13	1.95e-08	0.97
XII-48	XII	924752	924844	+	1140.4	0.600	8.000000	7.0	0.4	19.53	1.05e-07	10.85	4.85e-06	0.97
XII-66	XII	932007	932099	+	1140.4	0.577	7.000000	7.0	0.4	19.53	1.05e-07	13.71	1.08e-06	0.97
