PeakID (cmd=annotatePeaks.pl SPT5_T15_R1_homer_narrowPeak.txt genome.fa -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
IX-11	IX	439757	439841	+	1659.2	0.767	Intergenic	Intergenic	-1620	YIR044C	YIR044C	YIR044C			YIR044C			pseudogene
IX-10	IX	268026	268122	+	1659.2	0.727	promoter-TSS (YIL046W)	protein_coding-promoter-TSS (YIL046W)	-235	YIL046W-A	YIL046W-A	YIL046W-A			YIL046W-A			protein_coding
V-28	V	377841	377937	+	1659.2	0.875	promoter-TSS (YER109C)	protein_coding-promoter-TSS (YER109C)	-275	YER109C	YER109C	YER109C			FLO8			protein_coding
X-16	X	623195	623291	+	1659.2	0.622	promoter-TSS (YJR104C)	protein_coding-promoter-TSS (YJR104C)	-229	YJR104C	YJR104C	YJR104C			SOD1			protein_coding
VI-9	VI	221657	221753	+	1659.2	0.500	promoter-TSS (RUF23)	ncRNA-promoter-TSS (RUF23)	-9	RUF23	RUF23	RUF23			RUF23			ncRNA
V-22	V	140599	140695	+	1659.2	0.774	promoter-TSS (YEL009C)	protein_coding-promoter-TSS (YEL009C)	135	YEL008W	YEL008W	YEL008W			YEL008W			protein_coding
IX-14	IX	138661	138757	+	1659.2	0.538	promoter-TSS (YIL119C)	protein_coding-promoter-TSS (YIL119C)	-832	YIL119C	YIL119C	YIL119C			RPI1			protein_coding
XIII-30	XIII	511014	511110	+	1659.2	0.732	promoter-TSS (YMR121C)	protein_coding-promoter-TSS (YMR121C)	13	YMR122C	YMR122C	YMR122C			YMR122C			protein_coding
XIV-12	XIV	662015	662111	+	1659.2	0.727	promoter-TSS (YNR016C)	protein_coding-promoter-TSS (YNR016C)	-689	YNR016C	YNR016C	YNR016C			ACC1			protein_coding
XIII-26	XIII	124338	124434	+	1659.2	0.714	promoter-TSS (YML073C)	protein_coding-promoter-TSS (YML073C)	-214	YML073C	YML073C	YML073C			RPL6A			protein_coding
V-27	V	264422	264518	+	1659.2	0.690	promoter-TSS (YER054C)	protein_coding-promoter-TSS (YER054C)	-772	YER054C	YER054C	YER054C			GIP2			protein_coding
XIV-14	XIV	310247	310343	+	1659.2	0.655	promoter-TSS (YNL172W)	protein_coding-promoter-TSS (YNL172W)	-238	YNL173C	YNL173C	YNL173C			MDG1			protein_coding
XII-17	XII	329466	329562	+	1659.2	0.677	promoter-TSS (YLR094C)	protein_coding-promoter-TSS (YLR094C)	-276	YLR094C	YLR094C	YLR094C			GIS3			protein_coding
IV-25	IV	1278754	1278850	+	1659.2	0.697	promoter-TSS (YDR406W)	protein_coding-promoter-TSS (YDR406W)	-408	YDR406W	YDR406W	YDR406W			PDR15			protein_coding
XII-23	XII	921784	921880	+	1659.2	0.581	promoter-TSS (YLR399C)	protein_coding-promoter-TSS (YLR399C)	-231	YLR400W	YLR400W	YLR400W			YLR400W			protein_coding
VII-19	VII	598870	598966	+	1659.2	0.651	promoter-TSS (YGR055W)	protein_coding-promoter-TSS (YGR055W)	-499	YGR055W	YGR055W	YGR055W			MUP1			protein_coding
IV-38	IV	866784	866880	+	1659.2	0.741	exon (YDR207C, exon 1 of 1)	protein_coding-exon (YDR207C, exon 1 of 1)	690	YDR207C	YDR207C	YDR207C			UME6			protein_coding
IX-9	IX	177502	177598	+	1659.2	0.488	promoter-TSS (YIL099W)	protein_coding-promoter-TSS (YIL099W)	131	YIL100C-A	YIL100C-A	YIL100C-A			YIL100C-A			protein_coding
VII-36	VII	986955	987051	+	1659.2	0.694	TTS (YGR248W)	protein_coding-TTS (YGR248W)	1031	YGR248W	YGR248W	YGR248W			SOL4			protein_coding
XV-41	XV	797185	797281	+	1659.2	0.733	promoter-TSS (YOR246C)	protein_coding-promoter-TSS (YOR246C)	-440	YOR246C	YOR246C	YOR246C			ENV9			protein_coding
VII-28	VII	190942	191038	+	1659.2	0.806	promoter-TSS (YGL166W)	protein_coding-promoter-TSS (YGL166W)	-139	YGL166W	YGL166W	YGL166W			CUP2			protein_coding
XV-40	XV	446871	446967	+	1659.2	0.588	promoter-TSS (YOR064C)	protein_coding-promoter-TSS (YOR064C)	-181	YOR064C	YOR064C	YOR064C			YNG1			protein_coding
X-9	X	90368	90464	+	1659.2	0.478	promoter-TSS (YJL177W)	protein_coding-promoter-TSS (YJL177W)	-319	YJL178C	YJL178C	YJL178C			ATG27			protein_coding
II-20	II	702274	702370	+	1659.2	0.647	promoter-TSS (YBR240C)	protein_coding-promoter-TSS (YBR240C)	-480	YBR240C	YBR240C	YBR240C			THI2			protein_coding
VII-33	VII	159260	159356	+	1659.2	0.714	promoter-TSS (YGL180W)	protein_coding-promoter-TSS (YGL180W)	-757	YGL180W	YGL180W	YGL180W			ATG1			protein_coding
IV-41	IV	227051	227147	+	1576.2	0.808	promoter-TSS (YDL131W)	protein_coding-promoter-TSS (YDL131W)	-294	YDL131W	YDL131W	YDL131W			LYS21			protein_coding
XIII-32	XIII	924165	924261	+	1576.2	0.742	promoter-TSS (YMR326C)	protein_coding-promoter-TSS (YMR326C)	-411	YMR326C	YMR326C	YMR326C			YMR326C			protein_coding
X-18	X	716003	716099	+	1576.2	0.821	promoter-TSS (YJR151C)	protein_coding-promoter-TSS (YJR151C)	-311	YJR151C	YJR151C	YJR151C			DAN4			protein_coding
XVI-32	XVI	406386	406482	+	1576.2	0.688	promoter-TSS (YPL079W)	protein_coding-promoter-TSS (YPL079W)	64	YPL080C	YPL080C	YPL080C			YPL080C			protein_coding
IV-40	IV	1468856	1468952	+	1576.2	0.605	promoter-TSS (YDR508C)	protein_coding-promoter-TSS (YDR508C)	-460	YDR508C	YDR508C	YDR508C			GNP1			protein_coding
VI-10	VI	223925	224021	+	1576.2	0.697	promoter-TSS (YFR032C-A)	protein_coding-promoter-TSS (YFR032C-A)	0	YFR032C-B	YFR032C-B	YFR032C-B			YFR032C-B			protein_coding
XVI-31	XVI	159651	159747	+	1576.2	0.760	promoter-TSS (YPL207W)	protein_coding-promoter-TSS (YPL207W)	-210	YPL207W	YPL207W	YPL207W			TYW1			protein_coding
VI-7	VI	82306	82402	+	1576.2	0.700	promoter-TSS (YFL026W)	protein_coding-promoter-TSS (YFL026W)	-226	YFL026W	YFL026W	YFL026W			STE2			protein_coding
II-25	II	490650	490746	+	1576.2	0.618	promoter-TSS (YBR126C)	protein_coding-promoter-TSS (YBR126C)	-152	YBR126W-A	YBR126W-A	YBR126W-A			YBR126W-A			protein_coding
VI-11	VI	107363	107459	+	1576.2	0.633	promoter-TSS (YFL013W-A)	protein_coding-promoter-TSS (YFL013W-A)	155	YFL014W	YFL014W	YFL014W			HSP12			protein_coding
VII-37	VII	1084156	1084252	+	1576.2	0.600	promoter-TSS (YGR296W)	protein_coding-promoter-TSS (YGR296W)	-660	YGR296W	YGR296W	YGR296W			YRF1-3			protein_coding
XI-19	XI	68781	68877	+	1576.2	0.786	exon (YKL198C, exon 1 of 1)	protein_coding-exon (YKL198C, exon 1 of 1)	-1363	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
VII-30	VII	525691	525787	+	1576.2	0.742	exon (YGR019W, exon 1 of 1)	protein_coding-exon (YGR019W, exon 1 of 1)	510	YGR019W	YGR019W	YGR019W			UGA1			protein_coding
IV-46	IV	1496654	1496750	+	1576.2	0.769	promoter-TSS (YDR529C)	protein_coding-promoter-TSS (YDR529C)	-154	YDR529C	YDR529C	YDR529C			QCR7			protein_coding
XV-48	XV	901384	901480	+	1576.2	0.667	promoter-TSS (YOR312C)	protein_coding-promoter-TSS (YOR312C)	-238	YOR312C	YOR312C	YOR312C			RPL20B			protein_coding
IV-21	IV	680206	680302	+	1576.2	0.553	promoter-TSS (YDR111C)	protein_coding-promoter-TSS (YDR111C)	-490	YDR111C	YDR111C	YDR111C			ALT2			protein_coding
X-19	X	173302	173398	+	1576.2	0.559	promoter-TSS (YJL130C)	protein_coding-promoter-TSS (YJL130C)	-983	YJL130C	YJL130C	YJL130C			URA2			protein_coding
XIV-10	XIV	663897	663993	+	1576.2	0.767	promoter-TSS (YNR018W)	protein_coding-promoter-TSS (YNR018W)	-325	YNR018W	YNR018W	YNR018W			RCF2			protein_coding
IV-35	IV	132935	133031	+	1576.2	0.632	promoter-TSS (YDL182W)	protein_coding-promoter-TSS (YDL182W)	-454	YDL182W	YDL182W	YDL182W			LYS20			protein_coding
XV-46	XV	285794	285890	+	1576.2	0.821	promoter-TSS (YOL020W)	protein_coding-promoter-TSS (YOL020W)	-330	YOL020W	YOL020W	YOL020W			TAT2			protein_coding
IV-43	IV	599823	599919	+	1576.2	0.514	promoter-TSS (YDR077W)	protein_coding-promoter-TSS (YDR077W)	-922	YDR077W	YDR077W	YDR077W			SED1			protein_coding
VII-34	VII	592929	593025	+	1576.2	0.524	promoter-TSS (YGR050C)	protein_coding-promoter-TSS (YGR050C)	252	YGR051C	YGR051C	YGR051C			YGR051C			protein_coding
XII-24	XII	370669	370765	+	1576.2	0.579	promoter-TSS (YLR110C)	protein_coding-promoter-TSS (YLR110C)	-74	YLR112W	YLR112W	YLR112W			YLR112W			protein_coding
XIII-35	XIII	759035	759131	+	1576.2	0.645	promoter-TSS (YMR244C-A)	protein_coding-promoter-TSS (YMR244C-A)	-252	YMR244C-A	YMR244C-A	YMR244C-A			COA6			protein_coding
IV-50	IV	330809	330905	+	1576.2	0.862	promoter-TSS (YDL070W)	protein_coding-promoter-TSS (YDL070W)	-167	YDL070W	YDL070W	YDL070W			BDF2			protein_coding
II-17	II	89571	89667	+	1576.2	0.679	promoter-TSS (YBL071C-B)	protein_coding-promoter-TSS (YBL071C-B)	-63	YBL071C-B	YBL071C-B	YBL071C-B			YBL071C-B			protein_coding
IV-42	IV	478840	478936	+	1576.2	0.864	promoter-TSS (YDR015C)	protein_coding-promoter-TSS (YDR015C)	-130	YDR016C	YDR016C	YDR016C			DAD1			protein_coding
XVI-30	XVI	76389	76485	+	1576.2	0.700	promoter-TSS (YPL249C-A)	protein_coding-promoter-TSS (YPL249C-A)	-198	YPL249C-A	YPL249C-A	YPL249C-A			RPL36B			protein_coding
XIV-16	XIV	335909	336005	+	1576.2	0.613	promoter-TSS (YNL160W)	protein_coding-promoter-TSS (YNL160W)	-588	YNL160W	YNL160W	YNL160W			YGP1			protein_coding
XIII-36	XIII	793529	793625	+	1576.2	0.720	promoter-TSS (YMR261C)	protein_coding-promoter-TSS (YMR261C)	-149	YMR262W	YMR262W	YMR262W			YMR262W			protein_coding
VII-38	VII	197129	197225	+	1576.2	0.679	promoter-TSS (YGL162W)	protein_coding-promoter-TSS (YGL162W)	-774	YGL163C	YGL163C	YGL163C			RAD54			protein_coding
VII-35	VII	661870	661966	+	1576.2	0.607	promoter-TSS (YGR090W)	protein_coding-promoter-TSS (YGR090W)	169	tT(UGU)G1	tT(UGU)G1	tT(UGU)G1			tT(UGU)G1			tRNA
XII-25	XII	423999	424095	+	1576.2	0.677	promoter-TSS (YLR139C)	protein_coding-promoter-TSS (YLR139C)	364	YLR141W	YLR141W	YLR141W			RRN5			protein_coding
II-21	II	697583	697679	+	1576.2	0.655	promoter-TSS (YBR238C)	protein_coding-promoter-TSS (YBR238C)	-329	YBR238C	YBR238C	YBR238C			YBR238C			protein_coding
IX-16	IX	386459	386555	+	1493.3	0.688	promoter-TSS (YIR018C-A)	protein_coding-promoter-TSS (YIR018C-A)	-806	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
VIII-19	VIII	123723	123819	+	1493.3	0.773	promoter-TSS (YHR008C)	protein_coding-promoter-TSS (YHR008C)	-181	YHR008C	YHR008C	YHR008C			SOD2			protein_coding
XIV-17	XIV	281804	281900	+	1493.3	0.594	promoter-TSS (YNL190W)	protein_coding-promoter-TSS (YNL190W)	-543	YNL190W	YNL190W	YNL190W			YNL190W			protein_coding
IV-53	IV	1011795	1011891	+	1493.3	0.606	promoter-TSS (YDR275W)	protein_coding-promoter-TSS (YDR275W)	117	YDR274C	YDR274C	YDR274C			YDR274C			protein_coding
IV-37	IV	593512	593608	+	1493.3	0.420	promoter-TSS (YDR074W)	protein_coding-promoter-TSS (YDR074W)	-333	YDR074W	YDR074W	YDR074W			TPS2			protein_coding
IV-36	IV	591858	591954	+	1493.3	0.512	promoter-TSS (YDR072C)	protein_coding-promoter-TSS (YDR072C)	-533	YDR073W	YDR073W	YDR073W			SNF11			protein_coding
XI-17	XI	462901	462997	+	1493.3	0.731	promoter-TSS (YKR011C)	protein_coding-promoter-TSS (YKR011C)	-253	YKR011C	YKR011C	YKR011C			YKR011C			protein_coding
XIII-37	XIII	91135	91231	+	1493.3	0.594	promoter-TSS (YML091C)	protein_coding-promoter-TSS (YML091C)	226	YML089C	YML089C	YML089C			YML089C			protein_coding
VII-47	VII	1011302	1011398	+	1493.3	0.783	promoter-TSS (YGR258C)	protein_coding-promoter-TSS (YGR258C)	-584	YGR258C	YGR258C	YGR258C			RAD2			protein_coding
II-22	II	36519	36615	+	1493.3	0.679	promoter-TSS (YBL099W)	protein_coding-promoter-TSS (YBL099W)	169	tF(GAA)B	tF(GAA)B	tF(GAA)B			tF(GAA)B			tRNA
XVI-28	XVI	775462	775558	+	1493.3	0.778	promoter-TSS (YPR120C)	protein_coding-promoter-TSS (YPR120C)	326	tC(GCA)P2	tC(GCA)P2	tC(GCA)P2			tC(GCA)P2			tRNA
IV-47	IV	1524883	1524979	+	1493.3	0.731	promoter-TSS (YDR543C)	protein_coding-promoter-TSS (YDR543C)	2	YDR543C	YDR543C	YDR543C			YDR543C			protein_coding
XI-26	XI	248280	248376	+	1493.3	0.800	promoter-TSS (YKL101W)	protein_coding-promoter-TSS (YKL101W)	39	YKL102C	YKL102C	YKL102C			YKL102C			protein_coding
VIII-22	VIII	540845	540941	+	1493.3	0.679	promoter-TSS (YHR213W-B)	protein_coding-promoter-TSS (YHR213W-B)	93	YHR213W-B	YHR213W-B	YHR213W-B			YHR213W-B			protein_coding
XVI-36	XVI	587381	587477	+	1493.3	0.621	promoter-TSS (YPR014C)	protein_coding-promoter-TSS (YPR014C)	89	YPR014C	YPR014C	YPR014C			YPR014C			protein_coding
VII-32	VII	785756	785852	+	1493.3	0.625	promoter-TSS (YGR146C)	protein_coding-promoter-TSS (YGR146C)	-367	YGR146C-A	YGR146C-A	YGR146C-A			YGR146C-A			protein_coding
XII-21	XII	289747	289843	+	1493.3	0.700	promoter-TSS (YLR081W)	protein_coding-promoter-TSS (YLR081W)	-417	YLR081W	YLR081W	YLR081W			GAL2			protein_coding
XII-34	XII	871449	871545	+	1493.3	0.606	promoter-TSS (YLR373C)	protein_coding-promoter-TSS (YLR373C)	-130	YLR373C	YLR373C	YLR373C			VID22			protein_coding
VI-12	VI	226086	226182	+	1493.3	0.679	promoter-TSS (YFR034C)	protein_coding-promoter-TSS (YFR034C)	112	YFR034W-A	YFR034W-A	YFR034W-A			YFR034W-A			protein_coding
VII-46	VII	871551	871647	+	1493.3	0.905	promoter-TSS (YGR187C)	protein_coding-promoter-TSS (YGR187C)	-183	YGR187C	YGR187C	YGR187C			HGH1			protein_coding
XII-43	XII	955054	955150	+	1493.3	0.667	promoter-TSS (YLR414C)	protein_coding-promoter-TSS (YLR414C)	92	YLR417W	YLR417W	YLR417W			VPS36			protein_coding
XV-55	XV	1043449	1043545	+	1493.3	0.818	promoter-TSS (YOR375C)	protein_coding-promoter-TSS (YOR375C)	306	YOR376W	YOR376W	YOR376W			YOR376W			protein_coding
II-26	II	628578	628674	+	1493.3	0.559	promoter-TSS (YBR203W)	protein_coding-promoter-TSS (YBR203W)	-542	YBR203W	YBR203W	YBR203W			COS111			protein_coding
III-6	III	704	800	+	1493.3	0.700	promoter-TSS (YCL076W)	protein_coding-promoter-TSS (YCL076W)	-640	YCL076W	YCL076W	YCL076W			YCL076W			protein_coding
XIII-41	XIII	472875	472971	+	1493.3	0.741	promoter-TSS (YMR102C)	protein_coding-promoter-TSS (YMR102C)	341	YMR103C	YMR103C	YMR103C			YMR103C			protein_coding
VII-43	VII	319819	319915	+	1493.3	0.704	promoter-TSS (tH(GUG)G2)	tRNA-promoter-TSS (tH(GUG)G2)	86	tH(GUG)G2	tH(GUG)G2	tH(GUG)G2			tH(GUG)G2			tRNA
XII-32	XII	658208	658304	+	1493.3	0.677	promoter-TSS (YLR257W)	protein_coding-promoter-TSS (YLR257W)	-570	YLR257W	YLR257W	YLR257W			YLR257W			protein_coding
XI-18	XI	84	180	+	1493.3	0.655	promoter-TSS (YKL225W)	protein_coding-promoter-TSS (YKL225W)	-319	YKL225W	YKL225W	YKL225W			YKL225W			protein_coding
IX-15	IX	382240	382336	+	1493.3	0.575	promoter-TSS (YIR016W)	protein_coding-promoter-TSS (YIR016W)	340	YIR015W	YIR015W	YIR015W			RPR2			protein_coding
VII-45	VII	516397	516493	+	1493.3	0.548	promoter-TSS (YGR014W)	protein_coding-promoter-TSS (YGR014W)	-498	YGR014W	YGR014W	YGR014W			MSB2			protein_coding
XII-22	XII	828094	828190	+	1493.3	0.706	promoter-TSS (YLR348C)	protein_coding-promoter-TSS (YLR348C)	-269	YLR348C	YLR348C	YLR348C			DIC1			protein_coding
VIII-20	VIII	209387	209483	+	1493.3	0.880	promoter-TSS (YHR050W-A)	protein_coding-promoter-TSS (YHR050W-A)	-40	YHR050W-A	YHR050W-A	YHR050W-A			YHR050W-A			protein_coding
X-17	X	236668	236764	+	1493.3	0.700	promoter-TSS (YJL100W)	protein_coding-promoter-TSS (YJL100W)	-360	YJL101C	YJL101C	YJL101C			GSH1			protein_coding
IV-33	IV	1469174	1469270	+	1493.3	0.639	promoter-TSS (YDR508C)	protein_coding-promoter-TSS (YDR508C)	-178	YDR510W	YDR510W	YDR510W			SMT3			protein_coding
IX-12	IX	169869	169965	+	1493.3	0.667	promoter-TSS (YIL105C)	protein_coding-promoter-TSS (YIL105C)	-276	YIL105C	YIL105C	YIL105C			SLM1			protein_coding
VII-41	VII	785468	785564	+	1493.3	0.487	promoter-TSS (YGR146C)	protein_coding-promoter-TSS (YGR146C)	-79	YGR146C-A	YGR146C-A	YGR146C-A			YGR146C-A			protein_coding
IX-18	IX	138233	138329	+	1493.3	0.704	promoter-TSS (YIL119C)	protein_coding-promoter-TSS (YIL119C)	-404	YIL119C	YIL119C	YIL119C			RPI1			protein_coding
XII-33	XII	839541	839637	+	1493.3	0.720	promoter-TSS (YLR355C)	protein_coding-promoter-TSS (YLR355C)	-336	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
IV-28	IV	769048	769144	+	1493.3	0.556	promoter-TSS (YDR154C)	protein_coding-promoter-TSS (YDR154C)	-96	YDR155C	YDR155C	YDR155C			CPR1			protein_coding
VII-42	VII	95460	95556	+	1493.3	0.720	promoter-TSS (YGL209W)	protein_coding-promoter-TSS (YGL209W)	-350	YGL209W	YGL209W	YGL209W			MIG2			protein_coding
XII-28	XII	645875	645971	+	1493.3	0.611	promoter-TSS (YLR254C)	protein_coding-promoter-TSS (YLR254C)	30	YLR255C	YLR255C	YLR255C			YLR255C			protein_coding
IV-32	IV	1242390	1242486	+	1493.3	0.710	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-407	YDR384C	YDR384C	YDR384C			ATO3			protein_coding
V-26	V	69378	69474	+	1493.3	0.514	promoter-TSS (YEL044W)	protein_coding-promoter-TSS (YEL044W)	-161	YEL045C	YEL045C	YEL045C			YEL045C			protein_coding
IX-13	IX	439270	439366	+	1493.3	0.880	Intergenic	Intergenic	-1139	YIR044C	YIR044C	YIR044C			YIR044C			pseudogene
XI-15	XI	166042	166138	+	1493.3	0.686	promoter-TSS (YKL150W)	protein_coding-promoter-TSS (YKL150W)	-160	YKL151C	YKL151C	YKL151C			YKL151C			protein_coding
IV-44	IV	894211	894307	+	1493.3	0.595	promoter-TSS (YDR216W)	protein_coding-promoter-TSS (YDR216W)	243	YDR215C	YDR215C	YDR215C			YDR215C			protein_coding
II-29	II	466948	467044	+	1493.3	0.621	promoter-TSS (YBR114W)	protein_coding-promoter-TSS (YBR114W)	-252	YBR114W	YBR114W	YBR114W			RAD16			protein_coding
XII-36	XII	954445	954541	+	1493.3	0.531	promoter-TSS (YLR414C)	protein_coding-promoter-TSS (YLR414C)	104	YLR415C	YLR415C	YLR415C			YLR415C			protein_coding
IV-52	IV	930519	930615	+	1410.3	0.760	promoter-TSS (YDR233C)	protein_coding-promoter-TSS (YDR233C)	-210	YDR233C	YDR233C	YDR233C			RTN1			protein_coding
IX-17	IX	131926	132022	+	1410.3	0.760	promoter-TSS (YIL121W)	protein_coding-promoter-TSS (YIL121W)	-270	YIL121W	YIL121W	YIL121W			QDR2			protein_coding
IV-60	IV	806252	806348	+	1410.3	0.562	promoter-TSS (YDR171W)	protein_coding-promoter-TSS (YDR171W)	-321	YDR171W	YDR171W	YDR171W			HSP42			protein_coding
XII-27	XII	628417	628513	+	1410.3	0.778	promoter-TSS (tL(CAA)L)	tRNA-promoter-TSS (tL(CAA)L)	82	tL(CAA)L	tL(CAA)L	tL(CAA)L			tL(CAA)L			tRNA
V-38	V	569837	569933	+	1410.3	0.630	promoter-TSS (YER188C-A)	protein_coding-promoter-TSS (YER188C-A)	22	YER188C-A	YER188C-A	YER188C-A			YER188C-A			protein_coding
IV-49	IV	258667	258763	+	1410.3	0.760	promoter-TSS (YDL112W)	protein_coding-promoter-TSS (YDL112W)	-160	YDL113C	YDL113C	YDL113C			ATG20			protein_coding
VIII-17	VIII	292817	292913	+	1410.3	0.741	promoter-TSS (YHR094C)	protein_coding-promoter-TSS (YHR094C)	-78	YHR095W	YHR095W	YHR095W			YHR095W			protein_coding
XI-29	XI	278493	278589	+	1410.3	0.607	promoter-TSS (YKL085W)	protein_coding-promoter-TSS (YKL085W)	260	YKL086W	YKL086W	YKL086W			SRX1			protein_coding
IV-61	IV	976252	976348	+	1410.3	0.731	promoter-TSS (YDR259C)	protein_coding-promoter-TSS (YDR259C)	-518	YDR259C	YDR259C	YDR259C			YAP6			protein_coding
XV-50	XV	301174	301270	+	1410.3	0.731	TTS (YOL013C)	protein_coding-TTS (YOL013C)	125	tP(UGG)O1	tP(UGG)O1	tP(UGG)O1			tP(UGG)O1			tRNA
VII-39	VII	200266	200362	+	1410.3	0.692	promoter-TSS (YGL160W)	protein_coding-promoter-TSS (YGL160W)	-172	YGL161C	YGL161C	YGL161C			YIP5			protein_coding
IV-54	IV	1280008	1280104	+	1410.3	0.864	exon (YDR406W, exon 1 of 1)	protein_coding-exon (YDR406W, exon 1 of 1)	846	YDR406W	YDR406W	YDR406W			PDR15			protein_coding
XV-51	XV	391603	391699	+	1410.3	0.611	promoter-TSS (YOR032C)	protein_coding-promoter-TSS (YOR032C)	-525	YOR032W-A	YOR032W-A	YOR032W-A			YOR032W-A			protein_coding
XIII-39	XIII	272900	272996	+	1410.3	0.810	promoter-TSS (YMR003W)	protein_coding-promoter-TSS (YMR003W)	-170	YMR003W	YMR003W	YMR003W			AIM34			protein_coding
XI-27	XI	308773	308869	+	1410.3	0.720	promoter-TSS (YKL068W-A)	protein_coding-promoter-TSS (YKL068W-A)	-385	YKL068W-A	YKL068W-A	YKL068W-A			YKL068W-A			protein_coding
II-28	II	45270	45366	+	1410.3	0.700	promoter-TSS (YBL092W)	protein_coding-promoter-TSS (YBL092W)	-400	YBL093C	YBL093C	YBL093C			ROX3			protein_coding
XV-43	XV	377895	377991	+	1410.3	0.571	promoter-TSS (YOR023C)	protein_coding-promoter-TSS (YOR023C)	96	YOR024W	YOR024W	YOR024W			YOR024W			protein_coding
IX-19	IX	139243	139339	+	1410.3	0.692	promoter-TSS (YIL118W)	protein_coding-promoter-TSS (YIL118W)	-461	YIL118W	YIL118W	YIL118W			RHO3			protein_coding
II-23	II	159802	159898	+	1410.3	0.714	promoter-TSS (YBL032W)	protein_coding-promoter-TSS (YBL032W)	-157	YBL033C	YBL033C	YBL033C			RIB1			protein_coding
V-36	V	467944	468040	+	1410.3	0.643	promoter-TSS (YER149C)	protein_coding-promoter-TSS (YER149C)	-378	YER150W	YER150W	YER150W			SPI1			protein_coding
IV-63	IV	1166458	1166554	+	1410.3	0.714	TTS (YDR346C)	protein_coding-TTS (YDR346C)	-1846	YDR345C	YDR345C	YDR345C			HXT3			protein_coding
VIII-18	VIII	5100	5196	+	1410.3	0.545	promoter-TSS (YHL049C)	protein_coding-promoter-TSS (YHL049C)	-607	YHL049C	YHL049C	YHL049C			YHL049C			protein_coding
III-7	III	123571	123667	+	1410.3	0.643	promoter-TSS (YCR006C)	protein_coding-promoter-TSS (YCR006C)	29	tP(AGG)C	tP(AGG)C	tP(AGG)C			SUF2			tRNA
V-34	V	132806	132902	+	1410.3	0.826	promoter-TSS (YEL011W)	protein_coding-promoter-TSS (YEL011W)	-266	YEL011W	YEL011W	YEL011W			GLC3			protein_coding
XII-31	XII	490714	490810	+	1410.3	0.735	TTS (YLR162W)	protein_coding-TTS (YLR162W)	356	YLR162W-A	YLR162W-A	YLR162W-A			RRT15			protein_coding
IV-34	IV	117391	117487	+	1410.3	0.741	promoter-TSS (YDL191W)	protein_coding-promoter-TSS (YDL191W)	-225	YDL191W	YDL191W	YDL191W			RPL35A			protein_coding
XIII-33	XIII	119346	119442	+	1410.3	0.793	promoter-TSS (YML075C)	protein_coding-promoter-TSS (YML075C)	-496	YML075C	YML075C	YML075C			HMG1			protein_coding
XV-54	XV	836698	836794	+	1410.3	0.562	promoter-TSS (YOR273C)	protein_coding-promoter-TSS (YOR273C)	-315	YOR273C	YOR273C	YOR273C			TPO4			protein_coding
IV-51	IV	794326	794422	+	1410.3	0.800	promoter-TSS (YDR169C)	protein_coding-promoter-TSS (YDR169C)	349	YDR169C-A	YDR169C-A	YDR169C-A			YDR169C-A			protein_coding
X-21	X	159963	160059	+	1410.3	0.552	promoter-TSS (YJL133C-A)	protein_coding-promoter-TSS (YJL133C-A)	-164	YJL133C-A	YJL133C-A	YJL133C-A			YJL133C-A			protein_coding
XI-22	XI	615242	615338	+	1410.3	0.677	promoter-TSS (YKR093W)	protein_coding-promoter-TSS (YKR093W)	-440	YKR093W	YKR093W	YKR093W			PTR2			protein_coding
XIII-45	XIII	253513	253609	+	1410.3	0.667	promoter-TSS (YML007C-A)	protein_coding-promoter-TSS (YML007C-A)	-287	YML007W	YML007W	YML007W			YAP1			protein_coding
XIII-40	XIII	287566	287662	+	1410.3	0.537	promoter-TSS (YMR011W)	protein_coding-promoter-TSS (YMR011W)	-465	YMR011W	YMR011W	YMR011W			HXT2			protein_coding
II-30	II	555316	555412	+	1410.3	0.667	Intergenic	Intergenic	-1054	YBR157C	YBR157C	YBR157C			ICS2			protein_coding
VIII-25	VIII	556616	556712	+	1410.3	0.667	TTS (YHR216W)	protein_coding-TTS (YHR216W)	378	YHR217C	YHR217C	YHR217C			YHR217C			protein_coding
II-39	II	682038	682134	+	1410.3	0.567	promoter-TSS (LSR1)	snRNA-promoter-TSS (LSR1)	-224	LSR1	LSR1	LSR1			LSR1			snRNA
XII-41	XII	737843	737939	+	1410.3	0.667	promoter-TSS (YLR304C)	protein_coding-promoter-TSS (YLR304C)	-343	YLR304C	YLR304C	YLR304C			ACO1			protein_coding
XIV-20	XIV	91618	91714	+	1410.3	0.789	promoter-TSS (YNL287W)	protein_coding-promoter-TSS (YNL287W)	-328	YNL287W	YNL287W	YNL287W			SEC21			protein_coding
IV-56	IV	1450965	1451061	+	1410.3	0.864	promoter-TSS (YDR500C)	protein_coding-promoter-TSS (YDR500C)	-160	YDR500C	YDR500C	YDR500C			RPL37B			protein_coding
