PeakID (cmd=annotatePeaks.pl SPT5_T0_R2_homer_narrowPeak.txt genome.fa -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
VII-36	VII	809828	809906	+	1532.5	0.737	promoter-TSS (YGR161C)	protein_coding-promoter-TSS (YGR161C)	-360	YGR161W-C	YGR161W-C	YGR161W-C			YGR161W-C			protein_coding
IX-15	IX	382254	382332	+	1532.5	0.760	promoter-TSS (YIR016W)	protein_coding-promoter-TSS (YIR016W)	-335	YIR016W	YIR016W	YIR016W			YIR016W			protein_coding
XVI-13	XVI	641291	641369	+	1532.5	0.593	promoter-TSS (YPR035W)	protein_coding-promoter-TSS (YPR035W)	-878	YPR035W	YPR035W	YPR035W			GLN1			protein_coding
II-18	II	614269	614347	+	1532.5	0.812	promoter-TSS (YBR196C)	protein_coding-promoter-TSS (YBR196C)	-135	YBR196C-A	YBR196C-A	YBR196C-A			YBR196C-A			protein_coding
IX-18	IX	268035	268113	+	1532.5	0.667	promoter-TSS (YIL046W)	protein_coding-promoter-TSS (YIL046W)	-235	YIL046W-A	YIL046W-A	YIL046W-A			YIL046W-A			protein_coding
IV-28	IV	1165042	1165120	+	1532.5	0.571	promoter-TSS (YDR345C)	protein_coding-promoter-TSS (YDR345C)	-421	YDR345C	YDR345C	YDR345C			HXT3			protein_coding
XIV-9	XIV	350018	350096	+	1532.5	0.516	promoter-TSS (YNL147W)	protein_coding-promoter-TSS (YNL147W)	-301	YNL149C	YNL149C	YNL149C			PGA2			protein_coding
III-11	III	137100	137178	+	1532.5	0.667	promoter-TSS (YCR011C)	protein_coding-promoter-TSS (YCR011C)	-266	YCR011C	YCR011C	YCR011C			ADP1			protein_coding
XIV-15	XIV	355360	355438	+	1532.5	0.652	promoter-TSS (YNL144C)	protein_coding-promoter-TSS (YNL144C)	-357	YNL144C	YNL144C	YNL144C			YNL144C			protein_coding
I-13	I	33049	33127	+	1532.5	0.682	promoter-TSS (YAL061W)	protein_coding-promoter-TSS (YAL061W)	-360	YAL061W	YAL061W	YAL061W			BDH2			protein_coding
X-18	X	195510	195588	+	1532.5	0.516	promoter-TSS (YJL115W)	protein_coding-promoter-TSS (YJL115W)	-676	YJL116C	YJL116C	YJL116C			NCA3			protein_coding
X-19	X	224118	224196	+	1532.5	0.696	promoter-TSS (YJL105W)	protein_coding-promoter-TSS (YJL105W)	-898	YJL105W	YJL105W	YJL105W			SET4			protein_coding
XVI-10	XVI	56079	56157	+	1532.5	0.516	promoter-TSS (YPL257W-A)	protein_coding-promoter-TSS (YPL257W-A)	156	tW(CCA)P	tW(CCA)P	tW(CCA)P			tW(CCA)P			tRNA
III-12	III	228720	228798	+	1532.5	0.593	promoter-TSS (YCR064C)	protein_coding-promoter-TSS (YCR064C)	-254	YCR064C	YCR064C	YCR064C			YCR064C			protein_coding
XVI-18	XVI	794707	794785	+	1532.5	0.652	promoter-TSS (YPR130C)	protein_coding-promoter-TSS (YPR130C)	-219	YPR132W	YPR132W	YPR132W			RPS23B			protein_coding
VII-23	VII	726623	726701	+	1532.5	0.692	promoter-TSS (YGR117C)	protein_coding-promoter-TSS (YGR117C)	-183	YGR117C	YGR117C	YGR117C			YGR117C			protein_coding
XIV-14	XIV	708328	708406	+	1532.5	0.778	promoter-TSS (YNR047W)	protein_coding-promoter-TSS (YNR047W)	-156	YNR047W	YNR047W	YNR047W			FPK1			protein_coding
XV-37	XV	304817	304895	+	1532.5	0.700	promoter-TSS (YOL011W)	protein_coding-promoter-TSS (YOL011W)	-493	YOL011W	YOL011W	YOL011W			PLB3			protein_coding
VIII-19	VIII	55475	55553	+	1532.5	0.600	exon (YHL025W, exon 1 of 1)	protein_coding-exon (YHL025W, exon 1 of 1)	663	YHL025W	YHL025W	YHL025W			SNF6			protein_coding
XV-25	XV	1039535	1039613	+	1532.5	0.833	promoter-TSS (YOR374W)	protein_coding-promoter-TSS (YOR374W)	-266	YOR374W	YOR374W	YOR374W			ALD4			protein_coding
XV-28	XV	117965	118043	+	1532.5	0.700	promoter-TSS (YOL103W-A)	protein_coding-promoter-TSS (YOL103W-A)	4	YOL103W-A	YOL103W-A	YOL103W-A			YOL103W-A			protein_coding
XI-14	XI	67849	67927	+	1532.5	0.636	promoter-TSS (YKL201C)	protein_coding-promoter-TSS (YKL201C)	-422	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
XV-38	XV	520776	520854	+	1532.5	0.750	promoter-TSS (YOR107W)	protein_coding-promoter-TSS (YOR107W)	-538	YOR107W	YOR107W	YOR107W			RGS2			protein_coding
IV-30	IV	1362563	1362641	+	1532.5	0.778	promoter-TSS (YDR451C)	protein_coding-promoter-TSS (YDR451C)	-276	YDR452W	YDR452W	YDR452W			PPN1			protein_coding
XVI-26	XVI	829328	829406	+	1532.5	0.536	promoter-TSS (YPR149W)	protein_coding-promoter-TSS (YPR149W)	-551	YPR149W	YPR149W	YPR149W			NCE102			protein_coding
XV-33	XV	27887	27965	+	1532.5	0.696	TTS (YOL155C)	protein_coding-TTS (YOL155C)	842	YOL155W-A	YOL155W-A	YOL155W-A			YOL155W-A			protein_coding
XV-34	XV	83269	83347	+	1532.5	0.571	promoter-TSS (YOL125W)	protein_coding-promoter-TSS (YOL125W)	-388	YOL126C	YOL126C	YOL126C			MDH2			protein_coding
X-20	X	227940	228018	+	1532.5	0.652	TTS (YJL104W)	protein_coding-TTS (YJL104W)	500	snR37	snR37	snR37			snR37			snoRNA
XVI-22	XVI	502730	502808	+	1532.5	0.650	promoter-TSS (YPL024W)	protein_coding-promoter-TSS (YPL024W)	261	YPL025C	YPL025C	YPL025C			YPL025C			protein_coding
V-34	V	117698	117776	+	1532.5	0.577	promoter-TSS (YEL020C-B)	protein_coding-promoter-TSS (YEL020C-B)	298	RPR1	RPR1	RPR1			RPR1			ncRNA
V-31	V	423392	423470	+	1532.5	0.609	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-521	YER131W	YER131W	YER131W			RPS26B			protein_coding
VIII-21	VIII	296963	297041	+	1532.5	0.727	promoter-TSS (YHR096C)	protein_coding-promoter-TSS (YHR096C)	-555	YHR096C	YHR096C	YHR096C			HXT5			protein_coding
XV-39	XV	825692	825770	+	1532.5	0.625	promoter-TSS (YOR267C)	protein_coding-promoter-TSS (YOR267C)	201	YOR268C	YOR268C	YOR268C			YOR268C			protein_coding
VII-33	VII	307254	307332	+	1532.5	0.778	promoter-TSS (YGL105W)	protein_coding-promoter-TSS (YGL105W)	-144	YGL105W	YGL105W	YGL105W			ARC1			protein_coding
VII-43	VII	766343	766421	+	1532.5	0.591	promoter-TSS (YGR138C)	protein_coding-promoter-TSS (YGR138C)	656	YGR139W	YGR139W	YGR139W			YGR139W			protein_coding
II-16	II	36565	36643	+	1532.5	0.727	promoter-TSS (YBL099W)	protein_coding-promoter-TSS (YBL099W)	206	tF(GAA)B	tF(GAA)B	tF(GAA)B			tF(GAA)B			tRNA
XVI-32	XVI	227861	227939	+	1532.5	0.652	promoter-TSS (YPL170W)	protein_coding-promoter-TSS (YPL170W)	-414	YPL170W	YPL170W	YPL170W			DAP1			protein_coding
XII-21	XII	658358	658436	+	1532.5	0.529	promoter-TSS (YLR257W)	protein_coding-promoter-TSS (YLR257W)	-429	YLR257W	YLR257W	YLR257W			YLR257W			protein_coding
IV-26	IV	369126	369204	+	1532.5	0.583	promoter-TSS (YDL047W)	protein_coding-promoter-TSS (YDL047W)	-606	YDL047W	YDL047W	YDL047W			SIT4			protein_coding
XVI-28	XVI	928158	928236	+	1532.5	0.667	promoter-TSS (YPR195C)	protein_coding-promoter-TSS (YPR195C)	97	YPR195C	YPR195C	YPR195C			YPR195C			protein_coding
XIII-20	XIII	758927	759005	+	1532.5	0.727	promoter-TSS (YMR244C-A)	protein_coding-promoter-TSS (YMR244C-A)	-135	YMR244C-A	YMR244C-A	YMR244C-A			COA6			protein_coding
VII-29	VII	398289	398367	+	1532.5	0.559	promoter-TSS (YGL055W)	protein_coding-promoter-TSS (YGL055W)	-300	YGL055W	YGL055W	YGL055W			OLE1			protein_coding
X-16	X	745211	745289	+	1532.5	0.833	promoter-TSS (YJR162C)	protein_coding-promoter-TSS (YJR162C)	11	YJR162C	YJR162C	YJR162C			YJR162C			protein_coding
XVI-20	XVI	214413	214491	+	1532.5	0.600	promoter-TSS (YPL177C)	protein_coding-promoter-TSS (YPL177C)	-490	YPL177C	YPL177C	YPL177C			CUP9			protein_coding
IV-10	IV	1429241	1429319	+	1532.5	0.741	promoter-TSS (YDR487C)	protein_coding-promoter-TSS (YDR487C)	-300	YDR487C	YDR487C	YDR487C			RIB3			protein_coding
XIV-8	XIV	662056	662134	+	1532.5	0.643	promoter-TSS (YNR016C)	protein_coding-promoter-TSS (YNR016C)	-721	YNR016C	YNR016C	YNR016C			ACC1			protein_coding
XVI-27	XVI	856901	856979	+	1532.5	0.750	promoter-TSS (YPR158C-C)	protein_coding-promoter-TSS (YPR158C-C)	38	tA(AGC)P	tA(AGC)P	tA(AGC)P			tA(AGC)P			tRNA
XIII-17	XIII	434374	434452	+	1532.5	0.679	promoter-TSS (YMR083W)	protein_coding-promoter-TSS (YMR083W)	-375	YMR083W	YMR083W	YMR083W			ADH3			protein_coding
XIII-23	XIII	540485	540563	+	1532.5	0.552	promoter-TSS (YMR135C)	protein_coding-promoter-TSS (YMR135C)	-468	YMR135C	YMR135C	YMR135C			GID8			protein_coding
XIII-18	XIII	91185	91263	+	1532.5	0.810	promoter-TSS (YML091C)	protein_coding-promoter-TSS (YML091C)	185	YML089C	YML089C	YML089C			YML089C			protein_coding
VII-32	VII	654231	654309	+	1414.6	0.824	promoter-TSS (YGR088W)	protein_coding-promoter-TSS (YGR088W)	-364	YGR088W	YGR088W	YGR088W			CTT1			protein_coding
MT-22	MT	70454	70532	+	1414.6	0.857	promoter-TSS (tN(GUU)Q)	tRNA-promoter-TSS (tN(GUU)Q)	331	tI(GAU)Q	tI(GAU)Q	tI(GAU)Q			tI(GAU)Q			tRNA
XV-42	XV	234528	234606	+	1414.6	0.750	promoter-TSS (YOL051W)	protein_coding-promoter-TSS (YOL051W)	221	snR81	snR81	snR81			snR81			snoRNA
XV-30	XV	770224	770302	+	1414.6	0.762	promoter-TSS (YOR230W)	protein_coding-promoter-TSS (YOR230W)	-537	YOR230W	YOR230W	YOR230W			WTM1			protein_coding
XVI-21	XVI	297168	297246	+	1414.6	0.714	promoter-TSS (YPL135W)	protein_coding-promoter-TSS (YPL135W)	-346	YPL135W	YPL135W	YPL135W			ISU1			protein_coding
XII-32	XII	253399	253477	+	1414.6	0.765	promoter-TSS (YLR055C)	protein_coding-promoter-TSS (YLR055C)	-358	YLR055C	YLR055C	YLR055C			SPT8			protein_coding
II-15	II	378944	379022	+	1414.6	0.640	promoter-TSS (YBR069C)	protein_coding-promoter-TSS (YBR069C)	-550	YBR069C	YBR069C	YBR069C			TAT1			protein_coding
VII-46	VII	1022024	1022102	+	1414.6	0.750	promoter-TSS (YGR264C)	protein_coding-promoter-TSS (YGR264C)	-210	YGR264C	YGR264C	YGR264C			MES1			protein_coding
IV-33	IV	357265	357343	+	1414.6	0.552	promoter-TSS (YDL055C)	protein_coding-promoter-TSS (YDL055C)	-545	YDL055C	YDL055C	YDL055C			PSA1			protein_coding
XVI-30	XVI	106923	107001	+	1414.6	0.750	promoter-TSS (YPL232W)	protein_coding-promoter-TSS (YPL232W)	-313	YPL232W	YPL232W	YPL232W			SSO1			protein_coding
XVI-34	XVI	586199	586277	+	1414.6	0.650	promoter-TSS (YPR013C)	protein_coding-promoter-TSS (YPR013C)	-653	YPR013C	YPR013C	YPR013C			CMR3			protein_coding
IV-35	IV	551031	551109	+	1414.6	0.565	promoter-TSS (YDR046C)	protein_coding-promoter-TSS (YDR046C)	-494	YDR046C	YDR046C	YDR046C			BAP3			protein_coding
XIII-31	XIII	352963	353041	+	1414.6	0.739	promoter-TSS (YMR043W)	protein_coding-promoter-TSS (YMR043W)	399	YMR042W	YMR042W	YMR042W			ARG80			protein_coding
V-37	V	423191	423269	+	1414.6	0.842	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-722	YER131W	YER131W	YER131W			RPS26B			protein_coding
XVI-17	XVI	641632	641710	+	1414.6	0.517	promoter-TSS (YPR035W)	protein_coding-promoter-TSS (YPR035W)	-537	YPR035W	YPR035W	YPR035W			GLN1			protein_coding
XVI-33	XVI	503032	503110	+	1414.6	0.632	promoter-TSS (YPL024W)	protein_coding-promoter-TSS (YPL024W)	-41	YPL025C	YPL025C	YPL025C			YPL025C			protein_coding
IX-17	IX	177726	177804	+	1414.6	0.696	promoter-TSS (YIL099W)	protein_coding-promoter-TSS (YIL099W)	-84	YIL100C-A	YIL100C-A	YIL100C-A			YIL100C-A			protein_coding
XI-22	XI	382253	382331	+	1414.6	0.556	promoter-TSS (YKL030W)	protein_coding-promoter-TSS (YKL030W)	-206	YKL030W	YKL030W	YKL030W			YKL030W			protein_coding
X-22	X	639144	639222	+	1414.6	0.650	promoter-TSS (YJR113C)	protein_coding-promoter-TSS (YJR113C)	-208	YJR113C	YJR113C	YJR113C			RSM7			protein_coding
XV-31	XV	836866	836944	+	1414.6	0.750	promoter-TSS (YOR273C)	protein_coding-promoter-TSS (YOR273C)	-474	YOR273C	YOR273C	YOR273C			TPO4			protein_coding
II-22	II	624971	625049	+	1414.6	0.619	promoter-TSS (YBR201C-A)	protein_coding-promoter-TSS (YBR201C-A)	-314	YBR201C-A	YBR201C-A	YBR201C-A			YBR201C-A			protein_coding
III-16	III	78292	78370	+	1414.6	0.522	promoter-TSS (YCL024W)	protein_coding-promoter-TSS (YCL024W)	-412	YCL025C	YCL025C	YCL025C			AGP1			protein_coding
XVI-15	XVI	22618	22696	+	1414.6	0.667	promoter-TSS (YPL274W)	protein_coding-promoter-TSS (YPL274W)	-281	YPL274W	YPL274W	YPL274W			SAM3			protein_coding
IV-19	IV	551241	551319	+	1414.6	0.667	promoter-TSS (YDR046C)	protein_coding-promoter-TSS (YDR046C)	-580	YDR047W	YDR047W	YDR047W			HEM12			protein_coding
XIV-17	XIV	604804	604882	+	1414.6	0.889	promoter-TSS (YNL015W)	protein_coding-promoter-TSS (YNL015W)	-541	YNL015W	YNL015W	YNL015W			PBI2			protein_coding
XIII-35	XIII	774428	774506	+	1414.6	0.706	promoter-TSS (YMR251W-A)	protein_coding-promoter-TSS (YMR251W-A)	-285	YMR251W-A	YMR251W-A	YMR251W-A			HOR7			protein_coding
XI-13	XI	308781	308859	+	1414.6	0.750	promoter-TSS (YKL068W-A)	protein_coding-promoter-TSS (YKL068W-A)	-386	YKL068W-A	YKL068W-A	YKL068W-A			YKL068W-A			protein_coding
IV-42	IV	1080502	1080580	+	1414.6	0.500	promoter-TSS (YDR309C)	protein_coding-promoter-TSS (YDR309C)	-342	YDR309C	YDR309C	YDR309C			GIC2			protein_coding
VII-39	VII	228444	228522	+	1414.6	0.812	promoter-TSS (YGL147C)	protein_coding-promoter-TSS (YGL147C)	-154	YGL147C	YGL147C	YGL147C			RPL9A			protein_coding
VII-41	VII	547476	547554	+	1414.6	0.560	promoter-TSS (YGR031C-A)	protein_coding-promoter-TSS (YGR031C-A)	-215	YGR031C-A	YGR031C-A	YGR031C-A			NAG1			protein_coding
VII-31	VII	592809	592887	+	1414.6	0.576	promoter-TSS (YGR050C)	protein_coding-promoter-TSS (YGR050C)	381	YGR051C	YGR051C	YGR051C			YGR051C			protein_coding
VI-14	VI	95318	95396	+	1414.6	0.737	promoter-TSS (YFL021W)	protein_coding-promoter-TSS (YFL021W)	-347	YFL022C	YFL022C	YFL022C			FRS2			protein_coding
XIII-33	XIII	510997	511075	+	1414.6	0.778	promoter-TSS (YMR121C)	protein_coding-promoter-TSS (YMR121C)	39	YMR122C	YMR122C	YMR122C			YMR122C			protein_coding
XVI-35	XVI	645415	645493	+	1414.6	0.571	promoter-TSS (YPR036W-A)	protein_coding-promoter-TSS (YPR036W-A)	-496	YPR036W-A	YPR036W-A	YPR036W-A			SPO24			protein_coding
XIII-26	XIII	472867	472945	+	1414.6	0.625	promoter-TSS (YMR102C)	protein_coding-promoter-TSS (YMR102C)	358	YMR103C	YMR103C	YMR103C			YMR103C			protein_coding
XV-22	XV	514805	514883	+	1414.6	0.640	promoter-TSS (YOR100C)	protein_coding-promoter-TSS (YOR100C)	-400	YOR101W	YOR101W	YOR101W			RAS1			protein_coding
XII-33	XII	645854	645932	+	1414.6	0.750	promoter-TSS (YLR254C)	protein_coding-promoter-TSS (YLR254C)	60	YLR255C	YLR255C	YLR255C			YLR255C			protein_coding
XIII-27	XIII	473045	473123	+	1414.6	0.500	promoter-TSS (YMR102C)	protein_coding-promoter-TSS (YMR102C)	180	YMR103C	YMR103C	YMR103C			YMR103C			protein_coding
XI-19	XI	614956	615034	+	1414.6	0.682	promoter-TSS (YKR093W)	protein_coding-promoter-TSS (YKR093W)	-735	YKR093W	YKR093W	YKR093W			PTR2			protein_coding
XIV-19	XIV	301848	301926	+	1414.6	0.750	promoter-TSS (YNL178W)	protein_coding-promoter-TSS (YNL178W)	-784	YNL179C	YNL179C	YNL179C			YNL179C			protein_coding
IV-36	IV	599833	599911	+	1414.6	0.619	promoter-TSS (YDR077W)	protein_coding-promoter-TSS (YDR077W)	-921	YDR077W	YDR077W	YDR077W			SED1			protein_coding
II-25	II	702314	702392	+	1414.6	0.684	promoter-TSS (YBR240C)	protein_coding-promoter-TSS (YBR240C)	-511	YBR240C	YBR240C	YBR240C			THI2			protein_coding
IX-23	IX	333398	333476	+	1414.6	0.619	promoter-TSS (YIL011W)	protein_coding-promoter-TSS (YIL011W)	-290	YIL011W	YIL011W	YIL011W			TIR3			protein_coding
IX-24	IX	338270	338348	+	1414.6	0.778	Intergenic	Intergenic	-1035	YIL009W	YIL009W	YIL009W			FAA3			protein_coding
XII-29	XII	796525	796603	+	1414.6	0.708	promoter-TSS (YLR333C)	protein_coding-promoter-TSS (YLR333C)	514	YLR334C	YLR334C	YLR334C			YLR334C			protein_coding
XIII-24	XIII	70142	70220	+	1414.6	0.700	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	43	YML100W-A	YML100W-A	YML100W-A			YML100W-A			protein_coding
IV-45	IV	1401361	1401439	+	1414.6	0.667	promoter-TSS (YDR470C)	protein_coding-promoter-TSS (YDR470C)	-186	YDR470C	YDR470C	YDR470C			UGO1			protein_coding
VII-34	VII	433350	433428	+	1414.6	0.824	promoter-TSS (YGL035C)	protein_coding-promoter-TSS (YGL035C)	190	YGL034C	YGL034C	YGL034C			YGL034C			protein_coding
VII-44	VII	772141	772219	+	1414.6	0.632	promoter-TSS (YGR142W)	protein_coding-promoter-TSS (YGR142W)	-274	YGR142W	YGR142W	YGR142W			BTN2			protein_coding
IV-43	IV	1242659	1242737	+	1414.6	0.765	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-532	YDR385W	YDR385W	YDR385W			EFT2			protein_coding
XIV-20	XIV	568211	568289	+	1414.6	0.667	TTS (YNL035C)	protein_coding-TTS (YNL035C)	135	tP(UGG)N2	tP(UGG)N2	tP(UGG)N2			tP(UGG)N2			tRNA
XVI-31	XVI	114499	114577	+	1414.6	0.857	promoter-TSS (YPL230W)	protein_coding-promoter-TSS (YPL230W)	-774	YPL230W	YPL230W	YPL230W			USV1			protein_coding
XV-43	XV	462469	462547	+	1414.6	0.750	TTS (YOR072W)	protein_coding-TTS (YOR072W)	717	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
XII-35	XII	921778	921856	+	1414.6	0.652	promoter-TSS (YLR399C)	protein_coding-promoter-TSS (YLR399C)	-221	YLR399C	YLR399C	YLR399C			BDF1			protein_coding
X-21	X	391532	391610	+	1414.6	0.625	promoter-TSS (YJL026W)	protein_coding-promoter-TSS (YJL026W)	260	YJL028W	YJL028W	YJL028W			YJL028W			protein_coding
XVI-24	XVI	719406	719484	+	1414.6	0.765	promoter-TSS (YPR091C)	protein_coding-promoter-TSS (YPR091C)	-203	snR41	snR41	snR41			snR41			snoRNA
XI-21	XI	355389	355467	+	1414.6	0.542	promoter-TSS (YKL044W)	protein_coding-promoter-TSS (YKL044W)	-894	YKL044W	YKL044W	YKL044W			YKL044W			protein_coding
X-24	X	160301	160379	+	1414.6	0.632	promoter-TSS (YJL133C-A)	protein_coding-promoter-TSS (YJL133C-A)	-279	YJL133W	YJL133W	YJL133W			MRS3			protein_coding
VII-35	VII	726799	726877	+	1414.6	0.636	promoter-TSS (YGR117C)	protein_coding-promoter-TSS (YGR117C)	-136	YGR118W	YGR118W	YGR118W			RPS23A			protein_coding
IV-29	IV	1242852	1242930	+	1414.6	0.722	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-339	YDR385W	YDR385W	YDR385W			EFT2			protein_coding
IX-20	IX	332820	332898	+	1414.6	0.576	promoter-TSS (YIL011W)	protein_coding-promoter-TSS (YIL011W)	-152	YIL012W	YIL012W	YIL012W			YIL012W			protein_coding
II-20	II	452323	452401	+	1414.6	0.636	promoter-TSS (YBR105C)	protein_coding-promoter-TSS (YBR105C)	-296	YBR106W	YBR106W	YBR106W			PHO88			protein_coding
XV-36	XV	216550	216628	+	1414.6	0.406	promoter-TSS (YOL059W)	protein_coding-promoter-TSS (YOL059W)	-452	YOL060C	YOL060C	YOL060C			MAM3			protein_coding
II-19	II	99	177	+	1414.6	0.778	promoter-TSS (YBL113W-A)	protein_coding-promoter-TSS (YBL113W-A)	-508	YBL113W-A	YBL113W-A	YBL113W-A			YBL113W-A			protein_coding
VIII-18	VIII	505681	505759	+	1414.6	0.667	promoter-TSS (YHR203C)	protein_coding-promoter-TSS (YHR203C)	-190	YHR203C	YHR203C	YHR203C			RPS4B			protein_coding
MT-21	MT	46758	46836	+	1414.6	0.789	promoter-TSS (Q0130)	protein_coding-promoter-TSS (Q0130)	74	Q0130	Q0130	Q0130			OLI1			protein_coding
III-14	III	178389	178467	+	1414.6	0.679	promoter-TSS (YCR031C)	protein_coding-promoter-TSS (YCR031C)	-208	YCR031C	YCR031C	YCR031C			RPS14A			protein_coding
III-10	III	295532	295610	+	1414.6	0.762	promoter-TSS (tT(AGU)C)	tRNA-promoter-TSS (tT(AGU)C)	87	tT(AGU)C	tT(AGU)C	tT(AGU)C			tT(AGU)C			tRNA
VII-42	VII	661886	661964	+	1296.7	0.545	promoter-TSS (YGR090W)	protein_coding-promoter-TSS (YGR090W)	176	tT(UGU)G1	tT(UGU)G1	tT(UGU)G1			tT(UGU)G1			tRNA
IV-27	IV	539036	539114	+	1296.7	0.773	promoter-TSS (YDR040C)	protein_coding-promoter-TSS (YDR040C)	-608	YDR040C	YDR040C	YDR040C			ENA1			protein_coding
XVI-37	XVI	927994	928072	+	1296.7	0.481	TTS (YPR195C)	protein_coding-TTS (YPR195C)	261	YPR195C	YPR195C	YPR195C			YPR195C			protein_coding
IV-38	IV	721817	721895	+	1296.7	0.565	promoter-TSS (YDR133C)	protein_coding-promoter-TSS (YDR133C)	-375	YDR134C	YDR134C	YDR134C			YDR134C			pseudogene
II-13	II	6263	6341	+	1296.7	0.789	TTS (YBL109W)	protein_coding-TTS (YBL109W)	512	YBL109W	YBL109W	YBL109W			YBL109W			protein_coding
XVI-29	XVI	40451	40529	+	1296.7	0.500	promoter-TSS (YPL265W)	protein_coding-promoter-TSS (YPL265W)	-553	YPL265W	YPL265W	YPL265W			DIP5			protein_coding
IV-34	IV	465131	465209	+	1296.7	0.632	promoter-TSS (YDR011W)	protein_coding-promoter-TSS (YDR011W)	213	YDR010C	YDR010C	YDR010C			YDR010C			protein_coding
V-33	V	42195	42273	+	1296.7	0.700	promoter-TSS (YEL059W)	protein_coding-promoter-TSS (YEL059W)	-281	YEL060C	YEL060C	YEL060C			PRB1			protein_coding
XIII-34	XIII	675240	675318	+	1296.7	0.682	promoter-TSS (YMR205C)	protein_coding-promoter-TSS (YMR205C)	-513	YMR205C	YMR205C	YMR205C			PFK2			protein_coding
IV-31	IV	1502461	1502539	+	1296.7	0.867	promoter-TSS (YDR533C)	protein_coding-promoter-TSS (YDR533C)	-340	YDR533C	YDR533C	YDR533C			HSP31			protein_coding
IV-37	IV	636262	636340	+	1296.7	0.632	promoter-TSS (YDR096W)	protein_coding-promoter-TSS (YDR096W)	226	YDR095C	YDR095C	YDR095C			YDR095C			protein_coding
XV-46	XV	762219	762297	+	1296.7	0.448	promoter-TSS (YOR224C)	protein_coding-promoter-TSS (YOR224C)	-174	YOR226C	YOR226C	YOR226C			ISU2			protein_coding
X-23	X	646675	646753	+	1296.7	0.765	promoter-TSS (YJR119C)	protein_coding-promoter-TSS (YJR119C)	-224	YJR119C	YJR119C	YJR119C			JHD2			protein_coding
XIII-32	XIII	353264	353342	+	1296.7	0.519	promoter-TSS (YMR043W)	protein_coding-promoter-TSS (YMR043W)	-568	YMR043W	YMR043W	YMR043W			MCM1			protein_coding
IV-41	IV	1011513	1011591	+	1296.7	0.625	promoter-TSS (YDR275W)	protein_coding-promoter-TSS (YDR275W)	408	YDR274C	YDR274C	YDR274C			YDR274C			protein_coding
IX-25	IX	338710	338788	+	1296.7	0.583	promoter-TSS (YIL009W)	protein_coding-promoter-TSS (YIL009W)	-595	YIL009W	YIL009W	YIL009W			FAA3			protein_coding
II-23	II	625152	625230	+	1296.7	0.647	promoter-TSS (YBR201C-A)	protein_coding-promoter-TSS (YBR201C-A)	-495	YBR201C-A	YBR201C-A	YBR201C-A			YBR201C-A			protein_coding
II-24	II	628615	628693	+	1296.7	0.600	promoter-TSS (YBR203W)	protein_coding-promoter-TSS (YBR203W)	-514	YBR203W	YBR203W	YBR203W			COS111			protein_coding
XVI-25	XVI	732047	732125	+	1296.7	0.556	promoter-TSS (YPR102C)	protein_coding-promoter-TSS (YPR102C)	-263	YPR103W	YPR103W	YPR103W			PRE2			protein_coding
VII-40	VII	277328	277406	+	1296.7	0.652	promoter-TSS (YGL123W)	protein_coding-promoter-TSS (YGL123W)	-250	YGL123W	YGL123W	YGL123W			RPS2			protein_coding
XII-37	XII	1019030	1019108	+	1296.7	0.650	promoter-TSS (YLR441C)	protein_coding-promoter-TSS (YLR441C)	-161	YLR441C	YLR441C	YLR441C			RPS1A			protein_coding
XVI-36	XVI	822156	822234	+	1296.7	0.667	promoter-TSS (YPR144C)	protein_coding-promoter-TSS (YPR144C)	-425	YPR145W	YPR145W	YPR145W			ASN1			protein_coding
II-21	II	602293	602371	+	1296.7	0.812	promoter-TSS (YBR187W)	protein_coding-promoter-TSS (YBR187W)	-302	YBR187W	YBR187W	YBR187W			GDT1			protein_coding
VIII-24	VIII	549335	549413	+	1296.7	0.722	promoter-TSS (YHR214C-B)	protein_coding-promoter-TSS (YHR214C-B)	-28	YHR214C-B	YHR214C-B	YHR214C-B			YHR214C-B			protein_coding
XIII-25	XIII	224044	224122	+	1296.7	0.722	promoter-TSS (YML026C)	protein_coding-promoter-TSS (YML026C)	-255	YML026C	YML026C	YML026C			RPS18B			protein_coding
IX-12	IX	117773	117851	+	1296.7	0.789	promoter-TSS (YIL126W)	protein_coding-promoter-TSS (YIL126W)	-168	YIL127C	YIL127C	YIL127C			RRT14			protein_coding
IV-32	IV	330508	330586	+	1296.7	0.684	promoter-TSS (YDL070W)	protein_coding-promoter-TSS (YDL070W)	-100	YDL072C	YDL072C	YDL072C			YET3			protein_coding
