PeakID (cmd=annotatePeaks.pl SPT5_T15_R2_homer_narrowPeak.txt genome.fa -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
XV-34	XV	606381	606473	+	1466.3	0.690	promoter-TSS (YOR145C)	protein_coding-promoter-TSS (YOR145C)	-180	YOR147W	YOR147W	YOR147W			MDM32			protein_coding
XVI-33	XVI	812871	812963	+	1466.3	0.692	promoter-TSS (YPR138C)	protein_coding-promoter-TSS (YPR138C)	-464	YPR138C	YPR138C	YPR138C			MEP3			protein_coding
XVI-35	XVI	645723	645815	+	1466.3	0.692	promoter-TSS (YPR036W-A)	protein_coding-promoter-TSS (YPR036W-A)	-181	YPR036W-A	YPR036W-A	YPR036W-A			SPO24			protein_coding
XIV-17	XIV	91626	91718	+	1466.3	0.905	promoter-TSS (YNL287W)	protein_coding-promoter-TSS (YNL287W)	-322	YNL287W	YNL287W	YNL287W			SEC21			protein_coding
XVI-20	XVI	502437	502529	+	1466.3	0.628	promoter-TSS (YPL026C)	protein_coding-promoter-TSS (YPL026C)	-300	YPL026C	YPL026C	YPL026C			SKS1			protein_coding
II-24	II	476754	476846	+	1466.3	0.590	promoter-TSS (YBR117C)	protein_coding-promoter-TSS (YBR117C)	-363	YBR117C	YBR117C	YBR117C			TKL2			protein_coding
XI-5	XI	666420	666512	+	1466.3	0.634	Intergenic	Intergenic	5024	YKR106W	YKR106W	YKR106W			GEX2			protein_coding
VIII-14	VIII	98492	98584	+	1466.3	0.800	promoter-TSS (YHL004W)	protein_coding-promoter-TSS (YHL004W)	257	YHL006C	YHL006C	YHL006C			SHU1			protein_coding
IV-35	IV	550802	550894	+	1466.3	0.606	promoter-TSS (YDR046C)	protein_coding-promoter-TSS (YDR046C)	-272	YDR046C	YDR046C	YDR046C			BAP3			protein_coding
X-19	X	639104	639196	+	1466.3	0.680	promoter-TSS (YJR113C)	protein_coding-promoter-TSS (YJR113C)	-175	YJR113C	YJR113C	YJR113C			RSM7			protein_coding
XI-11	XI	278068	278160	+	1466.3	0.750	promoter-TSS (YKL086W)	protein_coding-promoter-TSS (YKL086W)	-167	YKL086W	YKL086W	YKL086W			SRX1			protein_coding
XV-42	XV	443793	443885	+	1466.3	0.645	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-308	YOR062C	YOR062C	YOR062C			YOR062C			protein_coding
XII-35	XII	877741	877833	+	1466.3	0.588	promoter-TSS (YLR378C)	protein_coding-promoter-TSS (YLR378C)	-495	YLR380W	YLR380W	YLR380W			CSR1			protein_coding
XIII-18	XIII	146254	146346	+	1466.3	0.611	promoter-TSS (YML063W)	protein_coding-promoter-TSS (YML063W)	-182	YML063W	YML063W	YML063W			RPS1B			protein_coding
X-15	X	75696	75788	+	1466.3	0.696	promoter-TSS (YJL189W)	protein_coding-promoter-TSS (YJL189W)	-191	YJL189W	YJL189W	YJL189W			RPL39			protein_coding
III-7	III	262813	262905	+	1466.3	0.667	promoter-TSS (YCR084C)	protein_coding-promoter-TSS (YCR084C)	-57	YCR085W	YCR085W	YCR085W			YCR085W			protein_coding
XII-30	XII	370605	370697	+	1466.3	0.562	promoter-TSS (YLR110C)	protein_coding-promoter-TSS (YLR110C)	-140	YLR112W	YLR112W	YLR112W			YLR112W			protein_coding
XVI-24	XVI	75134	75226	+	1466.3	0.514	promoter-TSS (YPL250C)	protein_coding-promoter-TSS (YPL250C)	-461	YPL250C	YPL250C	YPL250C			ICY2			protein_coding
XII-26	XII	809102	809194	+	1466.3	0.679	promoter-TSS (YLR342W)	protein_coding-promoter-TSS (YLR342W)	-849	YLR342W	YLR342W	YLR342W			FKS1			protein_coding
XVI-25	XVI	132584	132676	+	1466.3	0.731	promoter-TSS (YPL221W)	protein_coding-promoter-TSS (YPL221W)	-413	YPL221W	YPL221W	YPL221W			FLC1			protein_coding
XV-43	XV	505256	505348	+	1466.3	0.647	promoter-TSS (YOR095C)	protein_coding-promoter-TSS (YOR095C)	-492	YOR096W	YOR096W	YOR096W			RPS7A			protein_coding
VII-39	VII	774401	774493	+	1466.3	0.750	promoter-TSS (YGR143W)	protein_coding-promoter-TSS (YGR143W)	98	tA(AGC)G	tA(AGC)G	tA(AGC)G			tA(AGC)G			tRNA
I-6	I	210994	211086	+	1466.3	0.800	Intergenic	Intergenic	2673	YAR053W	YAR053W	YAR053W			YAR053W			protein_coding
XIII-33	XIII	420505	420597	+	1466.3	0.680	promoter-TSS (YMR076C)	protein_coding-promoter-TSS (YMR076C)	110	tV(AAC)M2	tV(AAC)M2	tV(AAC)M2			tV(AAC)M2			tRNA
III-5	III	50631	50723	+	1466.3	0.800	promoter-TSS (YCL040W)	protein_coding-promoter-TSS (YCL040W)	-50	YCL041C	YCL041C	YCL041C			YCL041C			protein_coding
VII-27	VII	1083898	1083990	+	1466.3	0.714	promoter-TSS (YGR296W)	protein_coding-promoter-TSS (YGR296W)	-920	YGR296W	YGR296W	YGR296W			YRF1-3			protein_coding
XI-16	XI	38294	38386	+	1466.3	0.857	promoter-TSS (YKL210W)	protein_coding-promoter-TSS (YKL210W)	-187	YKL211C	YKL211C	YKL211C			TRP3			protein_coding
VI-10	VI	4839	4931	+	1466.3	0.647	promoter-TSS (YFL063W)	protein_coding-promoter-TSS (YFL063W)	-181	YFL063W	YFL063W	YFL063W			YFL063W			protein_coding
V-22	V	303573	303665	+	1466.3	0.633	promoter-TSS (YER073W)	protein_coding-promoter-TSS (YER073W)	-411	YER073W	YER073W	YER073W			ALD5			protein_coding
II-18	II	770749	770841	+	1466.3	0.778	promoter-TSS (YBR283C)	protein_coding-promoter-TSS (YBR283C)	-380	YBR283C	YBR283C	YBR283C			SSH1			protein_coding
X-18	X	521808	521900	+	1466.3	0.760	promoter-TSS (YJR045C)	protein_coding-promoter-TSS (YJR045C)	-194	YJR046W	YJR046W	YJR046W			TAH11			protein_coding
II-16	II	662663	662755	+	1466.3	0.742	promoter-TSS (YBR218C)	protein_coding-promoter-TSS (YBR218C)	-460	YBR218C	YBR218C	YBR218C			PYC2			protein_coding
XIV-15	XIV	68570	68662	+	1466.3	0.741	promoter-TSS (YNL298W)	protein_coding-promoter-TSS (YNL298W)	-299	YNL298W	YNL298W	YNL298W			CLA4			protein_coding
X-14	X	268569	268661	+	1466.3	0.559	promoter-TSS (YJL088W)	protein_coding-promoter-TSS (YJL088W)	-184	YJL088W	YJL088W	YJL088W			ARG3			protein_coding
I-8	I	230020	230110	+	1466.3	0.708	TTS (YAR075W)	protein_coding-TTS (YAR075W)	1221	YAR075W	YAR075W	YAR075W			YAR075W			protein_coding
I-5	I	190229	190321	+	1466.3	0.543	promoter-TSS (YAR035W)	protein_coding-promoter-TSS (YAR035W)	82	YAR035W	YAR035W	YAR035W			YAT1			protein_coding
VIII-12	VIII	280220	280312	+	1466.3	0.583	promoter-TSS (YHR086W-A)	protein_coding-promoter-TSS (YHR086W-A)	35	YHR086W-A	YHR086W-A	YHR086W-A			YHR086W-A			protein_coding
XI-18	XI	369427	369519	+	1466.3	0.512	promoter-TSS (YKL035W)	protein_coding-promoter-TSS (YKL035W)	108	YKL037W	YKL037W	YKL037W			AIM26			protein_coding
XIV-16	XIV	355646	355738	+	1466.3	0.632	promoter-TSS (YNL144C)	protein_coding-promoter-TSS (YNL144C)	-650	YNL144C	YNL144C	YNL144C			YNL144C			protein_coding
VII-34	VII	277252	277344	+	1466.3	0.733	promoter-TSS (YGL123W)	protein_coding-promoter-TSS (YGL123W)	-319	YGL123W	YGL123W	YGL123W			RPS2			protein_coding
II-9	II	136151	136243	+	1466.3	0.568	promoter-TSS (YBL043W)	protein_coding-promoter-TSS (YBL043W)	199	YBL044W	YBL044W	YBL044W			YBL044W			protein_coding
XII-16	XII	187443	187535	+	1466.3	0.605	promoter-TSS (YLR023C)	protein_coding-promoter-TSS (YLR023C)	-360	YLR023C	YLR023C	YLR023C			IZH3			protein_coding
VII-32	VII	67354	67446	+	1466.3	0.625	promoter-TSS (YGL228W)	protein_coding-promoter-TSS (YGL228W)	-198	YGL228W	YGL228W	YGL228W			SHE10			protein_coding
VIII-18	VIII	382965	383057	+	1466.3	0.657	promoter-TSS (YHR141C)	protein_coding-promoter-TSS (YHR141C)	-260	YHR141C	YHR141C	YHR141C			RPL42B			protein_coding
XII-28	XII	329457	329549	+	1466.3	0.720	promoter-TSS (YLR094C)	protein_coding-promoter-TSS (YLR094C)	-265	YLR094C	YLR094C	YLR094C			GIS3			protein_coding
II-27	II	419537	419629	+	1384.8	0.528	promoter-TSS (YBR085C-A)	protein_coding-promoter-TSS (YBR085C-A)	-419	YBR085C-A	YBR085C-A	YBR085C-A			YBR085C-A			protein_coding
V-26	V	140909	141001	+	1384.8	0.636	promoter-TSS (YEL007W)	protein_coding-promoter-TSS (YEL007W)	-137	YEL008C-A	YEL008C-A	YEL008C-A			YEL008C-A			protein_coding
II-32	II	370890	370982	+	1384.8	0.818	promoter-TSS (YBR066C)	protein_coding-promoter-TSS (YBR066C)	-237	YBR066C	YBR066C	YBR066C			NRG2			protein_coding
XVI-47	XVI	132309	132401	+	1384.8	0.727	promoter-TSS (YPL221W)	protein_coding-promoter-TSS (YPL221W)	-240	YPL222C-A	YPL222C-A	YPL222C-A			YPL222C-A			protein_coding
XIII-30	XIII	70372	70464	+	1384.8	0.633	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	-206	YML100W	YML100W	YML100W			TSL1			protein_coding
XV-37	XV	762226	762318	+	1384.8	0.581	promoter-TSS (YOR226C)	protein_coding-promoter-TSS (YOR226C)	-188	YOR226C	YOR226C	YOR226C			ISU2			protein_coding
V-30	V	194919	195011	+	1384.8	0.826	promoter-TSS (YER019C-A)	protein_coding-promoter-TSS (YER019C-A)	-203	YER020W	YER020W	YER020W			GPA2			protein_coding
IX-16	IX	232660	232752	+	1384.8	0.606	promoter-TSS (YIL068W-A)	protein_coding-promoter-TSS (YIL068W-A)	-307	YIL068W-A	YIL068W-A	YIL068W-A			YIL068W-A			protein_coding
VII-43	VII	702778	702870	+	1384.8	0.667	promoter-TSS (YGR108W)	protein_coding-promoter-TSS (YGR108W)	157	YGR107W	YGR107W	YGR107W			YGR107W			protein_coding
VII-42	VII	412244	412336	+	1384.8	0.792	promoter-TSS (tV(AAC)G1)	tRNA-promoter-TSS (tV(AAC)G1)	77	tV(AAC)G1	tV(AAC)G1	tV(AAC)G1			tV(AAC)G1			tRNA
XV-54	XV	511402	511494	+	1384.8	0.611	promoter-TSS (YOR098C)	protein_coding-promoter-TSS (YOR098C)	-270	YOR098C	YOR098C	YOR098C			NUP1			protein_coding
VII-41	VII	76637	76729	+	1384.8	0.645	promoter-TSS (YGL225W)	protein_coding-promoter-TSS (YGL225W)	-211	YGL225W	YGL225W	YGL225W			VRG4			protein_coding
VIII-16	VIII	126220	126312	+	1384.8	0.621	promoter-TSS (YHR009C)	protein_coding-promoter-TSS (YHR009C)	-255	YHR010W	YHR010W	YHR010W			RPL27A			protein_coding
XV-39	XV	988013	988105	+	1384.8	0.528	exon (YOR348C, exon 1 of 1)	protein_coding-exon (YOR348C, exon 1 of 1)	723	YOR348C	YOR348C	YOR348C			PUT4			protein_coding
V-29	V	569866	569958	+	1384.8	0.600	promoter-TSS (YER188C-A)	protein_coding-promoter-TSS (YER188C-A)	-5	YER188C-A	YER188C-A	YER188C-A			YER188C-A			protein_coding
IV-37	IV	461370	461462	+	1384.8	0.719	promoter-TSS (YDR006C)	protein_coding-promoter-TSS (YDR006C)	-169	YDR006C	YDR006C	YDR006C			SOK1			protein_coding
XI-15	XI	431670	431762	+	1384.8	0.529	promoter-TSS (YKL006W)	protein_coding-promoter-TSS (YKL006W)	-190	YKL006W	YKL006W	YKL006W			RPL14A			protein_coding
XVI-31	XVI	425263	425355	+	1384.8	0.659	promoter-TSS (YPL066W)	protein_coding-promoter-TSS (YPL066W)	-213	YPL068C	YPL068C	YPL068C			YPL068C			protein_coding
XII-36	XII	954323	954415	+	1384.8	0.704	promoter-TSS (YLR414C)	protein_coding-promoter-TSS (YLR414C)	-225	YLR414C	YLR414C	YLR414C			PUN1			protein_coding
XI-30	XI	429124	429216	+	1384.8	0.750	promoter-TSS (YKL007W)	protein_coding-promoter-TSS (YKL007W)	-132	YKL007W	YKL007W	YKL007W			CAP1			protein_coding
VII-37	VII	651013	651105	+	1384.8	0.486	promoter-TSS (YGR086C)	protein_coding-promoter-TSS (YGR086C)	-442	YGR086C	YGR086C	YGR086C			PIL1			protein_coding
XII-34	XII	839583	839675	+	1384.8	0.690	promoter-TSS (YLR355C)	protein_coding-promoter-TSS (YLR355C)	-376	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
II-31	II	336947	337039	+	1384.8	0.600	promoter-TSS (YBR049C)	protein_coding-promoter-TSS (YBR049C)	-175	YBR049C	YBR049C	YBR049C			REB1			protein_coding
IV-50	IV	600517	600609	+	1384.8	0.692	promoter-TSS (YDR077W)	protein_coding-promoter-TSS (YDR077W)	-230	YDR077W	YDR077W	YDR077W			SED1			protein_coding
XI-21	XI	67999	68091	+	1384.8	0.690	promoter-TSS (YKL201C)	protein_coding-promoter-TSS (YKL201C)	-579	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
XI-27	XI	69578	69670	+	1384.8	0.850	exon (YKL198C, exon 1 of 1)	protein_coding-exon (YKL198C, exon 1 of 1)	596	YKL198C	YKL198C	YKL198C			PTK1			protein_coding
I-7	I	33006	33098	+	1384.8	0.654	promoter-TSS (YAL061W)	protein_coding-promoter-TSS (YAL061W)	-396	YAL061W	YAL061W	YAL061W			BDH2			protein_coding
VII-29	VII	438771	438863	+	1384.8	0.724	promoter-TSS (YGL030W)	protein_coding-promoter-TSS (YGL030W)	-274	YGL030W	YGL030W	YGL030W			RPL30			protein_coding
XII-33	XII	809373	809465	+	1384.8	0.515	promoter-TSS (YLR342W)	protein_coding-promoter-TSS (YLR342W)	-578	YLR342W	YLR342W	YLR342W			FKS1			protein_coding
IV-41	IV	591821	591913	+	1384.8	0.731	promoter-TSS (YDR072C)	protein_coding-promoter-TSS (YDR072C)	-523	YDR072C	YDR072C	YDR072C			IPT1			protein_coding
VII-28	VII	413237	413329	+	1384.8	0.562	promoter-TSS (YGL045W)	protein_coding-promoter-TSS (YGL045W)	-819	YGL045W	YGL045W	YGL045W			RIM8			protein_coding
XVI-36	XVI	822087	822179	+	1384.8	0.625	promoter-TSS (YPR144C)	protein_coding-promoter-TSS (YPR144C)	401	snR45	snR45	snR45			snR45			snoRNA
XIII-28	XIII	924198	924270	+	1384.8	0.667	promoter-TSS (YMR326C)	protein_coding-promoter-TSS (YMR326C)	-432	YMR326C	YMR326C	YMR326C			YMR326C			protein_coding
VIII-20	VIII	292798	292890	+	1384.8	0.708	promoter-TSS (YHR094C)	protein_coding-promoter-TSS (YHR094C)	-99	YHR095W	YHR095W	YHR095W			YHR095W			protein_coding
IV-53	IV	811757	811849	+	1384.8	0.692	promoter-TSS (YDR173C)	protein_coding-promoter-TSS (YDR173C)	-171	YDR173C	YDR173C	YDR173C			ARG82			protein_coding
XIV-18	XIV	500729	500821	+	1384.8	0.613	promoter-TSS (YNL066W)	protein_coding-promoter-TSS (YNL066W)	-740	YNL066W	YNL066W	YNL066W			SUN4			protein_coding
IX-14	IX	439687	439779	+	1384.8	0.579	Intergenic	Intergenic	-1554	YIR044C	YIR044C	YIR044C			YIR044C			pseudogene
XV-38	XV	908634	908726	+	1384.8	0.625	promoter-TSS (YOR316C-A)	protein_coding-promoter-TSS (YOR316C-A)	-663	YOR317W	YOR317W	YOR317W			FAA1			protein_coding
XVI-42	XVI	828789	828881	+	1384.8	0.576	promoter-TSS (YPR148C)	protein_coding-promoter-TSS (YPR148C)	-695	YPR148C	YPR148C	YPR148C			YPR148C			protein_coding
V-28	V	467999	468091	+	1384.8	0.625	promoter-TSS (YER149C)	protein_coding-promoter-TSS (YER149C)	-325	YER150W	YER150W	YER150W			SPI1			protein_coding
XVI-44	XVI	855742	855834	+	1384.8	0.810	exon (YPR158C-C, exon 1 of 1)	protein_coding-exon (YPR158C-C, exon 1 of 1)	469	YPR158C-D	YPR158C-D	YPR158C-D			YPR158C-D			protein_coding
XV-48	XV	911830	911922	+	1384.8	0.571	promoter-TSS (YOR319W)	protein_coding-promoter-TSS (YOR319W)	560	YOR318C	YOR318C	YOR318C			YOR318C			protein_coding
XI-26	XI	630597	630689	+	1384.8	0.750	promoter-TSS (YKR097W)	protein_coding-promoter-TSS (YKR097W)	-509	YKR097W	YKR097W	YKR097W			PCK1			protein_coding
XIV-22	XIV	662050	662142	+	1384.8	0.760	promoter-TSS (YNR016C)	protein_coding-promoter-TSS (YNR016C)	-722	YNR016C	YNR016C	YNR016C			ACC1			protein_coding
XIII-23	XIII	434372	434464	+	1384.8	0.656	promoter-TSS (YMR083W)	protein_coding-promoter-TSS (YMR083W)	-370	YMR083W	YMR083W	YMR083W			ADH3			protein_coding
XVI-26	XVI	297157	297249	+	1384.8	0.647	promoter-TSS (YPL135W)	protein_coding-promoter-TSS (YPL135W)	-350	YPL135W	YPL135W	YPL135W			ISU1			protein_coding
VII-38	VII	654431	654523	+	1384.8	0.821	promoter-TSS (YGR088W)	protein_coding-promoter-TSS (YGR088W)	-157	YGR088W	YGR088W	YGR088W			CTT1			protein_coding
XIII-26	XIII	675260	675352	+	1384.8	0.654	promoter-TSS (YMR205C)	protein_coding-promoter-TSS (YMR205C)	-540	YMR205C	YMR205C	YMR205C			PFK2			protein_coding
II-28	II	592888	592980	+	1384.8	0.692	promoter-TSS (YBR181C)	protein_coding-promoter-TSS (YBR181C)	-160	YBR181C	YBR181C	YBR181C			RPS6B			protein_coding
V-31	V	567756	567848	+	1384.8	0.708	promoter-TSS (YER188W)	protein_coding-promoter-TSS (YER188W)	-238	YER188W	YER188W	YER188W			YER188W			protein_coding
XIII-25	XIII	608295	608387	+	1384.8	0.613	promoter-TSS (YMR172C-A)	protein_coding-promoter-TSS (YMR172C-A)	-130	YMR172C-A	YMR172C-A	YMR172C-A			YMR172C-A			protein_coding
XVI-29	XVI	679030	679122	+	1384.8	0.688	promoter-TSS (YPR063C)	protein_coding-promoter-TSS (YPR063C)	125	YPR064W	YPR064W	YPR064W			YPR064W			protein_coding
XIII-27	XIII	923799	923891	+	1384.8	0.654	promoter-TSS (YMR326C)	protein_coding-promoter-TSS (YMR326C)	-43	YMR326C	YMR326C	YMR326C			YMR326C			protein_coding
IX-15	IX	197692	197784	+	1384.8	0.731	TTS (YIL088C)	protein_coding-TTS (YIL088C)	146	tE(CUC)I	tE(CUC)I	tE(CUC)I			tE(CUC)I			tRNA
II-33	II	381434	381526	+	1384.8	0.810	promoter-TSS (YBR072W)	protein_coding-promoter-TSS (YBR072W)	-550	YBR072W	YBR072W	YBR072W			HSP26			protein_coding
XV-46	XV	234604	234696	+	1384.8	0.720	promoter-TSS (YOL051W)	protein_coding-promoter-TSS (YOL051W)	-290	YOL051W	YOL051W	YOL051W			GAL11			protein_coding
V-23	V	208607	208699	+	1384.8	0.750	promoter-TSS (YER026C)	protein_coding-promoter-TSS (YER026C)	-179	YER026C	YER026C	YER026C			CHO1			protein_coding
VII-36	VII	592235	592327	+	1384.8	0.618	TTS (YGR049W)	protein_coding-TTS (YGR049W)	161	YGR050C	YGR050C	YGR050C			YGR050C			protein_coding
XIII-35	XIII	99502	99594	+	1384.8	0.762	promoter-TSS (YML084W)	protein_coding-promoter-TSS (YML084W)	59	YML084W	YML084W	YML084W			YML084W			protein_coding
XII-29	XII	368340	368432	+	1384.8	0.636	promoter-TSS (YLR108C)	protein_coding-promoter-TSS (YLR108C)	-262	YLR108C	YLR108C	YLR108C			YLR108C			protein_coding
VII-31	VII	884283	884375	+	1384.8	0.656	promoter-TSS (YGR192C)	protein_coding-promoter-TSS (YGR192C)	-519	YGR192C	YGR192C	YGR192C			TDH3			protein_coding
VII-33	VII	144575	144667	+	1384.8	0.913	promoter-TSS (YGL191W)	protein_coding-promoter-TSS (YGL191W)	-187	YGL191W	YGL191W	YGL191W			COX13			protein_coding
VII-35	VII	560128	560220	+	1384.8	0.708	promoter-TSS (YGR037C)	protein_coding-promoter-TSS (YGR037C)	-180	YGR037C	YGR037C	YGR037C			ACB1			protein_coding
IV-38	IV	543803	543895	+	1384.8	0.629	promoter-TSS (YDR043C)	protein_coding-promoter-TSS (YDR043C)	-480	YDR043C	YDR043C	YDR043C			NRG1			protein_coding
XI-24	XI	166129	166221	+	1303.3	0.475	promoter-TSS (YKL150W)	protein_coding-promoter-TSS (YKL150W)	-245	YKL151C	YKL151C	YKL151C			YKL151C			protein_coding
V-41	V	439247	439339	+	1303.3	0.720	promoter-TSS (YER135C)	protein_coding-promoter-TSS (YER135C)	-323	YER136W	YER136W	YER136W			GDI1			protein_coding
XV-50	XV	55332	55424	+	1303.3	0.679	promoter-TSS (YOL142W)	protein_coding-promoter-TSS (YOL142W)	-180	YOL142W	YOL142W	YOL142W			RRP40			protein_coding
XIII-21	XIII	472882	472974	+	1303.3	0.486	promoter-TSS (YMR102C)	protein_coding-promoter-TSS (YMR102C)	336	YMR103C	YMR103C	YMR103C			YMR103C			protein_coding
XV-49	XV	931256	931348	+	1303.3	0.607	promoter-TSS (YOR327C)	protein_coding-promoter-TSS (YOR327C)	-221	YOR327C	YOR327C	YOR327C			SNC2			protein_coding
XIII-40	XIII	754437	754529	+	1303.3	0.581	promoter-TSS (YMR242C)	protein_coding-promoter-TSS (YMR242C)	186	YMR242W-A	YMR242W-A	YMR242W-A			YMR242W-A			protein_coding
XIII-31	XIII	219946	220038	+	1303.3	0.909	promoter-TSS (YML028W)	protein_coding-promoter-TSS (YML028W)	-146	YML028W	YML028W	YML028W			TSA1			protein_coding
XVI-38	XVI	40405	40497	+	1303.3	0.462	promoter-TSS (YPL265W)	protein_coding-promoter-TSS (YPL265W)	-592	YPL265W	YPL265W	YPL265W			DIP5			protein_coding
IV-55	IV	1242473	1242565	+	1303.3	0.625	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-488	YDR384C	YDR384C	YDR384C			ATO3			protein_coding
XV-41	XV	161847	161939	+	1303.3	0.581	promoter-TSS (YOL084W)	protein_coding-promoter-TSS (YOL084W)	121	YOL085C	YOL085C	YOL085C			YOL085C			protein_coding
IV-59	IV	132800	132892	+	1303.3	0.679	promoter-TSS (YDL182W)	protein_coding-promoter-TSS (YDL182W)	-591	YDL182W	YDL182W	YDL182W			LYS20			protein_coding
XII-39	XII	954622	954714	+	1303.3	0.559	promoter-TSS (YLR414C)	protein_coding-promoter-TSS (YLR414C)	-71	YLR415C	YLR415C	YLR415C			YLR415C			protein_coding
VII-45	VII	1000205	1000297	+	1303.3	0.640	promoter-TSS (YGR254W)	protein_coding-promoter-TSS (YGR254W)	-676	YGR254W	YGR254W	YGR254W			ENO1			protein_coding
VIII-19	VIII	462200	462292	+	1303.3	0.680	promoter-TSS (YHR179W)	protein_coding-promoter-TSS (YHR179W)	-256	YHR179W	YHR179W	YHR179W			OYE2			protein_coding
XII-38	XII	871498	871590	+	1303.3	0.750	promoter-TSS (YLR373C)	protein_coding-promoter-TSS (YLR373C)	-153	YLR375W	YLR375W	YLR375W			STP3			protein_coding
III-8	III	228708	228800	+	1303.3	0.704	promoter-TSS (YCR064C)	protein_coding-promoter-TSS (YCR064C)	-249	YCR064C	YCR064C	YCR064C			YCR064C			protein_coding
VIII-13	VIII	29	121	+	1303.3	0.682	promoter-TSS (YHL050W-A)	protein_coding-promoter-TSS (YHL050W-A)	-736	YHL050W-A	YHL050W-A	YHL050W-A			YHL050W-A			protein_coding
IV-68	IV	1266927	1267019	+	1303.3	0.818	promoter-TSS (YDR397C)	protein_coding-promoter-TSS (YDR397C)	-75	YDR397C	YDR397C	YDR397C			NCB2			protein_coding
VII-44	VII	920218	920310	+	1303.3	0.677	promoter-TSS (YGR213C)	protein_coding-promoter-TSS (YGR213C)	-311	YGR214W	YGR214W	YGR214W			RPS0A			protein_coding
II-30	II	5815	5907	+	1303.3	0.769	promoter-TSS (YBL109W)	protein_coding-promoter-TSS (YBL109W)	71	YBL109W	YBL109W	YBL109W			YBL109W			protein_coding
IV-57	IV	1345398	1345490	+	1303.3	0.621	promoter-TSS (YDR441C)	protein_coding-promoter-TSS (YDR441C)	-203	YDR442W	YDR442W	YDR442W			YDR442W			protein_coding
XVI-34	XVI	408868	408960	+	1303.3	0.692	promoter-TSS (YPL078C)	protein_coding-promoter-TSS (YPL078C)	-170	YPL078C	YPL078C	YPL078C			ATP4			protein_coding
II-35	II	615174	615266	+	1303.3	0.741	promoter-TSS (YBR196C-B)	protein_coding-promoter-TSS (YBR196C-B)	-590	YBR196C-B	YBR196C-B	YBR196C-B			YBR196C-B			protein_coding
VIII-17	VIII	175104	175196	+	1303.3	0.562	promoter-TSS (YHR032W-A)	protein_coding-promoter-TSS (YHR032W-A)	-45	YHR032W-A	YHR032W-A	YHR032W-A			YHR032W-A			protein_coding
VIII-9	VIII	48231	48323	+	1303.3	0.535	promoter-TSS (YHL028W)	protein_coding-promoter-TSS (YHL028W)	-309	YHL029C	YHL029C	YHL029C			OCA5			protein_coding
VIII-27	VIII	505689	505781	+	1303.3	0.769	promoter-TSS (YHR203C)	protein_coding-promoter-TSS (YHR203C)	-205	YHR203C	YHR203C	YHR203C			RPS4B			protein_coding
IV-66	IV	914938	915030	+	1303.3	0.667	promoter-TSS (YDR224C)	protein_coding-promoter-TSS (YDR224C)	-272	YDR224C	YDR224C	YDR224C			HTB1			protein_coding
XV-40	XV	989301	989393	+	1303.3	0.581	promoter-TSS (YOR348C)	protein_coding-promoter-TSS (YOR348C)	-442	YOR349W	YOR349W	YOR349W			CIN1			protein_coding
IX-18	IX	268027	268119	+	1303.3	0.552	promoter-TSS (YIL046W)	protein_coding-promoter-TSS (YIL046W)	-236	YIL046W-A	YIL046W-A	YIL046W-A			YIL046W-A			protein_coding
XII-40	XII	65405	65497	+	1303.3	0.720	promoter-TSS (YLL039C)	protein_coding-promoter-TSS (YLL039C)	-244	YLL039C	YLL039C	YLL039C			UBI4			protein_coding
IV-54	IV	1228359	1228451	+	1303.3	0.727	promoter-TSS (YDR377W)	protein_coding-promoter-TSS (YDR377W)	-206	YDR377W	YDR377W	YDR377W			ATP17			protein_coding
IV-45	IV	1507103	1507195	+	1303.3	0.630	promoter-TSS (YDR536W)	protein_coding-promoter-TSS (YDR536W)	213	YDR535C	YDR535C	YDR535C			YDR535C			protein_coding
IV-39	IV	546081	546173	+	1303.3	0.484	promoter-TSS (YDR044W)	protein_coding-promoter-TSS (YDR044W)	-515	YDR044W	YDR044W	YDR044W			HEM13			protein_coding
XV-63	XV	1039506	1039598	+	1303.3	0.680	promoter-TSS (YOR374W)	protein_coding-promoter-TSS (YOR374W)	-288	YOR374W	YOR374W	YOR374W			ALD4			protein_coding
III-10	III	211755	211847	+	1303.3	0.696	promoter-TSS (YCR047C)	protein_coding-promoter-TSS (YCR047C)	-128	YCR048W	YCR048W	YCR048W			ARE1			protein_coding
V-27	V	431210	431302	+	1303.3	0.833	promoter-TSS (YER132C)	protein_coding-promoter-TSS (YER132C)	-36	snR52	snR52	snR52			snR52			snoRNA
II-37	II	135754	135846	+	1303.3	0.731	promoter-TSS (YBL043W)	protein_coding-promoter-TSS (YBL043W)	-198	YBL044W	YBL044W	YBL044W			YBL044W			protein_coding
